fixture,original_status,original_iterations,accepted,candidate_equations,reference_updates,root_residual,reference_residual,coordinate_difference_max,weight_difference_max,floor_masks_equal
shape-success-recovery-current-32-32-36,0,22,True,19,15,2.6721980679564756e-14,9.219885965805474e-11,8.604242416640684e-11,5.426087912319133e-10,True
shape-success-recovery-current-32-32-37,0,21,True,19,12,5.657910725337655e-14,4.951185342424201e-11,1.4904852083423932e-11,8.90859608304595e-11,True
shape-success-recovery-current-32-32-38,0,54,True,20,66,1.0156361807351836e-13,8.991032093617259e-11,6.713525265453438e-11,2.025293932561567e-09,True
shape-success-recovery-current-32-32-39,0,25,True,19,19,1.5450722368704776e-13,6.724510658611377e-11,1.642316509101586e-11,1.244402914046816e-10,True
shape-success-recovery-current-32-32-4,0,47,True,19,44,4.238229124952545e-15,8.260377151888297e-11,8.238278864400011e-11,3.438352380591425e-10,True
shape-success-recovery-current-32-32-40,0,2,True,18,0,2.962703123317009e-15,1.1556516332748427e-14,6.439313871569377e-16,0.0,True
shape-success-recovery-current-32-32-41,0,2,True,18,0,1.8184918888472732e-15,1.0078255093761041e-14,7.949427471079524e-16,0.0,True
shape-success-recovery-current-32-32-42,0,44,True,19,42,9.052730218704002e-15,8.150923039448064e-11,7.725667978376022e-11,3.8882608244250605e-10,True
shape-success-recovery-current-32-32-43,0,26,True,19,26,1.6121379785102344e-15,7.20264485751157e-11,3.72861964224474e-11,1.1448592074358999e-10,True
shape-success-recovery-current-32-32-44,0,45,True,19,38,1.2467224219620142e-14,8.634744091558891e-11,2.0476320878249333e-10,8.577560328681955e-10,True
shape-success-recovery-current-32-32-45,0,2,True,18,0,1.0177908598687364e-14,3.9473372517757805e-14,6.401774838191925e-16,0.0,True
shape-success-recovery-current-32-32-46,0,26,True,19,18,5.320184910549261e-14,5.930274374495757e-11,2.5232474169005756e-11,1.8286533398637062e-10,True
shape-success-recovery-current-32-32-47,0,28,True,19,21,2.361990097371501e-14,9.80300839194178e-11,5.808329044875045e-11,6.413898301360632e-10,True
shape-success-recovery-current-32-32-48,0,23,True,19,21,7.245404418630602e-15,7.836829229195513e-11,3.3045919107449496e-11,1.0322759314007612e-10,True
shape-success-recovery-current-32-32-49,0,24,True,21,22,3.2578009726716615e-16,6.928136663557877e-11,3.614801155758271e-11,9.388179122993279e-11,True
shape-success-recovery-current-32-32-5,0,22,True,19,14,4.901462790918296e-15,9.74273049405558e-11,7.54331395065243e-11,5.407065351015206e-10,True
shape-success-recovery-current-32-32-50,0,59,True,19,43,1.3412719577727217e-14,8.13977383775641e-11,2.2377678375950316e-10,9.68739422013698e-10,True
shape-success-recovery-current-32-32-51,0,40,True,19,42,4.650077842461148e-15,7.915274812557965e-11,5.189291982635491e-11,1.845389396848418e-10,True
shape-success-recovery-current-32-32-52,0,52,True,29,51,1.1646096090177799e-15,8.367406767462171e-11,2.6037183228691724e-10,1.1391137477723134e-09,True
shape-success-recovery-current-32-32-53,0,25,True,19,19,8.247102479411624e-15,6.790952902489297e-11,9.377732928880749e-11,7.197729079422288e-10,True
shape-success-recovery-current-32-32-54,0,18,True,22,24,3.686510172874138e-14,7.673972107893698e-11,8.827544136280627e-12,5.161941984965779e-10,True
shape-success-recovery-current-32-32-55,0,32,True,19,23,4.227963174471651e-14,6.570728116355423e-11,2.200212519369808e-11,1.1417083944920137e-10,True
shape-success-recovery-current-32-32-56,0,54,True,19,55,3.934842078182322e-15,9.765911123420762e-11,7.670335301459231e-11,3.366477652200217e-10,True
shape-success-recovery-current-32-32-57,0,2,True,18,0,5.24402109556544e-15,1.1879424898166645e-14,8.020045652051782e-16,0.0,True
shape-success-recovery-current-32-32-58,0,21,True,19,18,5.517775551825192e-15,9.796500543306747e-11,3.95159289815122e-11,1.448673403459111e-10,True
shape-success-recovery-current-32-32-59,0,22,True,19,15,1.4835756958069086e-14,7.696672249132112e-11,7.60194418571189e-11,5.265528568720867e-10,True
shape-success-recovery-current-32-32-6,0,33,True,19,26,3.3347086456845553e-13,7.310200488579694e-11,2.3808386481990012e-11,1.5651213658429697e-10,True
shape-success-recovery-current-32-32-60,0,18,True,19,17,6.017203720227626e-15,5.925989589439104e-11,1.1573085729301071e-11,4.03922673086754e-10,True
shape-success-recovery-current-32-32-61,0,2,True,18,0,5.67760756820048e-16,1.2006226194128007e-14,7.981885701667113e-16,0.0,True
shape-success-recovery-current-32-32-62,0,15,True,19,14,1.6438032595824838e-14,7.903662798245296e-11,1.5430180317376844e-11,7.117728628713849e-11,True
shape-success-recovery-current-32-32-63,0,46,True,19,30,3.02444219498142e-14,7.357674804264681e-11,4.662611195915859e-11,2.1748836065427213e-10,True
shape-success-recovery-current-32-32-64,0,15,True,19,15,7.702025919126186e-15,6.338469459603841e-11,1.560350452616548e-11,6.570760602286896e-11,True
shape-success-recovery-current-32-32-65,0,2,True,18,0,1.6339843588794388e-14,6.97757339296184e-14,8.00426367167512e-16,0.0,True
shape-success-recovery-current-32-32-66,0,25,True,19,22,5.268371277015433e-16,8.88834427463434e-11,5.2128647355344583e-11,2.0598828198714614e-10,True
shape-success-recovery-current-32-32-67,0,35,True,19,29,3.6597956088111066e-16,9.965546703982726e-11,1.5497668320777683e-10,6.893910997618491e-10,True
shape-success-recovery-current-32-32-68,0,43,True,19,40,2.9965613598712075e-15,8.054899850048235e-11,8.10786383905493e-11,3.57184948285294e-10,True
shape-success-recovery-current-32-32-69,0,2,True,18,0,3.1723296786555093e-16,1.4217804832519692e-14,6.314556927416436e-16,0.0,True
shape-success-recovery-current-32-32-7,0,23,True,20,21,5.947982453109035e-14,8.150331158642727e-11,2.4373347010980967e-11,5.692905591381248e-10,True
shape-success-recovery-current-32-32-70,0,18,True,19,17,2.2227515994797015e-15,6.931805950654263e-11,2.5837342682233668e-11,8.03552224759585e-11,True
shape-success-recovery-current-32-32-71,0,21,True,19,19,8.690721461269605e-14,6.303496965074277e-11,1.341451009374017e-11,6.713152256310195e-11,True
shape-success-recovery-current-32-32-72,0,25,True,19,22,5.2656417669212224e-15,6.268730800312011e-11,2.969495993412389e-11,9.440259685078445e-11,True
shape-success-recovery-current-32-32-73,0,32,True,21,31,2.8946797076873406e-15,9.412891347078987e-11,8.02252273289181e-11,2.7763963350579957e-10,True
shape-success-recovery-current-32-32-74,0,24,True,19,17,1.1603651847644578e-14,6.785533233313067e-11,4.260782161912628e-11,2.1226603807988909e-10,True
shape-success-recovery-current-32-32-75,0,58,True,19,58,2.408732301510468e-15,9.306571403921927e-11,9.502523527509501e-11,4.091733618594162e-10,True
shape-success-recovery-current-32-32-76,0,58,True,20,55,3.2036905046494974e-15,9.897810336014522e-11,2.1765449859131915e-10,8.596365286273056e-10,True
shape-success-recovery-current-32-32-77,0,29,True,19,21,3.619247364381109e-14,8.814076470198208e-11,3.77665027298852e-11,1.8046686367512166e-10,True
shape-success-recovery-current-32-32-78,0,29,True,19,19,1.5139470093704533e-14,6.473727109934657e-11,9.627160547274345e-11,6.654186091026304e-10,True
shape-success-recovery-current-32-32-79,0,21,True,19,16,5.136601966450526e-15,7.957105868232065e-11,6.209796195291202e-11,3.739157872217902e-10,True
shape-success-recovery-current-32-32-8,0,20,True,19,17,4.365594069912954e-15,9.630289054290115e-11,3.554165527649744e-11,1.179182307353699e-10,True
shape-success-recovery-current-32-32-80,0,15,True,19,14,1.2666175993745537e-15,7.572866296943108e-11,2.3383264163976764e-11,7.645706290304588e-11,True
shape-success-recovery-current-32-32-81,0,29,True,19,24,6.58782883219711e-15,7.166062188090905e-11,1.0759779951505681e-10,8.122540973154457e-10,True
shape-success-recovery-current-32-32-82,0,41,True,19,32,3.451168333974715e-14,9.910267051438382e-11,9.261706971532902e-11,4.5880926835550895e-10,True
shape-success-recovery-current-32-32-83,0,19,True,19,13,1.4129779960824029e-15,9.680712958633867e-11,8.868013819189558e-11,5.211089337819885e-10,True
shape-success-recovery-current-32-32-84,0,31,True,19,26,2.582656432165236e-14,9.763312380783873e-11,7.124720924850834e-11,3.1083990936764394e-10,True
shape-success-recovery-current-32-32-85,0,30,True,19,25,2.5116259940564112e-15,9.290268554451586e-11,6.142995389716187e-11,3.274568394218136e-10,True
shape-success-recovery-current-32-32-86,0,39,True,19,34,1.0693409768623332e-14,8.747062856943603e-11,1.1170647686709053e-10,4.369366535250663e-10,True
shape-success-recovery-current-32-32-87,0,2,True,18,0,4.7255057599026496e-15,9.852865734294684e-15,6.462273073768697e-16,0.0,True
shape-success-recovery-current-32-32-88,0,28,True,19,21,6.626465540325719e-15,7.11072394218773e-11,2.551134863698011e-11,1.200576860149738e-10,True
shape-success-recovery-current-32-32-89,0,25,True,19,18,3.6467155072665066e-14,6.301402516032954e-11,4.121669908369649e-11,3.8530945101200587e-10,True
shape-success-recovery-current-32-32-9,0,2,True,18,0,1.1898181843803675e-15,9.437516678415987e-15,6.374010749450293e-16,0.0,True
shape-success-recovery-current-32-32-90,0,24,True,19,21,1.7571326783788447e-14,8.447063314680731e-11,2.60981450385083e-11,1.2331990983938113e-10,True
shape-success-recovery-current-32-32-91,0,20,True,19,16,2.1483776991268702e-15,9.61026812375173e-11,6.056430284444817e-11,2.7205365737970055e-10,True
shape-success-recovery-current-32-32-92,0,25,True,20,23,2.4208739537151214e-15,9.117997247631783e-11,5.725135925217181e-11,1.7145129760365307e-10,True
shape-success-recovery-current-32-32-93,0,2,True,18,0,6.394884621840901e-16,1.2250643995003709e-14,7.966458544544644e-16,0.0,True
shape-success-recovery-current-32-32-94,0,34,True,19,25,3.5204144052451353e-15,7.8227146982357e-11,1.391660425800588e-10,6.86368739621912e-10,True
shape-success-recovery-current-32-32-95,0,33,True,19,26,1.0589215641281775e-15,7.064997259024767e-11,8.522623884848589e-11,3.867925979506026e-10,True
shape-success-recovery-current-32-32-96,0,27,True,19,23,9.478301517851418e-15,7.334420618217739e-11,4.217089896465041e-11,1.588952858178061e-10,True
shape-success-recovery-current-32-32-97,0,33,True,19,29,4.111440909480828e-14,7.585588534280402e-11,2.8432629521400256e-11,1.5573153877568302e-10,True
shape-success-recovery-current-32-32-98,0,28,True,19,24,1.2905470002063124e-14,9.17289998696089e-11,4.945069203927518e-11,2.403389709471071e-10,True
