dataset,case,scope,regular,search_completed,usable_state,failures,unavailable,derivative_status
weak-1e-2,wider-float32,assembled,True,True,True,,,verified
weak-1e-2,wider-float32,component:1,True,True,True,,,verified
weak-1e-2,mixed-float32,monolithic,True,True,True,,,verified
weak-1e-2,mixed-float32,assembled,True,True,True,,,verified
weak-1e-2,mixed-float32,component:1,True,True,True,,,verified
weak-1e-4,first-stage-double,monolithic,False,True,True,derivative,,resolution-unverified
weak-1e-4,first-stage-double,assembled,False,True,True,derivative,,resolution-unverified
weak-1e-4,first-stage-double,component:1,False,True,True,derivative,,resolution-unverified
weak-1e-4,narrower-double,monolithic,False,True,True,derivative,,resolution-unverified
weak-1e-4,narrower-double,assembled,False,True,True,derivative,,resolution-unverified
weak-1e-4,narrower-double,component:1,False,True,True,derivative,,resolution-unverified
weak-1e-4,wider-double,monolithic,False,True,True,derivative,,resolution-unverified
weak-1e-4,wider-double,assembled,False,True,True,derivative,,resolution-unverified
weak-1e-4,wider-double,component:1,False,True,True,derivative,,resolution-unverified
weak-1e-4,mixed-double,monolithic,False,True,True,derivative,,resolution-unverified
weak-1e-4,mixed-double,assembled,False,True,True,derivative,,resolution-unverified
weak-1e-4,mixed-double,component:1,False,True,True,derivative,,resolution-unverified
weak-1e-4,first-stage-float32,monolithic,False,True,True,local_correction;derivative,,resolution-unverified
weak-1e-4,first-stage-float32,assembled,False,True,True,local_correction;derivative,,resolution-unverified
weak-1e-4,first-stage-float32,component:1,False,True,True,local_correction;derivative,,resolution-unverified
weak-1e-4,narrower-float32,monolithic,False,True,True,local_correction;derivative,,resolution-unverified
weak-1e-4,narrower-float32,assembled,False,True,True,local_correction;derivative,,resolution-unverified
weak-1e-4,narrower-float32,component:1,False,True,True,local_correction;derivative,,resolution-unverified
weak-1e-4,wider-float32,monolithic,False,True,True,derivative,,resolution-unverified
weak-1e-4,wider-float32,assembled,False,True,True,derivative,,resolution-unverified
weak-1e-4,wider-float32,component:1,False,True,True,derivative,,resolution-unverified
weak-1e-4,mixed-float32,monolithic,False,True,True,local_correction;derivative,,resolution-unverified
weak-1e-4,mixed-float32,assembled,False,True,True,local_correction;derivative,,resolution-unverified
weak-1e-4,mixed-float32,component:1,False,True,True,local_correction;derivative,,resolution-unverified
zero-signal,first-stage-double,monolithic,False,True,True,identified;derivative,,transition-unverified
zero-signal,first-stage-double,assembled,False,True,True,identified;derivative,,transition-unverified
zero-signal,first-stage-double,component:1,False,True,True,identified;derivative,,transition-unverified
zero-signal,narrower-double,monolithic,False,True,True,identified;derivative,,transition-unverified
zero-signal,narrower-double,assembled,False,True,True,identified;derivative,,transition-unverified
zero-signal,narrower-double,component:1,False,True,True,identified;derivative,,transition-unverified
zero-signal,wider-double,monolithic,False,True,True,identified;derivative,,transition-unverified
zero-signal,wider-double,assembled,False,True,True,identified;derivative,,transition-unverified
zero-signal,wider-double,component:1,False,True,True,identified;derivative,,transition-unverified
zero-signal,mixed-double,monolithic,False,True,True,identified;derivative;regular_active_face,,transition-unverified
zero-signal,mixed-double,assembled,False,True,True,identified;derivative;regular_active_face,,transition-unverified
zero-signal,mixed-double,component:1,False,True,True,identified;derivative;regular_active_face,,transition-unverified
zero-signal,first-stage-float32,monolithic,False,True,True,local_correction;derivative,,transition-unverified
zero-signal,first-stage-float32,assembled,False,True,True,local_correction;derivative,,transition-unverified
zero-signal,first-stage-float32,component:1,False,True,True,local_correction;derivative,,transition-unverified
zero-signal,narrower-float32,monolithic,False,True,True,local_correction;derivative,,transition-unverified
zero-signal,narrower-float32,assembled,False,True,True,local_correction;derivative,,transition-unverified
zero-signal,narrower-float32,component:1,False,True,True,local_correction;derivative,,transition-unverified
zero-signal,wider-float32,monolithic,False,True,True,local_correction;derivative,,transition-unverified
zero-signal,wider-float32,assembled,False,True,True,local_correction;derivative,,transition-unverified
zero-signal,wider-float32,component:1,False,True,True,local_correction;derivative,,transition-unverified
zero-signal,mixed-float32,monolithic,False,True,True,local_correction;derivative,,transition-unverified
zero-signal,mixed-float32,assembled,False,True,True,local_correction;derivative,,transition-unverified
zero-signal,mixed-float32,component:1,False,True,True,local_correction;derivative,,transition-unverified
