effect,serial_id,parameter,delta,qr_svd_resolution,resolved
quantization_checkpoint_b,5,C,1.2498368451296926e-09,1.609823385706477e-15,True
quantization_checkpoint_b,6,A,-2.861717796065477e-08,1.723066134218243e-13,True
quantization_checkpoint_b,6,C,9.00895330557816e-11,1.457167719820518e-15,True
quantization_checkpoint_b,7,A,-1.3367369433581189e-09,8.881784197001252e-14,True
quantization_checkpoint_b,7,C,1.3126555398201845e-11,3.497202527569243e-15,True
quantization_checkpoint_b,8,A,-2.151305356079547e-08,9.769962616701378e-15,True
quantization_checkpoint_b,8,C,3.0707815457109433e-10,2.400857290751901e-15,True
quantization_checkpoint_b,9,A,2.1254911608536986e-08,3.6415315207705135e-14,True
quantization_checkpoint_b,9,C,5.941276359777703e-10,1.887379141862766e-15,True
quantization_checkpoint_b,10,A,-1.7119536899201648e-08,4.263256414560601e-14,True
quantization_checkpoint_b,10,C,-1.8158069214901928e-09,2.6922908347160046e-15,True
quantization_checkpoint_b,11,A,1.886802003525645e-08,3.552713678800501e-14,True
quantization_checkpoint_b,11,C,2.2955599643381674e-09,1.3322676295501878e-14,True
quantization_checkpoint_b,12,A,-7.95014543086836e-09,1.3322676295501878e-13,True
quantization_checkpoint_b,12,C,-7.345799524216545e-10,1.099120794378905e-14,True
quantization_checkpoint_b,13,A,-6.840253696793752e-09,5.3290705182007514e-14,True
quantization_checkpoint_b,13,C,1.241348412950316e-10,4.801714581503802e-15,True
quantization_checkpoint_b,14,A,-6.360522775139543e-09,1.0658141036401503e-14,True
quantization_checkpoint_b,14,C,7.8564329868136e-10,3.168472428871638e-15,True
quantization_checkpoint_b,15,A,5.613861375763918e-09,3.197442310920451e-14,True
quantization_checkpoint_b,15,C,4.907113326790835e-10,8.049116928532385e-16,True
quantization_checkpoint_b,16,A,6.990985568222641e-10,2.6645352591003757e-15,True
quantization_checkpoint_b,16,C,-7.544351254828996e-11,5.134781488891349e-15,True
quantization_checkpoint_b,17,A,3.4495806211509716e-08,2.930988785010413e-14,True
quantization_checkpoint_b,17,C,-1.403757610152212e-09,2.192690473634684e-15,True
quantization_checkpoint_b,18,A,-2.195222847944933e-08,2.220446049250313e-14,True
quantization_checkpoint_b,18,C,4.810992992876351e-10,5.800915303666443e-15,True
quantization_checkpoint_b,19,A,-4.301559997088589e-09,6.483702463810914e-14,True
quantization_checkpoint_b,19,C,3.824149885645056e-10,4.468647674116255e-15,True
quantization_checkpoint_b,20,A,2.991642755745261e-08,1.2434497875801753e-14,True
quantization_checkpoint_b,20,C,-2.3355318790052593e-09,1.1879386363489175e-14,True
quantization_checkpoint_b,21,A,-1.3773335361122463e-08,4.707345624410664e-14,True
quantization_checkpoint_b,21,C,1.7074744396161634e-10,1.7208456881689926e-15,True
quantization_checkpoint_b,22,A,1.397104565370455e-08,8.881784197001252e-14,True
quantization_checkpoint_b,22,C,-3.0361246849963663e-10,5.551115123125783e-16,True
quantization_checkpoint_b,23,A,-3.1865551974874506e-08,1.8207657603852567e-13,True
quantization_checkpoint_b,23,C,4.5353354405364144e-10,4.3298697960381105e-15,True
quantization_checkpoint_b,24,A,2.693317124879968e-08,7.194245199571014e-14,True
quantization_checkpoint_b,24,C,-1.32692651311217e-09,2.9976021664879227e-15,True
quantization_checkpoint_b,25,A,-3.469618814477826e-08,1.3322676295501878e-14,True
quantization_checkpoint_b,25,C,1.8530842693653682e-09,6.5780714209040525e-15,True
quantization_checkpoint_b,26,A,8.123572037277427e-09,7.549516567451064e-14,True
quantization_checkpoint_b,26,C,-9.738146677928938e-10,1.1796119636642288e-14,True
quantization_checkpoint_b,27,A,1.1241958475238789e-08,5.240252676230739e-14,True
quantization_checkpoint_b,27,C,-7.081641939521433e-10,1.709743457922741e-14,True
quantization_checkpoint_b,28,A,2.1266118643836762e-08,6.661338147750939e-14,True
quantization_checkpoint_b,28,C,1.655899084518353e-09,3.275157922644212e-14,True
quantization_checkpoint_b,29,A,4.8336712410446125e-09,6.306066779870889e-14,True
quantization_checkpoint_b,29,C,-6.439345723308065e-10,1.887379141862766e-14,True
quantization_checkpoint_b,30,A,1.8622907660414967e-09,1.0125233984581428e-13,True
quantization_checkpoint_b,30,C,-1.318343656464549e-09,9.2148511043888e-15,True
quantization_checkpoint_b,31,A,-2.8556010889246863e-09,1.3855583347321954e-13,True
quantization_checkpoint_b,31,C,1.4512835377900046e-12,3.6637359812630166e-15,True
quantization_checkpoint_b,32,A,9.850475102268774e-09,1.5720758028692217e-13,True
quantization_checkpoint_b,32,C,1.0459396959650036e-09,4.579669976578771e-15,True
quantization_checkpoint_b,33,A,-1.1416121381557787e-09,6.838973831690964e-14,True
quantization_checkpoint_b,33,C,3.6105629597216193e-10,3.4416913763379853e-15,True
quantization_checkpoint_b,34,A,-2.0023553481962608e-08,7.194245199571014e-14,True
quantization_checkpoint_b,34,C,1.823478035234416e-10,6.5503158452884236e-15,True
quantization_checkpoint_b,35,A,6.205636893241717e-09,1.865174681370263e-14,True
quantization_checkpoint_b,35,C,-7.735108109585553e-10,6.161737786669619e-15,True
quantization_checkpoint_b,36,A,6.733702484496007e-09,1.376676550535194e-13,True
quantization_checkpoint_b,36,C,-1.500890522976306e-10,5.700301342059788e-15,True
quantization_checkpoint_b,37,A,6.39933173118834e-09,6.128431095930864e-14,True
quantization_checkpoint_b,37,C,6.79571288131342e-10,5.551115123125783e-16,True
quantization_checkpoint_b,38,A,-2.2167246704896115e-08,1.7674750552032492e-13,True
quantization_checkpoint_b,38,C,2.656684316981739e-10,6.661338147750939e-16,True
quantization_checkpoint_b,39,A,-6.651427852943925e-09,5.417888360170764e-14,True
quantization_checkpoint_b,39,C,-5.461037837217741e-10,3.858025010572419e-15,True
quantization_checkpoint_b,40,A,-7.1944521451428045e-09,6.039613253960852e-14,True
quantization_checkpoint_b,40,C,6.612883574064199e-10,8.493206138382448e-15,True
quantization_checkpoint_b,41,A,-8.747902846550915e-09,2.7533531010703882e-14,True
quantization_checkpoint_b,41,C,5.1517456967076214e-11,5.551115123125783e-15,True
quantization_checkpoint_b,42,A,6.199973867637709e-10,5.3290705182007514e-14,True
quantization_checkpoint_b,42,C,-2.501647500263715e-10,2.6645352591003757e-15,True
quantization_checkpoint_b,43,A,2.3864167530973646e-08,6.927791673660977e-14,True
quantization_checkpoint_b,43,C,-7.573590643517036e-10,1.1546319456101628e-14,True
quantization_checkpoint_b,44,A,-9.305347603572045e-10,4.440892098500626e-14,True
quantization_checkpoint_b,44,C,-6.475822100782125e-10,7.549516567451064e-15,True
quantization_checkpoint_b,45,A,-8.903422887840406e-09,6.128431095930864e-14,True
quantization_checkpoint_b,45,C,1.6110758283005566e-09,3.4416913763379853e-15,True
quantization_checkpoint_b,46,A,-3.803429837745398e-08,1.3322676295501878e-14,True
quantization_checkpoint_b,46,C,2.4893309635842797e-11,1.3322676295501878e-14,True
quantization_checkpoint_b,47,A,3.481096300106401e-08,1.6697754290362354e-13,True
quantization_checkpoint_b,47,C,-1.2833250018218223e-09,9.103828801926284e-15,True
quantization_checkpoint_b,48,A,4.265537256742391e-09,3.907985046680551e-14,True
quantization_checkpoint_b,48,C,1.4225221001140653e-10,5.773159728050814e-15,True
quantization_checkpoint_b,49,A,-1.673665650514522e-09,8.704148513061227e-14,True
quantization_checkpoint_b,49,C,1.4798648972913497e-09,2.9976021664879227e-15,True
quantization_checkpoint_b,50,A,-1.7280619601933722e-08,7.016609515630989e-14,True
quantization_checkpoint_b,50,C,9.348921636842533e-11,2.070565940925917e-14,True
quantization_checkpoint_b,51,A,5.0713053312279044e-08,7.993605777301127e-15,True
quantization_checkpoint_b,51,C,-1.8389441081012592e-09,4.773959005888173e-15,True
quantization_checkpoint_b,52,A,3.331672093764837e-08,1.6076029396572267e-13,True
quantization_checkpoint_b,52,C,-1.0659845228744302e-09,9.880984919163893e-15,True
quantization_checkpoint_b,53,A,-1.499290913642426e-08,3.730349362740526e-14,True
quantization_checkpoint_b,53,C,5.928275370603586e-10,4.440892098500626e-16,True
quantization_checkpoint_b,54,A,-1.5461578684039523e-09,7.016609515630989e-14,True
quantization_checkpoint_b,54,C,-4.341087489478923e-10,6.328271240363392e-15,True
quantization_checkpoint_b,55,A,-1.1487798268206006e-08,3.375077994860476e-14,True
quantization_checkpoint_b,55,C,1.599206655988894e-09,2.3425705819590803e-14,True
quantization_checkpoint_b,56,A,-4.385585405941583e-08,2.149391775674303e-13,True
quantization_checkpoint_b,56,C,7.697490422842179e-10,3.774758283725532e-15,True
quantization_checkpoint_b,57,A,-7.926134415470187e-09,3.197442310920451e-14,True
quantization_checkpoint_b,57,C,-6.303919608541264e-10,1.609823385706477e-14,True
quantization_checkpoint_b,58,A,1.1553054513058214e-08,1.4566126083082054e-13,True
quantization_checkpoint_b,58,C,1.6607215602704173e-10,1.609823385706477e-14,True
quantization_checkpoint_b,59,A,1.351033329655138e-08,5.773159728050814e-14,True
quantization_checkpoint_b,59,C,-1.4288204785994907e-09,1.6375789613221059e-15,True
quantization_checkpoint_b,60,A,1.5985173185129042e-08,1.2967404927621828e-13,True
quantization_checkpoint_b,60,C,1.1785799003405373e-09,2.3647750424515834e-14,True
quantization_checkpoint_b,61,A,-7.389839851157376e-10,8.79296635503124e-14,True
quantization_checkpoint_b,61,C,3.003118864697285e-10,1.7208456881689926e-14,True
quantization_checkpoint_b,62,A,-3.0391804628493446e-09,1.0125233984581428e-13,True
quantization_checkpoint_b,62,C,5.413312853530527e-10,7.244205235679146e-15,True
quantization_checkpoint_b,63,A,-1.2893106138278654e-08,1.0658141036401503e-14,True
quantization_checkpoint_b,63,C,5.947685677298864e-10,3.885780586188048e-16,True
quantization_checkpoint_b,64,A,1.6584877471359505e-08,3.730349362740526e-14,True
quantization_checkpoint_b,64,C,-8.032244036559888e-10,5.051514762044462e-15,True
quantization_checkpoint_b,65,A,-1.7590367384912042e-08,5.950795411990839e-14,True
quantization_checkpoint_b,65,C,1.644194502770091e-10,6.543376951384516e-15,True
quantization_checkpoint_b,66,A,-1.3384237718128134e-08,5.329070518200751e-15,True
quantization_checkpoint_b,66,C,1.6330015117915764e-10,2.4980018054066022e-15,True
quantization_checkpoint_b,67,A,-5.975699046700811e-09,1.3322676295501878e-14,True
quantization_checkpoint_b,67,C,-1.7887313852327225e-10,4.6629367034256575e-15,True
quantization_checkpoint_b,68,A,-3.4470012622023205e-08,3.8191672047105385e-14,True
quantization_checkpoint_b,68,C,1.2430181883793523e-10,5.218048215738236e-15,True
quantization_checkpoint_b,69,A,-2.3291501172195694e-08,1.7763568394002505e-14,True
quantization_checkpoint_b,69,C,-7.928001588553002e-10,9.769962616701378e-15,True
quantization_checkpoint_b,70,A,3.1147822099342193e-09,5.773159728050814e-14,True
quantization_checkpoint_b,70,C,8.071274759657854e-10,1.2545520178264269e-14,True
quantization_checkpoint_b,71,A,4.55106174968023e-08,6.394884621840902e-14,True
quantization_checkpoint_b,71,C,-5.658214036197151e-10,2.4702462297909733e-15,True
quantization_checkpoint_b,72,A,-3.0396818395672653e-08,6.306066779870889e-14,True
quantization_checkpoint_b,72,C,5.800978586378847e-10,1.609823385706477e-15,True
quantization_checkpoint_b,73,A,1.286340811645914e-08,9.769962616701378e-14,True
quantization_checkpoint_b,73,C,4.055449309703363e-10,4.6629367034256575e-15,True
quantization_checkpoint_b,74,A,2.748523364459743e-08,1.438849039914203e-13,True
quantization_checkpoint_b,74,C,3.529988801265205e-10,1.459943277382081e-14,True
quantization_checkpoint_b,75,A,-6.187505618981959e-09,6.306066779870889e-14,True
quantization_checkpoint_b,75,C,-9.772720410694546e-10,1.3322676295501878e-15,True
quantization_checkpoint_b,76,A,3.731708453358351e-08,6.217248937900877e-14,True
quantization_checkpoint_b,76,C,-5.345198728079481e-10,3.552713678800501e-15,True
quantization_checkpoint_b,77,A,-4.133677400375291e-09,2.6645352591003757e-15,True
quantization_checkpoint_b,77,C,5.651312751098203e-12,8.68749516769185e-15,True
quantization_checkpoint_b,78,A,1.3474221738363212e-08,1.2079226507921703e-13,True
quantization_checkpoint_b,78,C,5.20962384342738e-10,1.4432899320127035e-15,True
quantization_checkpoint_b,79,A,9.871550687989838e-09,2.1316282072803006e-14,True
quantization_checkpoint_b,79,C,-2.5841495610023912e-11,5.995204332975845e-15,True
quantization_checkpoint_b,80,A,2.6234111771827884e-08,5.1514348342607263e-14,True
quantization_checkpoint_b,80,C,5.789153600943564e-10,6.217248937900877e-15,True
quantization_checkpoint_b,81,A,-8.068226087232233e-09,3.552713678800501e-15,True
quantization_checkpoint_b,81,C,-4.457539615199124e-10,7.521760991835436e-15,True
quantization_checkpoint_b,82,A,7.583666139510115e-09,8.171241461241152e-14,True
quantization_checkpoint_b,82,C,-1.0048609722090873e-09,2.8754776337791554e-14,True
quantization_checkpoint_b,83,A,-7.864805695589894e-09,1.616484723854228e-13,True
quantization_checkpoint_b,83,C,1.5020950039357217e-09,4.440892098500626e-15,True
quantization_checkpoint_b,84,A,-1.4558362515515455e-08,1.2434497875801753e-14,True
quantization_checkpoint_b,84,C,8.141851637333275e-10,4.829470157119431e-15,True
quantization_checkpoint_b,85,A,6.921378137292322e-09,7.016609515630989e-14,True
quantization_checkpoint_b,85,C,4.606186751465735e-10,2.213507155346406e-15,True
quantization_checkpoint_b,86,A,-1.4182560903464037e-08,4.973799150320701e-14,True
quantization_checkpoint_b,86,C,-1.964234885853955e-10,1.2823075934420558e-14,True
quantization_checkpoint_b,87,A,-3.252051250512977e-08,6.306066779870889e-14,True
quantization_checkpoint_b,87,C,-2.8868737955711765e-10,1.63202784619898e-14,True
quantization_checkpoint_b,88,A,-1.319546250044823e-09,4.618527782440651e-14,True
quantization_checkpoint_b,88,C,3.34448579941693e-11,3.0531133177191805e-15,True
quantization_checkpoint_b,89,A,-4.921934859680732e-09,5.684341886080802e-14,True
quantization_checkpoint_b,89,C,7.006586422164673e-10,6.5503158452884236e-15,True
quantization_checkpoint_b,90,A,-1.7149466735588703e-08,9.769962616701378e-15,True
quantization_checkpoint_b,90,C,3.6014563553621315e-10,4.052314039881821e-15,True
quantization_checkpoint_b,91,A,-9.44148759174368e-09,1.2434497875801753e-13,True
quantization_checkpoint_b,91,C,-3.2179392484010805e-10,1.687538997430238e-14,True
quantization_checkpoint_b,92,A,2.873936111313924e-08,3.197442310920451e-14,True
quantization_checkpoint_b,92,C,2.4737500936566903e-10,2.7755575615628914e-15,True
quantization_checkpoint_b,93,A,2.3274342453305508e-09,6.394884621840902e-14,True
quantization_checkpoint_b,93,C,-1.4194691255742242e-09,1.5959455978986625e-14,True
quantization_checkpoint_b,94,A,3.419513738833757e-08,1.509903313490213e-14,True
quantization_checkpoint_b,94,C,8.21487544655497e-10,2.964295475749168e-14,True
quantization_checkpoint_b,95,A,1.5043960743810203e-08,1.6431300764452317e-13,True
quantization_checkpoint_b,95,C,-2.9043256688510155e-10,1.2101430968414206e-14,True
quantization_checkpoint_b,96,A,1.706912478027789e-08,1.127986593019159e-13,True
quantization_checkpoint_b,96,C,-2.9523872235870385e-10,2.7755575615628914e-15,True
quantization_checkpoint_b,97,A,-4.039270873334999e-08,8.881784197001252e-15,True
quantization_checkpoint_b,97,C,9.79595460304239e-10,1.3239409568654992e-14,True
quantization_checkpoint_b,98,A,-3.912898449698332e-09,1.1546319456101628e-13,True
quantization_checkpoint_b,98,C,2.650760166922339e-11,8.604228440844963e-15,True
quantization_checkpoint_b,99,A,1.9609236012740894e-08,1.6608936448392342e-13,True
quantization_checkpoint_b,99,C,-1.3836946553824614e-09,1.4521370217401852e-14,True
quantization_checkpoint_b,100,A,-1.7469717228379977e-08,1.199040866595169e-13,True
quantization_checkpoint_b,100,C,5.070922570737935e-10,1.4988010832439613e-15,True
quantization_checkpoint_b,101,A,3.086977518051981e-08,9.769962616701378e-14,True
quantization_checkpoint_b,101,C,2.3140711569169525e-10,1.0963452368173421e-14,True
quantization_checkpoint_b,102,A,8.226875181094329e-09,7.993605777301127e-15,True
quantization_checkpoint_b,102,C,6.309265332404834e-10,3.774758283725532e-15,True
quantization_checkpoint_b,103,A,-2.570123047718198e-08,1.0835776720341528e-13,True
quantization_checkpoint_b,103,C,-7.119788092424528e-11,1.27675647831893e-14,True
quantization_checkpoint_b,104,A,8.955693076018179e-09,1.4210854715202004e-14,True
quantization_checkpoint_b,104,C,-7.031600579576747e-10,2.7478019859472624e-15,True
quantization_checkpoint_b,105,A,-3.588548658228774e-08,1.163513729807164e-13,True
quantization_checkpoint_b,105,C,1.623639972470059e-09,1.5015766408055242e-14,True
quantization_checkpoint_b,106,A,-6.3981611120311754e-09,3.6415315207705135e-14,True
quantization_checkpoint_b,106,C,-1.0983809417552948e-09,4.107825191113079e-15,True
quantization_checkpoint_b,107,A,-2.7268386659784483e-08,4.263256414560601e-14,True
quantization_checkpoint_b,107,C,2.0068598449718422e-09,5.384581669432009e-15,True
quantization_checkpoint_b,108,A,1.646425484835845e-08,2.220446049250313e-14,True
quantization_checkpoint_b,108,C,-5.235410993620349e-10,6.661338147750939e-15,True
quantization_checkpoint_b,109,A,4.418130927774655e-08,9.947598300641403e-14,True
quantization_checkpoint_b,109,C,-2.4306897605796962e-09,9.658940314238862e-15,True
quantization_checkpoint_b,110,A,-2.5324438546192596e-08,4.263256414560601e-14,True
quantization_checkpoint_b,110,C,5.489514953715968e-10,1.074140776324839e-14,True
quantization_checkpoint_b,111,A,3.28510898484069e-08,7.815970093361102e-14,True
quantization_checkpoint_b,111,C,-1.7250180173178364e-09,1.5987211554602254e-14,True
quantization_checkpoint_b,112,A,-6.661995399781517e-09,2.4868995751603507e-14,True
quantization_checkpoint_b,112,C,7.664394674478103e-10,3.885780586188048e-15,True
quantization_checkpoint_b,113,A,1.9420560271043996e-08,5.1514348342607263e-14,True
quantization_checkpoint_b,113,C,-2.926470177300189e-11,9.547918011776346e-15,True
quantization_checkpoint_b,114,A,-1.720110365255323e-08,2.6645352591003757e-14,True
quantization_checkpoint_b,114,C,2.6105828609956916e-10,5.551115123125783e-16,True
quantization_checkpoint_b,115,A,2.5933194258698222e-08,5.773159728050814e-14,True
quantization_checkpoint_b,115,C,1.877397570737571e-09,6.2450045135165055e-15,True
quantization_checkpoint_b,116,A,2.54700855961687e-08,1.545430450278218e-13,True
quantization_checkpoint_b,116,C,-4.340735881847024e-09,3.6637359812630166e-15,True
quantization_checkpoint_b,117,A,1.0691397100970335e-08,1.6786572132332367e-13,True
quantization_checkpoint_b,117,C,1.4763684719198977e-09,3.219646771412954e-15,True
quantization_checkpoint_b,118,A,-2.5290958660662e-08,1.7763568394002505e-15,True
quantization_checkpoint_b,118,C,9.101639442121723e-10,2.3314683517128287e-15,True
quantization_checkpoint_b,119,A,2.2141358080318696e-08,2.220446049250313e-14,True
quantization_checkpoint_b,119,C,-1.8299787518660793e-09,1.3877787807814457e-14,True
quantization_checkpoint_b,120,A,1.63187410251453e-08,1.2967404927621828e-13,True
quantization_checkpoint_b,120,C,5.9870464141909e-10,1.6653345369377348e-15,True
quantization_checkpoint_b,121,A,1.549603467765337e-08,6.394884621840902e-14,True
quantization_checkpoint_b,121,C,-4.673700315649398e-10,6.772360450213455e-15,True
quantization_checkpoint_b,122,A,-1.9875740164820854e-08,1.0480505352461478e-13,True
quantization_checkpoint_b,122,C,4.700126954304551e-10,1.8540724511240114e-14,True
quantization_checkpoint_b,123,A,4.869621239578237e-08,1.270095140171179e-13,True
quantization_checkpoint_b,123,C,1.1301877211877809e-09,2.7755575615628914e-15,True
quantization_checkpoint_b,124,A,3.944294668656312e-09,1.3589129821411916e-13,True
quantization_checkpoint_b,124,C,-2.1054821497390463e-09,2.7144952952085077e-14,True
quantization_checkpoint_b,125,A,-1.3225144535056188e-08,9.592326932761353e-14,True
quantization_checkpoint_b,125,C,2.0159134361819042e-09,9.2148511043888e-15,True
quantization_checkpoint_b,126,A,1.3566467060854848e-08,3.552713678800501e-14,True
quantization_checkpoint_b,126,C,-1.3274299437426862e-09,1.0436096431476471e-14,True
quantization_checkpoint_b,127,A,-1.5063275071725002e-09,1.0302869668521453e-13,True
quantization_checkpoint_b,127,C,-6.841066463314505e-10,6.702971511174383e-15,True
quantization_checkpoint_b,128,A,6.813825237372839e-08,1.1723955140041653e-13,True
quantization_checkpoint_b,128,C,-1.4489924815563882e-09,1.0769163338864018e-14,True
quantization_checkpoint_b,129,A,1.3553898448037671e-08,1.438849039914203e-13,True
quantization_checkpoint_b,129,C,5.219716880944247e-10,1.2212453270876722e-15,True
quantization_checkpoint_b,130,A,2.8072509650201027e-08,3.019806626980426e-14,True
quantization_checkpoint_b,130,C,8.453149291653972e-10,3.885780586188048e-15,True
quantization_checkpoint_b,131,A,-1.853647457750185e-08,8.79296635503124e-14,True
quantization_checkpoint_b,131,C,-1.1836894797667696e-09,2.220446049250313e-15,True
quantization_checkpoint_b,132,A,-5.016544957214819e-08,9.681144774731365e-14,True
quantization_checkpoint_b,132,C,1.7737320501254317e-09,1.2545520178264269e-14,True
quantization_checkpoint_b,133,A,-1.7441586841471235e-08,7.194245199571014e-14,True
quantization_checkpoint_b,133,C,-7.488017983448003e-10,9.769962616701378e-15,True
quantization_checkpoint_b,134,A,2.9914337673631053e-09,4.1744385725905886e-14,True
quantization_checkpoint_b,134,C,1.1991134751809795e-09,2.7755575615628914e-15,True
quantization_checkpoint_b,135,A,-5.699529737057674e-09,1.270095140171179e-13,True
quantization_checkpoint_b,135,C,-7.566610116249706e-10,1.990074771640593e-14,True
quantization_checkpoint_b,136,A,2.2746872829770837e-08,2.3092638912203256e-14,True
quantization_checkpoint_b,136,C,7.092183507140248e-10,1.9539925233402755e-14,True
quantization_checkpoint_b,137,A,1.1449632353333072e-09,1.616484723854228e-13,True
quantization_checkpoint_b,137,C,7.261802270619455e-11,2.4646951146678475e-14,True
quantization_checkpoint_b,138,A,4.325130475990591e-09,3.019806626980426e-14,True
quantization_checkpoint_b,138,C,-6.351582098815256e-10,9.775166787129308e-15,True
quantization_checkpoint_b,139,A,-6.90894452759494e-09,9.769962616701378e-15,True
quantization_checkpoint_b,139,C,4.259663177741402e-10,1.1102230246251565e-14,True
quantization_checkpoint_b,140,A,-1.4841975648494099e-08,1.0658141036401503e-14,True
quantization_checkpoint_b,140,C,5.235398781167078e-10,8.881784197001252e-15,True
quantization_checkpoint_b,141,A,-4.9321612571873175e-08,3.108624468950438e-14,True
quantization_checkpoint_b,141,C,6.766229798671475e-10,7.327471962526033e-15,True
quantization_checkpoint_b,142,A,-3.6675002590413897e-08,8.526512829121202e-14,True
quantization_checkpoint_b,142,C,1.542370897666956e-09,1.8013368574543165e-14,True
quantization_checkpoint_b,143,A,-8.094277248460457e-09,1.305622276959184e-13,True
quantization_checkpoint_b,143,C,-4.417470833573134e-10,4.9960036108132044e-15,True
quantization_checkpoint_b,144,A,5.958434101671628e-08,1.0835776720341528e-13,True
quantization_checkpoint_b,144,C,-1.0768959057827487e-09,1.7208456881689926e-14,True
quantization_checkpoint_b,145,A,1.0925202964529035e-08,1.9628743075372768e-13,True
quantization_checkpoint_b,145,C,-5.028804248019547e-10,1.942890293094024e-15,True
quantization_checkpoint_b,146,A,1.6229764199238161e-09,7.105427357601002e-15,True
quantization_checkpoint_b,146,C,-7.631931753238064e-10,1.9984014443252818e-15,True
quantization_checkpoint_b,147,A,4.725734470412135e-09,6.750155989720952e-14,True
quantization_checkpoint_b,147,C,5.894218446655941e-10,6.8833827526759706e-15,True
quantization_checkpoint_b,148,A,7.656764111629855e-09,1.056932319443149e-13,True
quantization_checkpoint_b,148,C,2.0564644431786405e-10,7.216449660063518e-16,True
quantization_checkpoint_b,149,A,4.249223728436391e-08,8.171241461241152e-14,True
quantization_checkpoint_b,149,C,-1.4417048666004462e-09,8.326672684688674e-15,True
quantization_checkpoint_b,150,A,-4.0447138971444474e-08,9.85878045867139e-14,True
quantization_checkpoint_b,150,C,1.6995790885765416e-09,3.608224830031759e-15,True
quantization_checkpoint_b,151,A,-2.776754737254805e-08,4.529709940470639e-14,True
quantization_checkpoint_b,151,C,9.22265264158284e-10,3.6193270602780103e-14,True
quantization_checkpoint_b,152,A,3.7079352921409736e-09,1.8118839761882555e-13,True
quantization_checkpoint_b,152,C,-7.502332088904495e-12,2.55351295663786e-14,True
quantization_checkpoint_b,153,A,-1.2157525652867207e-08,1.5365486660812167e-13,True
quantization_checkpoint_b,153,C,1.2531992665820724e-09,4.829470157119431e-15,True
quantization_checkpoint_b,154,A,-8.728496148080467e-09,3.730349362740526e-14,True
quantization_checkpoint_b,154,C,-4.016995902578202e-10,3.8719027983802334e-15,True
quantization_checkpoint_b,155,A,1.621282663677448e-08,2.4868995751603507e-14,True
quantization_checkpoint_b,155,C,-8.718581412381354e-13,2.7200464103316335e-15,True
quantization_checkpoint_b,156,A,3.030312178964323e-08,7.460698725481052e-14,True
quantization_checkpoint_b,156,C,-1.1031465740884983e-09,1.1102230246251565e-15,True
quantization_checkpoint_b,157,A,5.455856211256105e-09,6.128431095930864e-14,True
quantization_checkpoint_b,157,C,-1.4997169062169746e-09,2.8754776337791554e-14,True
quantization_checkpoint_b,158,A,-1.5390930308001316e-08,1.2434497875801753e-14,True
quantization_checkpoint_b,158,C,-6.652592504652333e-10,9.33975119465913e-15,True
quantization_checkpoint_b,159,A,4.032335354509087e-08,2.6645352591003757e-15,True
quantization_checkpoint_b,159,C,-6.143890951548769e-10,3.6193270602780103e-14,True
quantization_checkpoint_b,160,A,-3.599241793494912e-08,1.474376176702208e-13,True
quantization_checkpoint_b,160,C,3.028579609321014e-10,9.43689570931383e-15,True
quantization_checkpoint_b,161,A,9.423395397334389e-11,5.417888360170764e-14,True
quantization_checkpoint_b,161,C,1.5652221740936056e-09,1.2212453270876722e-14,True
quantization_checkpoint_b,162,A,-5.457457596946824e-09,2.3803181647963356e-13,True
quantization_checkpoint_b,162,C,-9.669608169726729e-10,1.5126788710517758e-14,True
quantization_checkpoint_b,163,A,-1.6165271787826896e-08,8.43769498715119e-14,True
quantization_checkpoint_b,163,C,1.242556280089957e-09,3.341771304121721e-14,True
quantization_checkpoint_b,164,A,-2.020786205036984e-09,3.490541189421492e-13,True
quantization_checkpoint_b,164,C,-1.517318160004777e-09,2.4424906541753444e-14,True
quantization_checkpoint_b,165,A,-1.972034890940222e-08,9.325873406851315e-14,True
quantization_checkpoint_b,165,C,5.706921879511384e-10,5.3013149425851225e-15,True
quantization_checkpoint_b,166,A,9.860459115884623e-10,7.460698725481052e-14,True
quantization_checkpoint_b,166,C,7.566626769595075e-10,4.385380947269368e-15,True
quantization_checkpoint_b,167,A,-2.097050888494323e-08,1.056932319443149e-13,True
quantization_checkpoint_b,167,C,6.471111840822275e-11,1.037711583329326e-14,True
quantization_checkpoint_b,168,A,-3.488796629369517e-08,2.1671553440683056e-13,True
quantization_checkpoint_b,168,C,1.0857444909638395e-09,6.68632900782673e-15,True
interaction,1,A,8.321343614170473e-12,1.376676550535194e-13,True
interaction,1,C,-1.3244960683778118e-13,3.552713678800501e-15,True
interaction,2,A,-6.4286354017895064e-12,2.602362769721367e-13,True
interaction,2,C,-1.3116452368677756e-12,2.275957200481571e-14,True
interaction,3,A,6.770317639848145e-11,2.913225216616411e-13,True
interaction,3,C,9.323652960802065e-13,6.439293542825908e-15,True
interaction,4,A,-1.2331469179116539e-11,6.750155989720952e-14,True
interaction,4,C,-1.130762150580722e-12,1.432187701766452e-14,True
interaction,5,A,-2.8140156871359068e-11,1.6697754290362354e-13,True
interaction,5,C,2.612965399606537e-12,2.4702462297909733e-14,True
interaction,6,A,-2.525890607785186e-11,1.794120407794253e-13,True
interaction,6,C,3.310685059432217e-13,1.1227130336521896e-14,True
interaction,7,A,7.531752999057062e-13,9.769962616701378e-14,True
interaction,7,C,-2.766398221609734e-13,6.716849298982197e-15,True
