effect,serial_id,parameter,delta,qr_svd_resolution,resolved
quantization_true_b,79,A,9.877783035960874e-09,4.1744385725905886e-14,True
quantization_true_b,79,C,-2.626371342628886e-11,8.548717289613705e-15,True
quantization_true_b,80,A,2.62308077481066e-08,1.8918200339612667e-13,True
quantization_true_b,80,C,5.787839096882408e-10,1.787459069646502e-14,True
quantization_true_b,81,A,-8.071576296231342e-09,9.059419880941277e-14,True
quantization_true_b,81,C,-4.4588521763699873e-10,1.7985612998927536e-14,True
quantization_true_b,82,A,7.61125473758284e-09,2.4513724383723456e-13,True
quantization_true_b,82,C,-1.0051320886717008e-09,1.6653345369377348e-15,True
quantization_true_b,83,A,-7.871299168016321e-09,7.549516567451064e-14,True
quantization_true_b,83,C,1.5015511056759578e-09,1.3322676295501878e-14,True
quantization_true_b,84,A,-1.4573200424194965e-08,9.769962616701378e-14,True
quantization_true_b,84,C,8.148103580740695e-10,2.192690473634684e-15,True
quantization_true_b,85,A,6.915291450582117e-09,4.618527782440651e-14,True
quantization_true_b,85,C,4.6083696580989653e-10,2.2849777625566503e-14,True
quantization_true_b,86,A,-1.4189329711200571e-08,1.1546319456101628e-13,True
quantization_true_b,86,C,-1.9612902968368928e-10,9.992007221626409e-16,True
quantization_true_b,87,A,-3.249958258066954e-08,1.9184653865522705e-13,True
quantization_true_b,87,C,-2.8913527128082706e-10,5.467848396278896e-15,True
quantization_true_b,88,A,-1.303839702870846e-09,5.861977570020827e-14,True
quantization_true_b,88,C,3.260164360696649e-11,6.328271240363392e-15,True
quantization_true_b,89,A,-4.920453378076672e-09,9.14823772291129e-14,True
quantization_true_b,89,C,7.003240765079966e-10,6.161737786669619e-15,True
quantization_true_b,90,A,-1.7139835328805475e-08,1.2612133559741778e-13,True
quantization_true_b,90,C,3.5988956259558336e-10,1.4710455076283324e-14,True
quantization_true_b,91,A,-9.437332693096323e-09,3.9968028886505635e-14,True
quantization_true_b,91,C,-3.217563993018757e-10,5.218048215738236e-15,True
quantization_true_b,92,A,2.8672725527201237e-08,4.618527782440651e-14,True
quantization_true_b,92,C,2.4954593946802106e-10,4.440892098500626e-15,True
quantization_true_b,93,A,2.3231461199202386e-09,1.4210854715202004e-13,True
quantization_true_b,93,C,-1.4182852670074908e-09,7.799316747991725e-15,True
quantization_true_b,94,A,3.4236706802914796e-08,4.707345624410664e-14,True
quantization_true_b,94,C,8.191796130319062e-10,1.5543122344752192e-15,True
quantization_true_b,95,A,1.5062312286318047e-08,2.4868995751603507e-14,True
quantization_true_b,95,C,-2.910103269471165e-10,1.9872992140790302e-14,True
quantization_true_b,96,A,1.70580163327827e-08,8.348877145181177e-14,True
quantization_true_b,96,C,-2.9492458475388617e-10,1.9012569296705806e-14,True
quantization_true_b,97,A,-4.041462631221293e-08,3.108624468950438e-14,True
quantization_true_b,97,C,9.79076042462168e-10,3.191891195797325e-15,True
quantization_true_b,98,A,-3.913062762705977e-09,9.769962616701378e-15,True
quantization_true_b,98,C,2.7805285851556505e-11,3.969047313034935e-15,True
quantization_true_b,99,A,1.9602682144181927e-08,1.687538997430238e-14,True
quantization_true_b,99,C,-1.3836135778766412e-09,3.4243441415782172e-15,True
quantization_true_b,100,A,-1.747246436423211e-08,1.056932319443149e-13,True
quantization_true_b,100,C,5.063556240969547e-10,1.199040866595169e-14,True
quantization_true_b,101,A,3.089026101577019e-08,2.398081733190338e-14,True
quantization_true_b,101,C,2.3161472739730016e-10,2.914335439641036e-15,True
quantization_true_b,102,A,8.226784586895519e-09,5.062616992290714e-14,True
quantization_true_b,102,C,6.313381484268632e-10,1.149080830487037e-14,True
quantization_true_b,103,A,-2.5705088724237157e-08,1.5987211554602254e-14,True
quantization_true_b,103,C,-7.172368254870776e-11,5.662137425588298e-15,True
quantization_true_b,104,A,8.945964857787203e-09,5.861977570020827e-14,True
quantization_true_b,104,C,-7.032241733373468e-10,5.995204332975845e-15,True
quantization_true_b,105,A,-3.588441099822148e-08,6.483702463810914e-14,True
quantization_true_b,105,C,1.6240210565232616e-09,2.6922908347160046e-15,True
quantization_true_b,106,A,-6.4000209576420275e-09,2.531308496145357e-13,True
quantization_true_b,106,C,-1.0984367859734334e-09,1.4210854715202004e-14,True
quantization_true_b,107,A,-2.7287150317079067e-08,9.50350909079134e-14,True
quantization_true_b,107,C,2.0067758566000293e-09,6.328271240363392e-15,True
quantization_true_b,108,A,1.6452925244436756e-08,5.3290705182007514e-14,True
quantization_true_b,108,C,-5.202483999156016e-10,1.4432899320127035e-14,True
quantization_true_b,109,A,4.412837206757558e-08,2.1316282072803006e-14,True
quantization_true_b,109,C,-2.429740630915944e-09,1.1435297153639112e-14,True
quantization_true_b,110,A,-2.5312720808301492e-08,7.815970093361102e-14,True
quantization_true_b,110,C,5.480218778775026e-10,2.0261570199409107e-15,True
quantization_true_b,111,A,3.285734528901685e-08,1.6076029396572267e-13,True
quantization_true_b,111,C,-1.7246699623996165e-09,2.0317081350640365e-14,True
quantization_true_b,112,A,-6.671958985293713e-09,9.414691248821327e-14,True
quantization_true_b,112,C,7.667596557681122e-10,2.220446049250313e-15,True
quantization_true_b,113,A,1.9419528207720305e-08,9.85878045867139e-14,True
quantization_true_b,113,C,-2.9720892413820366e-11,1.2878587085651816e-14,True
quantization_true_b,114,A,-1.721653219988184e-08,2.0161650127192843e-13,True
quantization_true_b,114,C,2.612162708359733e-10,8.881784197001252e-15,True
quantization_true_b,115,A,2.5903266198668007e-08,9.769962616701378e-14,True
quantization_true_b,115,C,1.8781870780859578e-09,7.216449660063518e-16,True
quantization_true_b,116,A,2.5447159046620982e-08,7.549516567451064e-14,True
quantization_true_b,116,C,-4.340555026516313e-09,8.326672684688674e-15,True
quantization_true_b,117,A,1.0702054353828316e-08,1.3500311979441904e-13,True
quantization_true_b,117,C,1.4758461119868116e-09,2.886579864025407e-15,True
quantization_true_b,118,A,-2.5283866555980694e-08,8.08242361927114e-14,True
quantization_true_b,118,C,9.103992004710904e-10,1.609823385706477e-15,True
quantization_true_b,119,A,2.2152860879032232e-08,1.1546319456101628e-14,True
quantization_true_b,119,C,-1.8306207660856444e-09,3.774758283725532e-15,True
quantization_true_b,120,A,1.6319564366540362e-08,1.8385293287792592e-13,True
quantization_true_b,120,C,5.982995210374042e-10,1.587618925213974e-14,True
quantization_true_b,121,A,1.5476141257408926e-08,2.3092638912203256e-14,True
quantization_true_b,121,C,-4.663189834275272e-10,2.886579864025407e-15,True
quantization_true_b,122,A,-1.9846710053172956e-08,2.922107000813412e-13,True
quantization_true_b,122,C,4.690335897450382e-10,9.325873406851315e-15,True
quantization_true_b,123,A,4.871356118485437e-08,6.039613253960852e-14,True
quantization_true_b,123,C,1.1305529845628826e-09,1.4432899320127035e-15,True
quantization_true_b,124,A,3.898830591708702e-09,5.595524044110789e-14,True
quantization_true_b,124,C,-2.103743207415576e-09,8.798517470154366e-15,True
quantization_true_b,125,A,-1.3235303519820718e-08,1.0658141036401503e-14,True
quantization_true_b,125,C,2.018314959606471e-09,1.4765966227514582e-14,True
quantization_true_b,126,A,1.3550664590411543e-08,1.971756091734278e-13,True
quantization_true_b,126,C,-1.3274024102116755e-09,8.881784197001252e-15,True
quantization_true_b,127,A,-1.4574945694789676e-09,3.4638958368304884e-14,True
quantization_true_b,127,C,-6.864207258150401e-10,2.0816681711721685e-15,True
quantization_true_b,128,A,6.813868935751088e-08,2.8066438062523957e-13,True
quantization_true_b,128,C,-1.4491245425851673e-09,9.492406860545088e-15,True
quantization_true_b,129,A,1.3565575329721469e-08,1.865174681370263e-14,True
quantization_true_b,129,C,5.202603903242675e-10,3.6637359812630166e-15,True
quantization_true_b,130,A,2.8071812430141563e-08,8.260059303211165e-14,True
quantization_true_b,130,C,8.439473564436639e-10,1.4432899320127035e-15,True
quantization_true_b,131,A,-1.8515136090968554e-08,7.72715225139109e-14,True
quantization_true_b,131,C,-1.1815282086047318e-09,1.1546319456101628e-14,True
quantization_true_b,132,A,-5.018977500270694e-08,1.1457501614131615e-13,True
quantization_true_b,132,C,1.7729343548822385e-09,2.0761170560490427e-14,True
quantization_true_b,133,A,-1.7357081105728867e-08,5.417888360170764e-14,True
quantization_true_b,133,C,-7.506967825143818e-10,6.439293542825908e-15,True
quantization_true_b,134,A,2.9877664786681635e-09,4.618527782440651e-14,True
quantization_true_b,134,C,1.198270815905289e-09,2.0650148258027912e-14,True
quantization_true_b,135,A,-5.695018678864017e-09,4.529709940470639e-14,True
quantization_true_b,135,C,-7.566116067003748e-10,1.0130785099704553e-14,True
quantization_true_b,136,A,2.2774570673789185e-08,9.50350909079134e-14,True
quantization_true_b,136,C,7.068383656161359e-10,2.5424107263916085e-14,True
quantization_true_b,137,A,1.1443503922237142e-09,3.268496584496461e-13,True
quantization_true_b,137,C,7.285350100971755e-11,1.1102230246251565e-15,True
quantization_true_b,138,A,4.33031477342638e-09,9.85878045867139e-14,True
quantization_true_b,138,C,-6.356638618254529e-10,1.9225940284250953e-14,True
quantization_true_b,139,A,-6.914683048364623e-09,1.1546319456101628e-14,True
quantization_true_b,139,C,4.265700015437801e-10,1.5543122344752192e-15,True
quantization_true_b,140,A,-1.4845836560084535e-08,1.4210854715202004e-13,True
quantization_true_b,140,C,5.238658951078889e-10,5.773159728050814e-15,True
quantization_true_b,141,A,-4.9281450920091174e-08,1.1013412404281553e-13,True
quantization_true_b,141,C,6.778894112713374e-10,3.885780586188048e-15,True
quantization_true_b,142,A,-3.6708744488578304e-08,2.042810365310288e-14,True
quantization_true_b,142,C,1.5420572319069237e-09,8.992806499463768e-15,True
quantization_true_b,143,A,-8.09832911841113e-09,3.907985046680551e-14,True
quantization_true_b,143,C,-4.394400399121423e-10,1.7208456881689926e-14,True
quantization_true_b,144,A,5.958389870386327e-08,4.583000645652646e-13,True
quantization_true_b,144,C,-1.0774877656771764e-09,4.263256414560601e-14,True
quantization_true_b,145,A,1.0925389481997172e-08,9.14823772291129e-14,True
quantization_true_b,145,C,-5.024600249758926e-10,5.821731985378165e-15,True
quantization_true_b,146,A,1.6333956409653183e-09,1.1812772982011666e-13,True
quantization_true_b,146,C,-7.641760280119314e-10,5.800915303666443e-15,True
quantization_true_b,147,A,4.723678337370529e-09,1.971756091734278e-13,True
quantization_true_b,147,C,5.89453263977191e-10,9.547918011776346e-15,True
quantization_true_b,148,A,7.656907996533846e-09,1.6697754290362354e-13,True
quantization_true_b,148,C,2.0589646654300964e-10,1.3600232051658168e-14,True
quantization_true_b,149,A,4.247390261724604e-08,8.526512829121202e-14,True
quantization_true_b,149,C,-1.443834940495492e-09,9.103828801926284e-15,True
quantization_true_b,150,A,-4.0407472923220666e-08,7.105427357601002e-14,True
quantization_true_b,150,C,1.7004753161131703e-09,1.0130785099704553e-14,True
quantization_true_b,151,A,-2.7752942166614503e-08,9.769962616701378e-14,True
quantization_true_b,151,C,9.196247097165156e-10,1.63202784619898e-14,True
quantization_true_b,152,A,3.7046152812081345e-09,2.8954616482224083e-13,True
quantization_true_b,152,C,-7.340794638821535e-12,1.432187701766452e-14,True
quantization_true_b,153,A,-1.216074352328178e-08,1.0036416142611415e-13,True
quantization_true_b,153,C,1.2526626125275442e-09,8.520961713998076e-15,True
quantization_true_b,154,A,-8.726121158986189e-09,8.881784197001252e-14,True
quantization_true_b,154,C,-4.016489987823668e-10,2.7478019859472624e-15,True
quantization_true_b,155,A,1.6218763221331756e-08,5.062616992290714e-14,True
quantization_true_b,155,C,-8.890665981198254e-13,1.5543122344752192e-15,True
quantization_true_b,156,A,3.0299784903320415e-08,3.375077994860476e-14,True
quantization_true_b,156,C,-1.1031759394874996e-09,3.608224830031759e-15,True
quantization_true_b,157,A,5.422469584459577e-09,1.509903313490213e-14,True
quantization_true_b,157,C,-1.4963202898954364e-09,9.992007221626409e-15,True
quantization_true_b,158,A,-1.5448846646393122e-08,3.375077994860476e-14,True
quantization_true_b,158,C,-6.633638499620176e-10,1.0644263248593688e-14,True
quantization_true_b,159,A,4.030353029094158e-08,1.509903313490213e-13,True
quantization_true_b,159,C,-6.147569120429353e-10,1.6653345369377348e-14,True
quantization_true_b,160,A,-3.597481512684908e-08,1.865174681370263e-13,True
quantization_true_b,160,C,3.024921424454874e-10,1.3211653993039363e-14,True
quantization_true_b,161,A,1.084661249706187e-10,9.059419880941277e-14,True
quantization_true_b,161,C,1.5652117379971742e-09,7.16093850883226e-15,True
quantization_true_b,162,A,-5.494352528501167e-09,2.566835632933362e-13,True
quantization_true_b,162,C,-9.659593125377341e-10,7.105427357601002e-15,True
quantization_true_b,163,A,-1.615800027110481e-08,1.7408297026122455e-13,True
quantization_true_b,163,C,1.2428686968490865e-09,1.3322676295501878e-15,True
quantization_true_b,164,A,-2.0222570285000074e-09,2.851052727237402e-13,True
quantization_true_b,164,C,-1.5176936374317052e-09,3.241851231905457e-14,True
quantization_true_b,165,A,-1.971478091888912e-08,2.3803181647963356e-13,True
quantization_true_b,165,C,5.708343520094417e-10,2.7755575615628914e-15,True
quantization_true_b,166,A,9.841905068697088e-10,1.4832579608992091e-13,True
quantization_true_b,166,C,7.562346582279389e-10,7.66053886991358e-15,True
quantization_true_b,167,A,-2.0985411630647377e-08,1.5720758028692217e-13,True
quantization_true_b,167,C,6.584940578924225e-11,8.243405957841787e-15,True
quantization_true_b,168,A,-3.489265054668067e-08,3.588240815588506e-13,True
quantization_true_b,168,C,1.0855614517949641e-09,4.544892539800352e-15,True
width_double,1,A,0.017107613898033946,,
width_double,1,C,-0.0003405270840938224,,
width_double,2,A,-0.0068212482617102665,,
width_double,2,C,-0.0005283542263990471,,
width_double,3,A,0.028336784661362024,,
width_double,3,C,-0.00023909480838157915,,
width_double,4,A,-0.0063116972253780546,,
width_double,4,C,8.888940747586727e-05,,
width_double,5,A,0.01099165717082684,,
width_double,5,C,-3.2461020682661434e-05,,
width_double,6,A,0.006571811344310063,,
width_double,6,C,-0.0003078857708305044,,
width_double,7,A,0.004183849074063772,,
width_double,7,C,-0.00018132920233113192,,
width_double,8,A,0.002360623211060897,,
width_double,8,C,-3.32600782889797e-05,,
width_double,9,A,0.008609470068006608,,
width_double,9,C,-0.0005430786124621667,,
width_double,10,A,-0.006249595010261011,,
width_double,10,C,0.00019309230440922587,,
width_double,11,A,0.004952156942349184,,
width_double,11,C,-0.00017329651641906363,,
width_double,12,A,0.0017152597539809022,,
width_double,12,C,-1.3959247330497249e-05,,
width_double,13,A,-0.00559950704904022,,
width_double,13,C,0.00041331777066486164,,
width_double,14,A,0.007129577752694516,,
width_double,14,C,-0.0003324190288187352,,
width_double,15,A,0.004462876729544263,,
width_double,15,C,-0.00010281746779422507,,
width_double,16,A,0.006733055990825854,,
width_double,16,C,-0.00029250168661562603,,
width_double,17,A,0.002482408995009955,,
width_double,17,C,-0.00014281044389632958,,
width_double,18,A,0.0006864808833508818,,
width_double,18,C,-2.14978263249066e-05,,
width_double,19,A,0.00344386306675748,,
width_double,19,C,-5.4062159001277976e-05,,
width_double,20,A,0.010064528970740838,,
width_double,20,C,-0.000453342790032063,,
width_double,21,A,0.0074103348886085385,,
width_double,21,C,-0.0002822439985091796,,
width_double,22,A,-0.003852612101490571,,
width_double,22,C,-3.552789099603437e-05,,
width_double,23,A,-0.006259185858191074,,
width_double,23,C,0.0004028648147531566,,
width_double,24,A,-0.00539414517213288,,
width_double,24,C,0.00019139580394550437,,
width_double,25,A,-0.0011086977656624697,,
width_double,25,C,8.970006298231192e-05,,
width_double,26,A,0.0013508385011578028,,
width_double,26,C,3.508050856218525e-05,,
width_double,27,A,-0.006061498424384304,,
width_double,27,C,5.581381253116913e-05,,
width_double,28,A,-0.000518335963691996,,
width_double,28,C,0.0002599739059320205,,
width_double,29,A,-0.000865962133028475,,
width_double,29,C,-7.544853552288178e-05,,
width_double,30,A,-0.0021748996693089495,,
width_double,30,C,1.219269391672384e-05,,
width_double,31,A,0.006630282687948075,,
width_double,31,C,8.421110014533717e-05,,
width_double,32,A,-0.01774287379534023,,
width_double,32,C,-0.0001005183491562256,,
width_double,33,A,0.013570857213153431,,
width_double,33,C,0.0001640775964195651,,
width_double,34,A,-0.00344510818249244,,
width_double,34,C,-3.0976391917514334e-05,,
width_double,35,A,0.0007065032498907442,,
width_double,35,C,0.0001826562084947525,,
width_double,36,A,0.0010709181137507073,,
width_double,36,C,3.931176278905088e-05,,
width_double,37,A,6.966911618100369e-05,,
width_double,37,C,-1.6287080945254218e-05,,
width_double,38,A,-0.0007950705953048143,,
width_double,38,C,-8.676108408253724e-05,,
width_double,39,A,0.0025647375739126232,,
width_double,39,C,-0.00011186840909170083,,
width_double,40,A,0.00010665739878579217,,
width_double,40,C,5.4322722575606e-05,,
width_double,41,A,-0.0003340447289241766,,
width_double,41,C,3.383405790935434e-05,,
width_double,42,A,-0.012867207694648108,,
width_double,42,C,-0.00012288045009140047,,
width_double,43,A,0.022028847209916158,,
width_double,43,C,5.2402268022611054e-05,,
width_double,44,A,-0.010264571782756526,,
width_double,44,C,0.00047641188500469056,,
width_double,45,A,0.012485489152993523,,
width_double,45,C,-0.00017221896349606247,,
width_double,46,A,-0.0020693499811059723,,
width_double,46,C,-0.0002084138726455853,,
width_double,47,A,0.0033034681712447167,,
width_double,47,C,1.1939615969902562e-05,,
width_double,48,A,0.0036397458589370046,,
width_double,48,C,-4.605786832989622e-05,,
width_double,49,A,0.00980035408305202,,
width_double,49,C,-0.0009237117089703206,,
width_double,50,A,0.029736594264588412,,
width_double,50,C,-0.0008278629664189296,,
width_double,51,A,0.01608947922188264,,
width_double,51,C,-0.0011221955397764383,,
width_double,52,A,-0.00041377203241843574,,
width_double,52,C,0.0003664453901032205,,
width_double,53,A,-0.008126133204320318,,
width_double,53,C,0.0003616735670998461,,
width_double,54,A,0.00886337855483621,,
width_double,54,C,0.0001288231787076044,,
width_double,55,A,0.0016977751437528,,
width_double,55,C,-0.0006023010437785636,,
width_double,56,A,0.010680086420620682,,
width_double,56,C,-0.00023342530687364693,,
width_double,57,A,0.007820881717691464,,
width_double,57,C,-0.00015284556694428186,,
width_double,58,A,0.014060902020730737,,
width_double,58,C,-0.00014404184289340538,,
width_double,59,A,-0.014939106860031082,,
width_double,59,C,0.00020227821273469115,,
width_double,60,A,0.006296191883385482,,
width_double,60,C,0.0004883643756025124,,
width_double,61,A,-0.005108855862100192,,
width_double,61,C,1.4563257325850287e-05,,
width_double,62,A,-0.001799938057302164,,
width_double,62,C,0.00011506714290149267,,
width_double,63,A,0.0013651148708486716,,
width_double,63,C,-1.2792333907774012e-05,,
width_double,64,A,0.0006657538721199785,,
width_double,64,C,-0.00010385386091135707,,
width_double,65,A,0.001346696827502214,,
width_double,65,C,-7.944501758963551e-06,,
width_double,66,A,-0.0019086483318719871,,
width_double,66,C,7.208621127463566e-05,,
width_double,67,A,0.005102361464516925,,
width_double,67,C,-0.000675630425222451,,
width_double,68,A,0.043487765247149035,,
width_double,68,C,-0.00113353296346963,,
width_double,69,A,0.0015423500640476817,,
width_double,69,C,-0.0008486509718768076,,
width_double,70,A,-0.0038552868842307575,,
width_double,70,C,0.0007073403471601347,,
width_double,71,A,0.007728030948280562,,
width_double,71,C,-0.00031647402279993964,,
width_double,72,A,-0.002377603900198366,,
width_double,72,C,0.00021671704590364715,,
width_double,73,A,0.015104931753673334,,
width_double,73,C,-0.00012533418472826519,,
width_double,74,A,0.009219026031066058,,
width_double,74,C,-0.00048268026392794816,,
width_double,75,A,-0.0055914688165819015,,
width_double,75,C,9.156533990617444e-05,,
width_double,76,A,-0.0026240569458515495,,
width_double,76,C,0.00021455862557639982,,
width_double,77,A,0.009269129169705792,,
width_double,77,C,-0.000351744670238463,,
width_double,78,A,-0.008291939893709355,,
width_double,78,C,0.00031063301213168915,,
width_double,79,A,0.004511305599481652,,
width_double,79,C,-0.00011219271116463814,,
width_double,80,A,0.0004328495111689534,,
width_double,80,C,-4.482752558987446e-05,,
width_double,81,A,0.0036415585092948177,,
width_double,81,C,0.00020883696273560348,,
width_double,82,A,-0.015480875956316531,,
width_double,82,C,-0.00030889153522339896,,
width_double,83,A,2.7243382834996055e-05,,
width_double,83,C,0.0004804545780578984,,
width_double,84,A,-0.008503876907330898,,
width_double,84,C,0.0001404889881330973,,
width_double,85,A,0.005229439276764225,,
width_double,85,C,8.888408055168079e-05,,
width_double,86,A,-0.0037590441827122234,,
width_double,86,C,-0.00014309277122256936,,
width_double,87,A,0.003868983772834511,,
width_double,87,C,-0.00027234364784223253,,
width_double,88,A,0.01016307685315887,,
width_double,88,C,-9.198083858258377e-05,,
width_double,89,A,0.004286560063736289,,
width_double,89,C,1.258593326486368e-05,,
width_double,90,A,0.0032891147416593824,,
width_double,90,C,-0.0004500635348930748,,
width_double,91,A,0.005523336353789432,,
width_double,91,C,-8.310094032581983e-05,,
width_double,92,A,0.01398857695001432,,
width_double,92,C,-9.744105536002579e-06,,
width_double,93,A,-0.005625612974587746,,
width_double,93,C,-0.00036362893719615874,,
width_double,94,A,-0.007681289257284618,,
width_double,94,C,0.0004172428421314045,,
width_double,95,A,-0.009594117950133985,,
width_double,95,C,0.000649000967839819,,
width_double,96,A,0.013793413262349397,,
width_double,96,C,-0.0002993142087232836,,
width_double,97,A,-0.008141662275067851,,
width_double,97,C,-4.040618547374031e-05,,
width_double,98,A,-0.0008410903254949531,,
width_double,98,C,0.0001720378741324191,,
width_double,99,A,0.0038572641352034864,,
width_double,99,C,0.0003094783849380018,,
width_double,100,A,-0.0002720636014172939,,
width_double,100,C,3.689643455262459e-05,,
width_double,101,A,-0.005862775401160647,,
width_double,101,C,-3.640454673919935e-05,,
width_double,102,A,0.0007882404996628622,,
width_double,102,C,-0.0002126309732841669,,
width_double,103,A,-0.0007703233097657858,,
width_double,103,C,0.00012725986421119329,,
width_double,104,A,0.005930863604852732,,
width_double,104,C,-0.00017463234427197993,,
width_double,105,A,-0.0003843886502421512,,
width_double,105,C,-5.344685846567221e-05,,
width_double,106,A,-0.0009052043282800071,,
width_double,106,C,-0.00021998179711779642,,
width_double,107,A,-0.0031811542324735598,,
width_double,107,C,0.00032192449227419484,,
width_double,108,A,-0.014646247987510463,,
width_double,108,C,-0.00013472138008119305,,
width_double,109,A,0.013357808048171549,,
width_double,109,C,-0.00015632368799112228,,
width_double,110,A,0.0038736172249862477,,
width_double,110,C,7.604173378789048e-05,,
width_double,111,A,-0.0026979243400200303,,
width_double,111,C,-0.000497210797302805,,
width_double,112,A,0.008502192240142925,,
width_double,112,C,-6.021163376312977e-05,,
width_double,113,A,0.00811042856432831,,
width_double,113,C,-0.00016279880537950486,,
width_double,114,A,0.01027034721155573,,
width_double,114,C,-0.0001118746632053913,,
width_double,115,A,0.005778564883748061,,
width_double,115,C,-0.0006602200803248748,,
width_double,116,A,0.015966193691084207,,
width_double,116,C,0.00022646918455060394,,
width_double,117,A,-0.007527499536487348,,
width_double,117,C,0.00017219105630117415,,
width_double,118,A,0.0042279942506802115,,
width_double,118,C,-0.00013684443643685595,,
width_double,119,A,-0.004031959393341111,,
width_double,119,C,0.0003776775859346826,,
width_double,120,A,-0.001632760607026995,,
width_double,120,C,-0.00023091620137793978,,
width_double,121,A,0.007695195270596145,,
width_double,121,C,-0.00016616449539264,,
width_double,122,A,0.006693496629790019,,
width_double,122,C,-0.00019746460220526618,,
width_double,123,A,-0.0020217230018397814,,
width_double,123,C,-0.0004084454815724836,,
width_double,124,A,0.015353233483260453,,
width_double,124,C,-0.00030771873630208724,,
width_double,125,A,0.0024428571359687012,,
width_double,125,C,-0.0005582259444241178,,
width_double,126,A,0.010552946918970463,,
width_double,126,C,-7.52168685561605e-05,,
width_double,127,A,0.013043403168692791,,
width_double,127,C,-0.0004491140814292388,,
width_double,128,A,0.00275591499796235,,
width_double,128,C,-7.182139808042942e-05,,
width_double,129,A,0.013069947447123198,,
width_double,129,C,4.872153425261594e-06,,
width_double,130,A,-0.0011199999966908791,,
width_double,130,C,-0.0006399725585201632,,
width_double,131,A,0.015119126088890766,,
width_double,131,C,-1.688987034431655e-05,,
width_double,132,A,-0.008962424960010651,,
width_double,132,C,0.00039838793486290935,,
width_double,133,A,0.029668942660496356,,
width_double,133,C,-0.000993434251744807,,
width_double,134,A,5.606526471524376e-05,,
width_double,134,C,-0.0002273851656365844,,
width_double,135,A,-0.004209736879787762,,
width_double,135,C,0.0004712298029997952,,
width_double,136,A,-0.014061879382231801,,
width_double,136,C,-0.0005053564692377721,,
width_double,137,A,0.013330942159202053,,
width_double,137,C,-8.62791644555827e-05,,
width_double,138,A,-0.002593515996266227,,
width_double,138,C,0.00018852034612942218,,
width_double,139,A,0.005608176576024526,,
width_double,139,C,-0.0002106263057388147,,
width_double,140,A,-0.000625646139791769,,
width_double,140,C,-8.584839665931598e-05,,
width_double,141,A,0.01529652016582883,,
width_double,141,C,2.2087250249436252e-05,,
width_double,142,A,-0.00693595686696824,,
width_double,142,C,-6.561005674157738e-05,,
width_double,143,A,-0.004923796837319472,,
width_double,143,C,0.0003615741537388306,,
width_double,144,A,1.362016084627271e-05,,
width_double,144,C,6.089404746578708e-05,,
width_double,145,A,0.0024594503125889844,,
width_double,145,C,-0.00011090144386809858,,
width_double,146,A,0.0068118787189792585,,
width_double,146,C,-0.00026116619796129337,,
width_double,147,A,0.0035473998784025795,,
width_double,147,C,-7.467775679398381e-05,,
width_double,148,A,0.0005312867590223647,,
width_double,148,C,-1.1318894754697162e-05,,
width_double,149,A,0.005062461170762589,,
width_double,149,C,-0.0003729117115566227,,
width_double,150,A,0.012645554067762355,,
width_double,150,C,-0.0005170810156754357,,
width_double,151,A,0.004912412861791893,,
width_double,151,C,-7.582915208026453e-05,,
width_double,152,A,0.0009036987058159696,,
width_double,152,C,-7.645571666003992e-05,,
width_double,153,A,0.001176102269840662,,
width_double,153,C,-0.00011666810616622891,,
width_double,154,A,0.0006666287181893438,,
width_double,154,C,0.00014824393032266542,,
width_double,155,A,-0.004828743392910617,,
width_double,155,C,0.00016157482699230563,,
width_double,156,A,0.0015827718197325424,,
width_double,156,C,-0.00010242688985284687,,
width_double,157,A,-0.011623500292968991,,
width_double,157,C,0.0005852021656287398,,
width_double,158,A,-0.011745217888506687,,
width_double,158,C,0.00020343321142915483,,
width_double,159,A,0.004694875183099967,,
width_double,159,C,0.0002946384187426654,,
width_double,160,A,0.00428574380526392,,
width_double,160,C,-0.00048675892828831113,,
width_double,161,A,-0.010496969917325849,,
width_double,161,C,7.392206254042133e-05,,
width_double,162,A,-0.011263183974893565,,
width_double,162,C,0.00035991865760814923,,
width_double,163,A,0.0017555427056183959,,
width_double,163,C,0.00026768497081919307,,
width_double,164,A,-0.001994333712220353,,
width_double,164,C,-4.056346819203416e-05,,
width_double,165,A,0.005547060291588579,,
width_double,165,C,-9.39994812536038e-05,,
width_double,166,A,-0.0034949800961321387,,
width_double,166,C,-6.207752803061295e-05,,
width_double,167,A,0.009888342290810037,,
width_double,167,C,-0.00014804157811641044,,
width_double,168,A,-0.002944757671099474,,
width_double,168,C,-8.432213183291416e-05,,
quantization_checkpoint_b,1,A,8.394032136038732e-10,1.7763568394002505e-14,True
quantization_checkpoint_b,1,C,3.937739023740505e-12,2.7755575615628914e-15,True
quantization_checkpoint_b,2,A,-3.1844766823496684e-09,9.325873406851315e-14,True
quantization_checkpoint_b,2,C,-1.0350940660153185e-09,8.770761894538737e-15,True
quantization_checkpoint_b,3,A,2.766747275728676e-08,1.3145040611561853e-13,True
quantization_checkpoint_b,3,C,3.280509197622905e-10,1.5543122344752192e-15,True
quantization_checkpoint_b,4,A,1.5268351027941662e-08,1.9539925233402755e-14,True
quantization_checkpoint_b,4,C,-9.324589989034848e-10,9.2148511043888e-15,True
quantization_checkpoint_b,5,A,5.197548169633137e-09,3.552713678800501e-15,True
