dataset,case,serial_id,A,B,C,A_error,B_error,C_error,truth_comparison_identifiable
near-0.10,first-stage-double,1,5.99999999999999,0.5,0.20000000000000046,-9.769962616701378e-15,0.0,4.440892098500626e-16,True
near-0.10,first-stage-double,2,6.999999999999998,0.45,-0.19999999999999996,-1.7763568394002505e-15,0.0,5.551115123125783e-17,True
near-0.10,first-stage-double,3,7.999999999999999,0.4,0.19999999999999987,-8.881784197001252e-16,0.0,-1.3877787807814457e-16,True
near-0.10,first-stage-double,4,6.000000000000005,0.49999999999999994,-0.20000000000000012,5.329070518200751e-15,-5.551115123125783e-17,-1.1102230246251565e-16,True
near-0.10,first-stage-double,5,6.999999999999999,0.45000000000000007,0.20000000000000032,-8.881784197001252e-16,5.551115123125783e-17,3.0531133177191805e-16,True
near-0.10,first-stage-double,6,8.000000000000002,0.4000000000000001,-0.20000000000000004,1.7763568394002505e-15,5.551115123125783e-17,-2.7755575615628914e-17,True
near-0.10,first-stage-double,7,5.9999999999999964,0.49999999999999994,0.20000000000000037,-3.552713678800501e-15,-5.551115123125783e-17,3.608224830031759e-16,True
near-0.10,first-stage-double,8,6.9999999999999964,0.45000000000000007,-0.1999999999999999,-3.552713678800501e-15,5.551115123125783e-17,1.1102230246251565e-16,True
near-0.10,first-stage-double,9,8.000000000000009,0.4,0.19999999999999965,8.881784197001252e-15,0.0,-3.608224830031759e-16,True
near-0.10,first-stage-double,10,5.999999999999994,0.5,-0.20000000000000007,-6.217248937900877e-15,0.0,-5.551115123125783e-17,True
near-0.10,first-stage-double,11,7.000000000000003,0.45000000000000007,0.19999999999999998,2.6645352591003757e-15,5.551115123125783e-17,-2.7755575615628914e-17,True
near-0.10,first-stage-double,12,7.999999999999999,0.4000000000000001,-0.20000000000000007,-8.881784197001252e-16,5.551115123125783e-17,-5.551115123125783e-17,True
near-0.10,narrower-double,1,5.999999999999996,0.5000000000000001,0.2000000000000001,-4.440892098500626e-15,1.1102230246251565e-16,8.326672684688674e-17,True
near-0.10,narrower-double,2,6.999999999999994,0.45000000000000007,-0.19999999999999968,-6.217248937900877e-15,5.551115123125783e-17,3.3306690738754696e-16,True
near-0.10,narrower-double,3,7.999999999999999,0.4,0.19999999999999996,-8.881784197001252e-16,0.0,-5.551115123125783e-17,True
near-0.10,narrower-double,4,6.000000000000006,0.4999999999999999,-0.19999999999999987,6.217248937900877e-15,-1.1102230246251565e-16,1.3877787807814457e-16,True
near-0.10,narrower-double,5,6.9999999999999964,0.45,0.20000000000000048,-3.552713678800501e-15,0.0,4.718447854656915e-16,True
near-0.10,narrower-double,6,8.000000000000002,0.40000000000000013,-0.19999999999999993,1.7763568394002505e-15,1.1102230246251565e-16,8.326672684688674e-17,True
near-0.10,narrower-double,7,5.9999999999999964,0.49999999999999994,0.20000000000000034,-3.552713678800501e-15,-5.551115123125783e-17,3.3306690738754696e-16,True
near-0.10,narrower-double,8,6.999999999999996,0.45000000000000007,-0.19999999999999987,-4.440892098500626e-15,5.551115123125783e-17,1.3877787807814457e-16,True
near-0.10,narrower-double,9,8.000000000000007,0.4,0.1999999999999996,7.105427357601002e-15,0.0,-4.163336342344337e-16,True
near-0.10,narrower-double,10,5.999999999999994,0.5,-0.20000000000000015,-6.217248937900877e-15,0.0,-1.3877787807814457e-16,True
near-0.10,narrower-double,11,6.999999999999997,0.45,0.2000000000000001,-2.6645352591003757e-15,0.0,8.326672684688674e-17,True
near-0.10,narrower-double,12,7.999999999999995,0.4,-0.20000000000000012,-5.329070518200751e-15,0.0,-1.1102230246251565e-16,True
near-0.10,wider-double,1,5.999999999999985,0.4999999999999999,0.20000000000000032,-1.509903313490213e-14,-1.1102230246251565e-16,3.0531133177191805e-16,True
near-0.10,wider-double,2,6.9999999999999964,0.45,-0.19999999999999982,-3.552713678800501e-15,0.0,1.942890293094024e-16,True
near-0.10,wider-double,3,8.000000000000002,0.4,0.19999999999999996,1.7763568394002505e-15,0.0,-5.551115123125783e-17,True
near-0.10,wider-double,4,6.000000000000014,0.5000000000000001,-0.19999999999999993,1.4210854715202004e-14,1.1102230246251565e-16,8.326672684688674e-17,True
near-0.10,wider-double,5,6.999999999999998,0.45,0.2000000000000001,-1.7763568394002505e-15,0.0,8.326672684688674e-17,True
near-0.10,wider-double,6,7.999999999999999,0.4,-0.19999999999999976,-8.881784197001252e-16,0.0,2.498001805406602e-16,True
near-0.10,wider-double,7,6.000000000000001,0.5,0.1999999999999997,8.881784197001252e-16,0.0,-3.0531133177191805e-16,True
near-0.10,wider-double,8,6.999999999999995,0.45,-0.1999999999999997,-5.329070518200751e-15,0.0,3.0531133177191805e-16,True
near-0.10,wider-double,9,8.000000000000005,0.4,0.1999999999999997,5.329070518200751e-15,0.0,-3.0531133177191805e-16,True
near-0.10,wider-double,10,5.999999999999994,0.5,-0.20000000000000015,-6.217248937900877e-15,0.0,-1.3877787807814457e-16,True
near-0.10,wider-double,11,6.999999999999999,0.45,0.20000000000000032,-8.881784197001252e-16,0.0,3.0531133177191805e-16,True
near-0.10,wider-double,12,7.999999999999997,0.4,-0.20000000000000012,-2.6645352591003757e-15,0.0,-1.1102230246251565e-16,True
near-0.10,mixed-double,1,5.999999999999989,0.49999999999999994,0.20000000000000054,-1.0658141036401503e-14,-5.551115123125783e-17,5.273559366969494e-16,True
near-0.10,mixed-double,2,6.999999999999999,0.45000000000000007,-0.20000000000000046,-8.881784197001252e-16,5.551115123125783e-17,-4.440892098500626e-16,True
near-0.10,mixed-double,3,8.000000000000002,0.4,0.2,1.7763568394002505e-15,0.0,0.0,True
near-0.10,mixed-double,4,6.000000000000005,0.5,-0.2000000000000002,5.329070518200751e-15,0.0,-1.942890293094024e-16,True
near-0.10,mixed-double,5,7.0,0.45,0.2000000000000003,0.0,0.0,2.7755575615628914e-16,True
near-0.10,mixed-double,6,8.0,0.4000000000000001,-0.19999999999999993,0.0,5.551115123125783e-17,8.326672684688674e-17,True
near-0.10,mixed-double,7,6.000000000000003,0.5,0.19999999999999998,2.6645352591003757e-15,0.0,-2.7755575615628914e-17,True
near-0.10,mixed-double,8,6.999999999999994,0.45000000000000007,-0.19999999999999984,-6.217248937900877e-15,5.551115123125783e-17,1.6653345369377348e-16,True
near-0.10,mixed-double,9,8.000000000000007,0.4,0.1999999999999997,7.105427357601002e-15,0.0,-3.0531133177191805e-16,True
near-0.10,mixed-double,10,5.999999999999994,0.5,-0.20000000000000007,-6.217248937900877e-15,0.0,-5.551115123125783e-17,True
near-0.10,mixed-double,11,7.000000000000001,0.45000000000000007,0.19999999999999993,8.881784197001252e-16,5.551115123125783e-17,-8.326672684688674e-17,True
near-0.10,mixed-double,12,7.999999999999997,0.4,-0.2,-2.6645352591003757e-15,0.0,0.0,True
near-0.10,first-stage-float32,1,6.00000020963389,0.5000000154132486,0.20000000140346774,2.0963388980277387e-07,1.5413248566353843e-08,1.4034677309204824e-09,True
near-0.10,first-stage-float32,2,6.999999974824175,0.4499999992113811,-0.1999999986959616,-2.5175824980294692e-08,-7.886188924111082e-10,1.3040384050366782e-09,True
near-0.10,first-stage-float32,3,8.00000012750303,0.4000000023131283,0.19999999894960435,1.2750303035602428e-07,2.3131283000132896e-09,-1.0503956593410635e-09,True
near-0.10,first-stage-float32,4,5.9999998653305155,0.4999999868796232,-0.2000000052381526,-1.3466948445284288e-07,-1.31203767850252e-08,-5.238152578357358e-09,True
near-0.10,first-stage-float32,5,7.000000022321187,0.45000000051737743,0.20000000047182712,2.232118667677696e-08,5.173774186850721e-10,4.718271051640244e-10,True
near-0.10,first-stage-float32,6,7.999999968303421,0.3999999983788294,-0.19999999953760092,-3.1696578695061817e-08,-1.6211706421742633e-09,4.6239909123890754e-10,True
near-0.10,first-stage-float32,7,6.000000150150506,0.5000000059133454,0.1999999973700936,1.5015050625066806e-07,5.913345368924183e-09,-2.629906403761595e-09,True
near-0.10,first-stage-float32,8,6.999999924285757,0.4499999996904064,-0.20000000048946326,-7.571424287533546e-08,-3.0959362851135097e-10,-4.894632477103755e-10,True
near-0.10,first-stage-float32,9,8.000000027074195,0.4000000010855919,0.19999999905206076,2.7074195330101247e-08,1.085591894156579e-09,-9.479392548694676e-10,True
near-0.10,first-stage-float32,10,5.999999946011352,0.4999999992223106,-0.19999999828635584,-5.398864821870575e-08,-7.776894128674883e-10,1.7136441710086103e-09,True
near-0.10,first-stage-float32,11,6.999999998588282,0.44999999824758025,0.2000000010995878,-1.4117178537276232e-09,-1.7524197648555173e-09,1.099587781938638e-09,True
near-0.10,first-stage-float32,12,8.000000034595724,0.3999999997225011,-0.20000000049312247,3.459572361919072e-08,-2.7749891273742833e-10,-4.931224595328132e-10,True
near-0.10,narrower-float32,1,6.000000209633901,0.5000000154132487,0.20000000140346816,2.0963390134909332e-07,1.5413248677376146e-08,1.4034681472541166e-09,True
near-0.10,narrower-float32,2,6.999999974824184,0.4499999992113812,-0.1999999986959629,-2.5175816098510495e-08,-7.886188368999569e-10,1.3040371005246243e-09,True
near-0.10,narrower-float32,3,8.000000127503032,0.4000000023131283,0.1999999989496046,1.2750303213238112e-07,2.3131283000132896e-09,-1.050395409540883e-09,True
near-0.10,narrower-float32,4,5.999999865330505,0.499999986879623,-0.2000000052381527,-1.3466949511098392e-07,-1.3120377007069806e-08,-5.23815268937966e-09,True
near-0.10,narrower-float32,5,7.000000022321188,0.45000000051737743,0.2000000004718273,2.232118756495538e-08,5.173774186850721e-10,4.718272994530537e-10,True
near-0.10,narrower-float32,6,7.999999968303422,0.3999999983788294,-0.1999999995376013,-3.16965778068834e-08,-1.6211706421742633e-09,4.6239870266084893e-10,True
near-0.10,narrower-float32,7,6.000000150150511,0.5000000059133454,0.19999999737009386,1.5015051069156016e-07,5.913345368924183e-09,-2.6299061539614144e-09,True
near-0.10,narrower-float32,8,6.999999924285758,0.4499999996904064,-0.2000000004894636,-7.571424198715704e-08,-3.0959362851135097e-10,-4.894635807772829e-10,True
near-0.10,narrower-float32,9,8.0000000270742,0.40000000108559197,0.1999999990520609,2.7074200659171765e-08,1.0855919496677302e-09,-9.479391160915895e-10,True
near-0.10,narrower-float32,10,5.999999946011352,0.4999999992223106,-0.1999999982863558,-5.398864821870575e-08,-7.776894128674883e-10,1.713644198764186e-09,True
near-0.10,narrower-float32,11,6.999999998588288,0.44999999824758025,0.20000000109958768,-1.4117116364786853e-09,-1.7524197648555173e-09,1.0995876709163355e-09,True
near-0.10,narrower-float32,12,8.000000034595725,0.3999999997225011,-0.20000000049312247,3.459572539554756e-08,-2.7749891273742833e-10,-4.931224595328132e-10,True
near-0.10,wider-float32,1,6.0000002096338845,0.5000000154132483,0.20000000140346869,2.0963388447370335e-07,1.5413248344309238e-08,1.4034686746100533e-09,True
near-0.10,wider-float32,2,6.99999997482418,0.4499999992113812,-0.19999999869596302,-2.5175819651224174e-08,-7.886188368999569e-10,1.3040369895023218e-09,True
near-0.10,wider-float32,3,8.000000127503032,0.4000000023131283,0.19999999894960424,1.2750303213238112e-07,2.3131283000132896e-09,-1.050395770363366e-09,True
near-0.10,wider-float32,4,5.999999865330514,0.4999999868796233,-0.20000000523815267,-1.3466948622919972e-07,-1.3120376674002898e-08,-5.238152661624085e-09,True
near-0.10,wider-float32,5,7.000000022321188,0.4500000005173774,0.20000000047182734,2.232118756495538e-08,5.173773631739209e-10,4.718273272086293e-10,True
near-0.10,wider-float32,6,7.999999968303422,0.3999999983788294,-0.19999999953760117,-3.16965778068834e-08,-1.6211706421742633e-09,4.62398841438727e-10,True
near-0.10,wider-float32,7,6.000000150150509,0.5000000059133454,0.1999999973700935,1.5015050891520332e-07,5.913345368924183e-09,-2.6299065147838974e-09,True
near-0.10,wider-float32,8,6.999999924285758,0.4499999996904064,-0.20000000048946343,-7.571424198715704e-08,-3.0959362851135097e-10,-4.894634142438292e-10,True
near-0.10,wider-float32,9,8.0000000270742,0.40000000108559197,0.19999999905206095,2.7074200659171765e-08,1.0855919496677302e-09,-9.479390605804383e-10,True
near-0.10,wider-float32,10,5.999999946011354,0.4999999992223106,-0.1999999982863557,-5.398864644234891e-08,-7.776894128674883e-10,1.7136443097864884e-09,True
near-0.10,wider-float32,11,6.999999998588282,0.44999999824758025,0.20000000109958765,-1.4117178537276232e-09,-1.7524197648555173e-09,1.0995876431607599e-09,True
near-0.10,wider-float32,12,8.000000034595724,0.3999999997225011,-0.20000000049312233,3.459572361919072e-08,-2.7749891273742833e-10,-4.931223207549351e-10,True
near-0.10,mixed-float32,1,6.000000209633889,0.5000000154132486,0.20000000140346874,2.0963388891459545e-07,1.5413248566353843e-08,1.4034687301212045e-09,True
near-0.10,mixed-float32,2,6.999999974824179,0.4499999992113812,-0.19999999869596224,-2.5175821427581013e-08,-7.886188368999569e-10,1.304037766658439e-09,True
near-0.10,mixed-float32,3,8.000000127503032,0.4000000023131284,0.19999999894960416,1.2750303213238112e-07,2.313128355524441e-09,-1.0503958536300928e-09,True
near-0.10,mixed-float32,4,5.999999865330513,0.4999999868796231,-0.20000000523815264,-1.3466948711737814e-07,-1.3120376896047503e-08,-5.238152633868509e-09,True
near-0.10,mixed-float32,5,7.000000022321191,0.45000000051737743,0.20000000047182714,2.232119111766906e-08,5.173774186850721e-10,4.718271329196e-10,True
near-0.10,mixed-float32,6,7.99999996830342,0.3999999983788294,-0.19999999953760106,-3.1696579583240236e-08,-1.6211706421742633e-09,4.6239895246102947e-10,True
near-0.10,mixed-float32,7,6.0000001501505045,0.5000000059133454,0.19999999737009372,1.5015050447431122e-07,5.913345368924183e-09,-2.6299062927392924e-09,True
near-0.10,mixed-float32,8,6.999999924285759,0.4499999996904064,-0.2000000004894636,-7.571424109897862e-08,-3.0959362851135097e-10,-4.894635807772829e-10,True
near-0.10,mixed-float32,9,8.000000027074202,0.400000001085592,0.19999999905206095,2.7074202435528605e-08,1.0855920051788814e-09,-9.479390605804383e-10,True
near-0.10,mixed-float32,10,5.99999994601135,0.4999999992223106,-0.19999999828635578,-5.398864999506259e-08,-7.776894128674883e-10,1.7136442265197616e-09,True
near-0.10,mixed-float32,11,6.999999998588285,0.44999999824758025,0.20000000109958774,-1.411715189192364e-09,-1.7524197648555173e-09,1.0995877264274867e-09,True
near-0.10,mixed-float32,12,8.000000034595724,0.3999999997225011,-0.20000000049312244,3.459572361919072e-08,-2.7749891273742833e-10,-4.931224317772376e-10,True
