serial_id,weakest,second,third
1,0.00023809000007449449,-0.0012491302173710888,9.3291204538645866e-05
2,-0.0213961971449231,0.9975672482229152,-0.066309685391367099
3,-2.0320723246811316e-05,-0.00086926136837973901,-0.00094624626751573068
4,-0.00031816156257174539,0.00061422021684081837,0.0017411095297434711
5,0.00030478118476404869,-0.0010360514873007888,-0.0016424163373636113
6,-0.0032498436867226047,0.066251374429930385,0.99779317454125993
7,-0.0003166418096316343,0.00055364433607283791,-0.00020994258698243186
8,0.00030352161190128632,-0.00098584833492477053,-2.5618468479914927e-05
9,-2.5057515982674198e-05,0.00036595433729308597,0.00042836619143576021
10,0.99976526529897092,0.021565989967550141,0.001826212350958797
11,-0.00064705884263817543,0.00024702030700969813,0.00071228218962542578
12,0.00043891555884475742,-9.3618601011395759e-05,-0.0010501218252953835
