serial_id,weakest,second,third
1,0.00023809000007450081,-0.0012491302173711159,9.3291204538654675e-05
2,-0.021396197144923124,0.99756724822291487,-0.066309685391371914
3,-2.0320723246812722e-05,-0.00086926136837975939,-0.00094624626751571952
4,-0.00031816156257174393,0.00061422021684083561,0.0017411095297434564
5,0.0003047811847640546,-0.0010360514873008159,-0.0016424163373635961
6,-0.0032498436867225461,0.066251374429935214,0.99779317454125971
7,-0.00031664180963163392,0.00055364433607284691,-0.00020994258698243341
8,0.00030352161190129288,-0.00098584833492479265,-2.5618468479908015e-05
9,-2.5057515982673391e-05,0.00036595433729309557,0.00042836619143575609
10,0.99976526529897092,0.021565989967550162,0.0018262123509586311
11,-0.00064705884263818476,0.00024702030700970702,0.00071228218962542003
12,0.00043891555884476594,-9.3618601011400922e-05,-0.0010501218252953765
