state_id,component,mode,atom_index,seed,qualified,selected,minimum,maximum,mean,underflow_count,below_0_1,effective_n,owner,alpha,variance,scale_equation,denominator,denominator_margin,linear_weight_share
baseline-best-28,0,joint,,checkpoint,False,True,3.361775361581018e-41,0.999998042972286,0.5639725765409154,0,70,123.69883696818262,19,0.4,2.2024157251833702e-07,7.790584977947293e-10,64.49998646655351,0.3224999323327675,4.975214515524917e-07
baseline-best-28,0,joint,,checkpoint,False,True,5.400441584710774e-22,0.9999959686501838,0.5441262660427381,0,72,121.54693832367207,20,0.6,1.1592335110137816e-07,-4.62860805226186e-09,49.53254708039043,0.24766273540195216,4.86950065670762e-06
baseline-best-28,0,joint,,checkpoint,False,True,0.489866966400137,0.9999953036328149,0.9128284292854464,0,0,197.13101375688865,21,0.2,3.4971474369712635e-07,6.535661374398957e-10,152.13665488458017,0.7606832744229008,1.076980900413981e-07
baseline-best-28,0,joint,,checkpoint,False,True,1.0,1.0,1.0,0,0,200.0,22,0.0,2.5700506634668698e-06,2.786393338283233e-13,200.0,1.0,3.6357937320606047e-09
baseline-best-28,0,joint,,checkpoint,False,True,1.378987123907156e-19,0.999995751972056,0.5447602051936908,0,69,124.90200209573207,23,0.8999999999999999,1.0523946319380162e-07,-4.2922377934836265e-10,40.22271208094756,0.2011135604047378,5.5483001994706237e-05
baseline-best-28,0,joint,,checkpoint,False,True,1.6692310106830839e-09,0.9999761744575629,0.648481946892625,0,29,155.8146283591847,24,1.0,3.7169194822412796e-09,-1.3287104749792888e-10,58.98571125987024,0.2949285562993512,0.0213355647499414
baseline-best-28,0,joint,,checkpoint,False,True,1.1442458116274255e-06,0.9999773157595236,0.5828291484789141,0,57,133.05674704726766,25,0.7999999999999999,1.811541788669529e-08,2.1353883678498804e-10,50.31196369578903,0.25155981847894515,0.00032420151734042943
baseline-best-28,0,joint,,checkpoint,False,True,0.0,0.9999998222782214,0.47665795390955495,20,90,106.1261961424844,26,0.8999999999999999,2.572219634133746e-08,1.140081958079512e-13,26.602261824120443,0.13301130912060222,0.0003744326873625948
baseline-best-28,0,joint,,checkpoint,False,True,0.0,0.9999859632095179,0.6310732091680938,7,36,150.49285655630106,27,1.0,3.861446511472325e-09,4.191369473716122e-12,55.50396371496399,0.27751981857481994,0.019608108040737916
baseline-best-28,0,joint,,checkpoint,False,True,0.7347333711625156,0.9999980320940058,0.9522315016288769,0,0,198.6804537320697,28,0.1,1.6986798377775226e-08,-1.5986576691417054e-11,173.11061688494647,0.8655530844247323,1.2857308041296682e-06
