state_id,component,mode,atom_index,qualified,reason,failure_owner,branch_sensitive,stationarity,objective,active_amplitudes,rank,condition,minimum_singular,weighted_rank,weighted_condition,weighted_minimum_singular,weight_minimum,weight_mean,weight_underflow_count,effective_n,linear_solves,iterations,seconds
baseline-best-28,0,frozen,59,True,qualified,-1,False,8.380990221741734e-09,-80.26181321786396,0,2,2.327868192969124,0.5581903368535153,2,4.037951716966805,0.33996054559101485,1.6445119655196838e-13,0.8420614193597853,0,31084.28492696395,181,178,0.398343
baseline-best-28,0,frozen,60,True,qualified,-1,False,8.380990221741734e-09,-79.83116652269216,0,2,2.356401806733458,0.5524680819252948,2,3.4829866265497134,0.3902679243185002,1.6445119655196838e-13,0.8420225807557351,0,31079.902806995306,181,178,0.40156225
baseline-best-28,0,frozen,61,True,qualified,-1,False,8.380990221741734e-09,-79.67189177959297,0,2,2.3689874489582787,0.5499779031801094,2,1.715840075985357,0.7120994403535318,1.6445119655196838e-13,0.8420895832196603,0,31083.416363015138,181,178,0.40098
baseline-best-28,0,frozen,62,True,qualified,-1,False,8.380990221741734e-09,-79.65340114004708,0,2,2.453173803546221,0.533834216155181,2,2.176378616760783,0.590455006667459,1.6445119655196838e-13,0.8422585411894016,0,31090.37569366589,181,178,0.396379417
baseline-best-28,0,frozen,63,True,qualified,-1,False,8.380990221741734e-09,-79.71420956720252,0,2,2.4448173445593633,0.5353977390147843,2,3.6146573516034652,0.37708007535402627,1.6445119655196838e-13,0.8422222037156287,0,31089.17536824696,181,178,0.503705
baseline-best-28,0,frozen,64,True,qualified,-1,False,8.380990221741734e-09,-79.65974392376687,0,2,2.564645679467447,0.5137533623350587,2,3.5255933053944686,0.385904722636617,1.6445119655196838e-13,0.842260082925607,0,31090.447809241658,181,178,0.422450166
baseline-best-28,0,frozen,65,True,qualified,-1,False,8.380990221741734e-09,-79.65359834936429,0,2,2.7487165008795222,0.483496975722649,2,2.370094455801116,0.5497598502580862,1.6445119655196838e-13,0.8422950853160661,0,31092.669304441653,181,178,0.406283917
baseline-best-28,0,frozen,66,True,qualified,-1,False,8.380990221741734e-09,-79.9253060670515,0,2,2.2057363595570374,0.5839435777110633,2,1.8926951293266354,0.6606531079201167,1.6445119655196838e-13,0.8424713277153283,0,31102.900414709376,181,178,0.395934667
baseline-best-28,0,frozen,67,True,qualified,-1,True,8.380990221741734e-09,-79.6832443593359,0,2,2.1856057457465203,0.5883945040680912,2,1.6153038229316703,0.7444047505592761,1.6445119655196838e-13,0.8433137058718135,0,31140.72207198439,262,259,0.584986083
baseline-best-28,0,frozen,68,True,qualified,-1,False,8.380990221741734e-09,-79.67437616916415,0,2,2.2486795675827382,0.5746481238182117,2,1.8156471942827426,0.682266131154341,1.6445119655196838e-13,0.8421864034293016,0,31086.38524231591,181,178,0.405408583
baseline-best-28,0,frozen,69,True,qualified,-1,False,8.380990221741734e-09,-79.73740052724004,0,2,2.4524864623573004,0.5339625040253632,2,1.6661595433255803,0.7277696931084109,1.6445119655196838e-13,0.8421172436275357,0,31083.218108290857,181,178,0.406327209
baseline-best-28,0,frozen,70,True,qualified,-1,False,8.380990221741734e-09,-79.65905478872112,0,2,2.375752263284809,0.5486478581101063,2,2.262765649753429,0.5716568884521527,1.6445119655196838e-13,0.8423177751905432,0,31094.212136056965,181,178,0.461722125
baseline-best-28,0,frozen,71,True,qualified,-1,False,8.380990221741734e-09,-79.65342974739775,0,2,2.7416370493634954,0.4845990328514212,2,2.6959163259330987,0.4918307606226912,1.6445119655196838e-13,0.8422604507940632,0,31090.64416707663,181,178,0.415960583
baseline-best-28,0,frozen,72,True,qualified,-1,False,8.380990221741734e-09,-79.66922702374046,0,2,2.178502353242983,0.5899796138538614,2,1.4772458108916677,0.792770527860908,1.6445119655196838e-13,0.842375823836473,0,31097.453987309756,181,178,0.401838458
baseline-best-28,0,frozen,73,True,qualified,-1,False,8.380990221741734e-09,-79.7545264160742,0,2,2.147268529568306,0.5970408803604271,2,1.4786269083248287,0.7922625147269431,1.6445119655196838e-13,0.842183665557695,0,31086.89473311323,181,178,0.409227208
baseline-best-28,0,frozen,74,True,qualified,-1,False,8.380990221741734e-09,-79.8030221116445,0,2,2.304227976896562,0.5630133282214035,2,2.0415944234800896,0.6220842648091434,1.6445119655196838e-13,0.842166950911411,0,31086.97440254143,181,178,0.42490175
baseline-best-28,0,frozen,75,True,qualified,-1,False,8.380990221741734e-09,-79.69526084139923,0,2,2.4370240203048072,0.5368634778743573,2,1.6087970010842465,0.7465776682458517,1.6445119655196838e-13,0.842151262750626,0,31085.018622161504,181,178,0.396265583
baseline-best-28,0,frozen,76,True,qualified,-1,False,8.380990221741734e-09,-79.66381075178745,0,2,2.3275874021965386,0.5582471826438998,2,1.8855109941906658,0.6626185274001921,1.6445119655196838e-13,0.8421894557095939,0,31087.45412273494,181,178,0.411720125
