serial_id,weakest,second,third
1,3.7719486163219996e-06,-2.6526295351923403e-05,-0.00024969808756207713
2,-3.8911048381171987e-05,0.0002811988460084583,0.0031188094218534382
3,5.7977362633423348e-05,-0.00048651363987413355,-0.0054593734883849289
4,-1.2361631862774457e-05,5.1434087017080921e-05,0.00040636922886464995
5,2.3337625646126497e-05,-0.00015956137850358187,-0.0016247590765042334
6,-1.0666492703403187e-06,1.9459667495995229e-05,0.00024869365496495583
7,6.6621110214850278e-07,-4.247946517532924e-06,-4.326391703597722e-05
8,-1.8753485317505714e-06,1.2585298431596373e-05,0.00013203762644326361
9,-2.7805187014983454e-05,0.00019805170179069162,0.0023344935478915858
10,0.00015396488047623546,-0.00099298181702708985,-0.010456383615341808
11,-0.00029959765746739837,0.0015742984329147447,0.013882858234499185
12,-1.6557273343506718e-06,-3.6278716385208486e-05,-0.00058528626841746498
13,-6.8066480935532279e-05,0.00072039953185617297,0.011695104810969937
14,4.8582348319447507e-05,-0.000567185651338731,-0.010145758941464451
15,-4.1722107650809712e-05,0.00049911041756758509,0.0095356046517550558
16,-4.5576909810113924e-05,0.00052798765194492464,0.0098733548740117701
17,1.9209290674419446e-05,-0.00031736913410350761,-0.0066452907685595518
18,2.4524828525176259e-05,-0.00034333991152742213,-0.0068672624437737563
19,-1.5280570428543105e-05,0.00026350885918564209,0.0057377921301509606
20,4.8837060978825844e-05,-0.00034534279677795942,-0.0029400446622524653
21,-0.00042743687576009829,0.0020799280058392666,0.015297799829640859
22,0.00083623881421391005,-0.0033804275948969864,-0.02216880325436079
23,-4.8179751517262855e-06,8.47856759623698e-05,0.00074754546888191426
24,0.00015609980821638941,-0.000924152134171706,-0.0072971125503619736
25,-5.2034394846754132e-05,0.00033440983572715575,0.0026821490382657543
26,6.8774747160802428e-05,-0.0003313458138539612,-0.0026307753152132649
27,-5.9461551495127427e-06,3.7499805650563008e-05,0.00030670761873044392
28,2.185360669192541e-06,-4.1316268161981955e-05,-0.00039616146421955436
29,2.0382832938531785e-06,-6.6425380348822391e-06,-4.9447421228376482e-05
30,-1.8449333423632293e-06,1.4144627460564017e-05,0.00012259956308777198
31,-0.00026612934413248725,0.00091146753235241173,0.0060243101129273816
32,0.0017105422158739106,-0.0044763139424760625,-0.026057333862519228
33,-0.0025954033133206017,0.0066084355487839785,0.035671858569701689
34,1.0886273684292897e-05,-0.00033478214292352316,-0.001860770366902536
35,-0.0006988186102047186,0.0021547096872818528,0.01380713310936779
36,0.00032245749090412356,-0.00085042202719706847,-0.0058785695839608451
37,-1.3590126300389617e-06,5.1720748114927232e-05,0.00049761895110533231
38,3.5716027016807094e-05,0.00024513621269885247,0.0022705350576168156
39,2.8643399114837208e-05,-0.00024638349661268904,-0.0017513067617497171
40,8.3175266394802246e-06,-4.940315438762317e-05,-0.00033840483331605114
41,0.00099456055111847162,-0.0022625385756140466,-0.010437547271668101
42,-0.0055499841292810754,0.010875504243044632,0.046507057381216639
43,0.0065640331840480593,-0.013608132182412119,-0.053986184309234991
44,-0.00042349605193915164,0.0006678117998639595,0.0042662500677881961
45,0.0016766256878045041,-0.0045414057582006716,-0.020758975989901292
46,-0.0006723201365840105,0.0020582751642457815,0.0099729671209662727
47,1.4102119030562065e-05,-0.00014821563485879991,-0.00091806804638297013
48,4.6792344933890948e-05,-0.00017847339990525351,-0.00097287530856043339
49,-0.0025739197392855287,0.0037810353382241976,0.015523661734208404
50,0.0090004811416926674,-0.016106257830136857,-0.052482483220945765
51,-0.009110786251624689,0.01356605397860661,0.045208822929301402
52,-1.2931037780184783e-05,0.00055612708380336183,-0.0046031905960190727
53,-0.0035104737219384583,0.0053515760567013522,0.025738910332370368
54,0.0014923564861769592,-0.0029650707953135106,-0.011971166308506989
55,-0.0012687732753534683,0.0026998103345941145,0.011616649114487912
56,6.5940898480793491e-05,-0.00018107598835261118,-0.00062955608019386118
57,0.00012108916611113627,-0.00023743969974779618,-0.0008798187712145114
58,0.0036424164112390679,-0.0057592096299034379,-0.015747461181521247
59,-0.021373529482848021,0.016851799221497016,0.061171291892490924
60,0.031416789268966093,-0.021736584543576978,-0.062757805661112193
61,0.00099214146269470545,0.0016180659772861272,0.0040083826541618562
62,0.0055691641279837917,-0.0067243667930223829,-0.02351070731033118
63,-0.0016915771883878612,0.0030768881962985983,0.0086727966364903378
64,0.0029057014968611847,-0.00098042783784675581,-0.0040336692582896806
65,4.2875261270831249e-05,0.00059690181684864281,0.0025323048854677746
66,0.00013316985267033013,-0.00013476084292551659,-0.00056997339435582684
67,-0.0098780106250714299,0.0058319349511832983,0.023523199464231551
68,0.021706276321473896,-0.021646614904759068,-0.085931020560104918
69,-0.016260778291088636,0.020051239987352126,0.10280106187348624
70,0.0016057668499995972,-0.0028679763354418444,-0.0056708463737873173
71,-0.0083602780588677723,0.008903287910601753,0.032822216968584263
72,0.00068864915841135147,-0.00065389059194986777,-0.0028141797802560932
73,0.0056064876595384545,-0.0069483727526525249,-0.031628941859865978
74,-0.019190087944080548,0.03323092929155827,0.10473986587432502
