parameters,prediction,serial_id,n,A,B,C,truth_A,truth_B,truth_C,error_A,error_B,error_C,reference_A,reference_B,reference_C,qualified,stationarity,condition,reference_difference,loss
AB,analytic,55,100,6.010605559693986,0.5004357637496699,0.693,6.0,0.5,0.693,0.010605559693986244,0.00043576374966991516,0.0,6.01060573166153,0.500435768715291,0.693,True,4.0130609389443864e-10,9.15535910270985,2.861068434594536e-08,4.0493734364422e-05
AB,analytic,56,100,7.984065632320097,0.49988370349190353,-0.772,8.0,0.5,-0.772,-0.015934367679903083,-0.00011629650809646952,0.0,7.9840654759143375,0.4998836990743669,-0.772,True,2.289382381925322e-09,7.090988849332914,1.958973869425963e-08,0.0012293442985135206
AB,analytic,57,100,7.9461573828753105,0.49894905147219465,-0.764,8.0,0.5,-0.764,-0.05384261712468952,-0.001050948527805351,0.0,7.94615762462843,0.4989490583121054,-0.764,True,3.1053209288216853e-10,7.09108404137591,3.0423901861180866e-08,0.0013907857813341019
AB,analytic,58,100,6.983463207770866,0.5000513212030216,-0.585,7.0,0.5,-0.585,-0.01653679222913418,5.132120302164811e-05,0.0,6.983463373544336,0.5000513264618305,-0.585,True,2.7384837217562726e-09,7.216815926304506,2.373800242645868e-08,0.0031799559404988116
AB,analytic,59,100,6.044265468485004,0.5003505454999002,0.238,6.0,0.5,0.238,0.0442654684850039,0.0003505454999002122,0.0,6.044265598080094,0.5003505495567891,0.238,True,1.6406083635636656e-09,8.414309145602125,2.144099859805493e-08,0.003904730192395615
AB,analytic,60,100,5.95883662865548,0.49896658555306245,0.561,6.0,0.5,0.561,-0.04116337134451964,-0.0010334144469375528,0.0,5.958836654959969,0.49896658633561514,0.561,True,5.817508444510874e-12,8.926643750799045,4.414366408814805e-09,0.0012310080652410433
AB,analytic,61,100,7.971859281507033,0.49938832855048776,-0.652,8.0,0.5,-0.652,-0.028140718492966954,-0.0006116714495122411,0.0,7.971859273624595,0.4993883283323768,-0.652,True,1.0281695683550816e-10,7.2318144549394425,9.887828592086805e-10,0.0006521701435982481
AB,analytic,62,100,6.067033201856359,0.5022406808545492,-0.214,6.0,0.5,-0.214,0.06703320185635864,0.002240680854549204,0.0,6.067033066680886,0.5022406762099444,-0.214,True,1.1998157712640849e-09,7.705340371279317,2.2280325176357765e-08,0.0033144959444287025
AB,analytic,63,100,6.016760668920986,0.5007784902319536,-0.164,6.0,0.5,-0.164,0.01676066892098582,0.0007784902319536435,0.0,6.016760545862298,0.5007784860252511,-0.164,True,2.646793507461872e-11,7.770512745711513,2.0452647937288124e-08,0.00012873626992752882
AB,analytic,64,100,6.055432777209466,0.5023044329012589,-0.191,6.0,0.5,-0.191,0.055432777209466266,0.0023044329012589237,0.0,6.055432592876729,0.5023044265856625,-0.191,True,1.9517973151907515e-09,7.742484530281708,3.0440885779816265e-08,0.0005854574766365958
AB,analytic,65,100,5.996233913661584,0.4999358456083819,0.037,6.0,0.5,0.037,-0.0037660863384161303,-6.415439161810976e-05,0.0,5.996233886907217,0.4999358447300982,0.037,True,2.4575016084318335e-10,8.086873196430302,4.461861746437749e-09,0.00014163958534351895
