parameters,prediction,serial_id,n,A,B,C,truth_A,truth_B,truth_C,error_A,error_B,error_C,reference_A,reference_B,reference_C,qualified,stationarity,condition,reference_difference,loss
AB,matched,20,100,6.999999962595673,0.49999999931615347,-0.59,7.0,0.5,-0.59,-3.7404326747036976e-08,-6.838465349545686e-10,0.0,7.0000000315987,0.5000000015018384,-0.59,True,1.2058515676320155e-09,7.212527454893073,9.857575156057777e-09,1.805391998211888e-15
AB,matched,21,100,5.999999896981762,0.4999999963498623,0.24,6.0,0.5,0.24,-1.0301823838432256e-07,-3.6501376921016515e-09,0.0,5.999999920132757,0.4999999970790895,0.24,True,1.9785485963881255e-10,8.417604960101658,3.8584993492098226e-09,8.752162169377507e-16
AB,matched,22,100,6.000000122941601,0.5000000034231251,0.558,6.0,0.5,0.558,1.229416008996509e-07,3.4231251166971788e-09,0.0,5.9999999551893115,0.4999999984520028,0.558,True,7.17872162077282e-11,8.933029762726514,2.7958714325919902e-08,1.5269015730348137e-15
AB,matched,23,100,7.99999988021616,0.49999999656965055,-0.658,8.0,0.5,-0.658,-1.1978383973598739e-07,-3.430349448940717e-09,0.0,7.9999999582162955,0.4999999987252807,-0.658,True,1.1728166745360454e-09,7.232219005999911,9.750016955876452e-09,1.2637832073658582e-15
AB,matched,24,100,5.999999956714241,0.49999999810974,-0.215,6.0,0.5,-0.215,-4.3285758977162914e-08,-1.8902600040782147e-09,0.0,6.000000000984757,0.4999999996422668,-0.215,True,6.211914474127497e-10,7.681784867956231,7.378419355766406e-09,1.1586373627033335e-15
AB,matched,25,100,5.999999937247867,0.4999999966404939,-0.19,6.0,0.5,-0.19,-6.275213326745188e-08,-3.359506117739386e-09,0.0,5.999999980260468,0.49999999812134455,-0.19,True,5.858441748147755e-10,7.722004208938896,7.16876693700818e-09,1.1457935438779838e-15
AB,matched,26,100,5.999999904608397,0.4999999964952394,0.116,6.0,0.5,0.116,-9.539160306104577e-08,-3.5047605928539838e-09,0.0,5.999999933139786,0.49999999741653817,0.116,True,2.766774050028099e-10,8.2166067872846,4.755231520838622e-09,1.2599724408069079e-15
AB,matched,27,100,6.999999877689833,0.49999999518566685,-0.604,7.0,0.5,-0.604,-1.2231016732755506e-07,-4.814333154357087e-09,0.0,6.999999947407847,0.49999999740011297,-0.604,True,1.2387493247869585e-09,7.193157135528711,9.959716428063519e-09,1.4035774355320935e-15
AB,matched,28,100,5.999999991731019,0.49999999939813944,0.901,6.0,0.5,0.901,-8.268981055437052e-09,-6.018605613888894e-10,0.0,6.0000000629338714,0.5000000013814546,0.901,True,1.3168260545024495e-11,9.489638453242547,1.1867141959350729e-08,1.3190074352127451e-15
AB,matched,29,100,6.999999939709989,0.49999999834075987,-0.908,7.0,0.5,-0.908,-6.02900112056659e-08,-1.6592401341775087e-09,0.0,7.0000000251659,0.5000000012304553,-0.908,True,2.234375163436546e-09,6.773709590839574,1.2207987212127924e-08,6.648096886156931e-16
AB,matched,30,100,6.999999938599117,0.49999999859468847,-0.906,7.0,0.5,-0.906,-6.140088260053744e-08,-1.4053115338086286e-09,0.0,7.000000023886959,0.5000000014774024,-0.906,True,2.2237253177121115e-09,6.776622445904992,1.2183977340985834e-08,8.452313519063708e-16
AB,matched,31,100,6.99999988552186,0.49999999758658287,-0.584,7.0,0.5,-0.584,-1.144781398565442e-07,-2.413417132807183e-09,0.0,6.999999954188164,0.4999999997589205,-0.584,True,1.1914406756643896e-09,7.220909453081559,9.809472029073984e-09,1.7220670250964932e-15
AB,matched,32,100,6.000000031506894,0.5000000011362954,0.235,6.0,0.5,0.235,3.150689398268014e-08,1.1362953911131513e-09,0.0,6.000000054883787,0.5000000018733602,0.235,True,2.007995863301444e-10,8.409188290619115,3.8961488493609195e-09,1.4736789315511387e-15
AB,matched,33,100,6.000000102773867,0.5000000028750655,0.563,6.0,0.5,0.563,1.027738667502831e-07,2.8750655189924146e-09,0.0,5.999999929886101,0.49999999775641596,0.563,True,7.041044782507798e-11,8.94105933990593,2.881462707930557e-08,1.8104974682779405e-15
AB,matched,34,100,7.999999947203823,0.4999999988175109,-0.663,8.0,0.5,-0.663,-5.27961772078811e-08,-1.182489106632545e-09,0.0,8.000000025439375,0.5000000009815194,-0.663,True,1.1823636492295557e-09,7.226279313144409,9.77944400125611e-09,1.7685236414701053e-15
AB,matched,35,100,5.999999902455794,0.4999999956017336,-0.153,6.0,0.5,-0.153,-9.754420560170729e-08,-4.398266417737773e-09,0.0,5.999999943664691,0.4999999970092713,-0.153,True,5.374493803170593e-10,7.781515161175347,6.8681495210565115e-09,1.3935589790270993e-15
AB,matched,36,100,5.999999924726858,0.499999997265536,0.022,6.0,0.5,0.022,-7.527314238586769e-08,-2.7344639885740207e-09,0.0,5.999999957510768,0.4999999983447429,0.022,True,3.5125832138249844e-10,8.064767244597116,5.4639851549060955e-09,1.3832669383807457e-15
AB,matched,37,100,6.999999929969658,0.49999999838524384,-0.296,7.0,0.5,-0.296,-7.003034241392925e-08,-1.6147561621160378e-09,0.0,6.999999983892261,0.4999999999987463,-0.296,True,6.797011751807383e-10,7.61877237904557,7.703229056499779e-09,1.3696862974285687e-15
AB,matched,38,100,5.9999999368614025,0.4999999976502135,-0.182,6.0,0.5,-0.182,-6.31385974614318e-08,-2.3497864765076315e-09,0.0,5.999999979493101,0.4999999991154081,-0.182,True,5.752526598288911e-10,7.734532417465271,7.105283052892354e-09,1.1775528700129192e-15
AB,matched,39,100,6.000000032302578,0.5000000009228494,-0.012,6.0,0.5,-0.012,3.2302578389931114e-08,9.228493524915393e-10,0.0,6.0000000666915785,0.500000002062906,-0.012,True,3.82378894172608e-10,8.009622391353163,5.731499951627123e-09,8.436931880932226e-16
AB,matched,40,100,6.999999960628777,0.4999999988379865,-0.225,7.0,0.5,-0.225,-3.9371222726458655e-08,-1.162013485433988e-09,0.0,7.000000010987597,0.5000000003250206,-0.225,True,5.899277324598828e-10,7.717296367627764,7.194117036821021e-09,1.3705867434267592e-15
AB,matched,41,100,7.000000023183057,0.5000000014774764,-0.568,7.0,0.5,-0.568,2.3183057251685568e-08,1.4774763634761712e-09,0.0,7.000000091058386,0.5000000036179304,-0.568,True,1.155887920682535e-09,7.242705471019312,9.69647536941612e-09,1.4803837520868007e-15
AB,matched,42,100,6.000000017214239,0.4999999994613651,0.246,6.0,0.5,0.246,1.7214238923202174e-08,-5.386349144487212e-10,0.0,6.000000040098635,0.5000000001813812,0.246,True,1.9439701194479947e-10,8.427551969651942,3.8140659264671845e-09,1.4048684702722301e-15
AB,matched,43,100,6.000000022283052,0.5000000007172102,0.57,6.0,0.5,0.57,2.2283051848148716e-08,7.172101801344866e-10,0.0,5.9999998429402215,0.49999999541458234,0.57,True,6.867431563015377e-11,8.952275754472089,2.9890471616366274e-08,1.866216801812682e-15
AB,matched,44,100,7.999999963731207,0.49999999911613974,-0.673,8.0,0.5,-0.673,-3.6268793301985625e-08,-8.838602627569969e-10,0.0,8.000000042510072,0.5000000012989071,-0.673,True,1.2030020244100779e-09,7.213971622562903,9.847358098800651e-09,1.3554083901710745e-15
AB,matched,45,100,5.9999999026495,0.49999999500298864,-0.276,6.0,0.5,-0.276,-9.735050010561963e-08,-4.997011360252657e-09,0.0,5.999999950009156,0.4999999966644136,-0.276,True,7.157407048762585e-10,7.583006495077432,7.893276024539163e-09,1.152022766900024e-15
AB,matched,46,100,5.999999939160165,0.49999999878961904,0.704,6.0,0.5,0.704,-6.083983539184601e-08,-1.2103809621244466e-09,0.0,6.00000012762944,0.5000000042270742,0.704,True,3.9557728863645355e-11,9.16989190308861,3.141154528873603e-08,1.0397545109996088e-15
AB,matched,47,100,7.999999911574825,0.4999999980044398,-0.771,8.0,0.5,-0.771,-8.842517473794942e-08,-1.9955602170718123e-09,0.0,7.9999999954435115,0.500000000368663,-0.771,True,1.41999146909458e-09,7.095605713105073,1.0483585783236646e-08,1.4381272686087226e-15
AB,matched,48,100,7.999999931638798,0.49999999803735357,-0.761,8.0,0.5,-0.761,-6.83612020324631e-08,-1.9626464342614725e-09,0.0,8.000000014979769,0.5000000003825772,-0.761,True,1.3958857769202828e-09,7.108042318577594,1.0417621301639293e-08,1.2449709962587497e-15
AB,matched,49,100,6.999999955993602,0.499999999753796,-0.575,7.0,0.5,-0.575,-4.4006397637019745e-08,-2.4620400163044565e-10,0.0,7.000000024246387,0.5000000019091622,-0.575,True,1.1718582658466338e-09,7.233218540220411,9.750397788699092e-09,1.2689968496827687e-15
AB,matched,50,100,6.000000017314402,0.5000000019080684,0.234,6.0,0.5,0.234,1.7314402356305436e-08,1.908068369971261e-09,0.0,6.000000040703788,0.500000002645714,0.234,True,2.0108092619875488e-10,8.40796626430195,3.898230896800207e-09,1.3930931958946867e-15
AB,matched,51,100,5.999999901169304,0.4999999963606318,0.568,6.0,0.5,0.568,-9.883069562732771e-08,-3.63936819569588e-09,0.0,5.999999723869562,0.499999991116312,0.568,True,6.91999120191338e-11,8.949234282656292,2.9549957486589296e-08,1.3987631838258303e-15
AB,matched,52,100,7.99999988940143,0.49999999678586,-0.681,8.0,0.5,-0.681,-1.1059857030204512e-07,-3.214140009699662e-09,0.0,7.999999968560373,0.49999999898234715,-0.681,True,1.2188277438930988e-09,7.2044137172096745,9.894867963906293e-09,1.4798348308787928e-15
AB,matched,53,100,5.9999999563012105,0.49999999795012506,-0.207,6.0,0.5,-0.207,-4.369878947585448e-08,-2.049874936460583e-09,0.0,6.000000000167401,0.49999999946601165,-0.207,True,6.096623711758796e-10,7.694651570193651,7.3110317797734044e-09,1.3406701677579549e-15
AB,matched,54,100,6.000000007840546,0.5000000008242348,-0.223,6.0,0.5,-0.223,7.840545990234205e-09,8.24234791529932e-10,0.0,6.000000052503099,0.5000000023730111,-0.223,True,6.327544889354919e-10,7.668716826202841,7.443758729404852e-09,1.1473826844876313e-15
AB,matched,55,100,5.999999920614619,0.49999999828205843,0.693,6.0,0.5,0.693,-7.938538093554826e-08,-1.7179415667811782e-09,0.0,6.0000001169179376,0.5000000039568092,0.693,True,4.1528595326307786e-11,9.152008349211638,3.271721911067825e-08,1.1962012943830859e-15
AB,matched,56,100,7.999999926513064,0.49999999792803035,-0.772,8.0,0.5,-0.772,-7.348693564779296e-08,-2.0719696514071018e-09,0.0,8.000000010453022,0.5000000002946491,-0.772,True,1.4227489179849374e-09,7.09435880284786,1.049249463719462e-08,1.698678461069074e-15
AB,matched,57,100,7.999999903545163,0.4999999978835752,-0.764,8.0,0.5,-0.764,-9.645483700637669e-08,-2.1164248131810837e-09,0.0,7.999999987071402,0.5000000002353213,-0.764,True,1.4036130896397548e-09,7.10418498595114,1.0440779924178933e-08,1.6178918401225328e-15
AB,matched,58,100,6.999999895826022,0.49999999572622533,-0.585,7.0,0.5,-0.585,-1.0417397788842209e-07,-4.2737746674959e-09,0.0,6.999999964572348,0.49999999790157956,-0.585,True,1.1943248648287626e-09,7.219375280635394,9.820903759019892e-09,1.0584505865057199e-15
AB,matched,59,100,5.999999981206851,0.49999999940707934,0.238,6.0,0.5,0.238,-1.8793149259010988e-08,-5.929206570165491e-10,0.0,6.000000004450229,0.5000000001394921,0.238,True,1.9905955526190298e-10,8.413967867618705,3.873896311969963e-09,1.4778739841907693e-15
AB,matched,60,100,6.000000069405316,0.5000000012658717,0.561,6.0,0.5,0.561,6.940531616095313e-08,1.2658717407632025e-09,0.0,5.999999898718632,0.49999999621063407,0.561,True,7.099000247053875e-11,8.937976523456236,2.8447780394605215e-08,1.8565676212908065e-15
AB,matched,61,100,7.9999998926027756,0.49999999772579906,-0.652,8.0,0.5,-0.652,-1.0739722444697009e-07,-2.2742009386789164e-09,0.0,7.999999970297975,0.49999999987074345,-0.652,True,1.161083723560314e-09,7.239381434497921,9.711899986972813e-09,1.5716014169005346e-15
AB,matched,62,100,5.999999899432587,0.4999999959223326,-0.214,6.0,0.5,-0.214,-1.0056741306385675e-07,-4.077667425939069e-09,0.0,5.999999943666623,0.49999999745314166,-0.214,True,6.199992640358998e-10,7.683042808438988,7.37233940082347e-09,1.1623221857745805e-15
AB,matched,63,100,6.000000005910911,0.5000000001427783,-0.164,6.0,0.5,-0.164,5.910910871875785e-09,1.427783447027764e-10,0.0,6.000000047657244,0.5000000015719507,-0.164,True,5.514805770236945e-10,7.763789700783074,6.957722194932404e-09,1.3826211258534546e-15
AB,matched,64,100,5.999999949870737,0.49999999748071566,-0.191,6.0,0.5,-0.191,-5.012926340697277e-08,-2.5192843366994566e-09,0.0,5.999999992948166,0.4999999989641196,-0.191,True,5.874398277971492e-10,7.720319768431472,7.17957161233734e-09,9.127274953519103e-16
AB,matched,65,100,5.999999889199774,0.4999999956276414,0.037,6.0,0.5,0.037,-1.1080022588316751e-07,-4.3723585863020276e-09,0.0,5.999999921315587,0.4999999966815473,0.037,True,3.386140936685909e-10,8.088700747873219,5.3526355901973296e-09,1.0895303299331394e-15
AB,matched,66,100,6.999999978928964,0.49999999883308777,-0.398,7.0,0.5,-0.398,-2.1071035583020148e-08,-1.1669122335078441e-09,0.0,7.00000003803727,0.5000000006363157,-0.398,True,8.307673187312892e-10,7.47761744198049,8.444043640611154e-09,1.2291109660356332e-15
AB,matched,67,100,6.999999939292843,0.49999999849112453,-0.579,7.0,0.5,-0.579,-6.070715663497595e-08,-1.508875469014015e-09,0.0,7.000000007690277,0.5000000006528076,-0.579,True,1.1798141546310089e-09,7.227757955526855,9.771061917085108e-09,1.529723466844393e-15
AB,matched,68,100,5.999999947474152,0.4999999976985904,0.193,6.0,0.5,0.193,-5.252584767134749e-08,-2.301409618432615e-09,0.0,5.999999972615629,0.4999999984979899,0.193,True,2.2524698542520403e-10,8.341424205584714,4.190246095169481e-09,1.4215758481944775e-15
AB,matched,69,100,5.999999945501084,0.4999999996754564,0.567,6.0,0.5,0.567,-5.449891560260767e-08,-3.2454361420519717e-10,0.0,5.999999769230904,0.4999999944605853,0.567,True,6.947437361182793e-11,8.947844027449985,2.9378363712516442e-08,1.774774228595074e-15
AB,matched,70,100,8.000000006552904,0.500000001223366,-0.671,8.0,0.5,-0.671,6.55290399720343e-09,1.2233659640870087e-09,0.0,8.000000085214912,0.5000000034021308,-0.671,True,1.1986169902470687e-09,7.216695410617321,9.832750953077322e-09,1.3586460585447552e-15
AB,matched,71,100,5.99999994091085,0.49999999755482555,0.079,6.0,0.5,0.079,-5.908914957331035e-08,-2.445174451803922e-09,0.0,5.9999999710761225,0.4999999985363363,0.079,True,3.040717944512024e-10,8.157112398940269,5.027545367238296e-09,1.3360734360998934e-15
AB,matched,72,100,7.999999930477913,0.4999999991917982,-0.489,8.0,0.5,-0.489,-6.952208675414795e-08,-8.082017832755639e-10,0.0,7.999999999738305,0.5000000010512519,-0.489,True,8.800073875465857e-10,7.436737483866456,8.657549011309537e-09,1.1109240990836694e-15
AB,matched,73,100,6.999999880859531,0.499999997210701,-0.573,7.0,0.5,-0.573,-1.1914046904593079e-07,-2.789299013983282e-09,0.0,6.999999948929555,0.4999999993594869,-0.573,True,1.1659044980399166e-09,7.236074992771521,9.724289254358235e-09,1.3848230390980061e-15
AB,matched,74,100,6.000000048533329,0.5000000018608098,0.169,6.0,0.5,0.169,4.853332935539356e-08,1.8608098395489492e-09,0.0,6.000000074694132,0.5000000026965761,0.169,True,2.4016540313660425e-10,8.302545528504726,4.3601336812613096e-09,1.5758262536756251e-15
AB,matched,75,100,6.000000003193688,0.4999999991958782,0.565,6.0,0.5,0.565,3.1936879807403784e-09,-8.041218246823689e-10,0.0,5.9999998288526415,0.49999999403605566,0.565,True,6.998901037209745e-11,8.944519681837129,2.9056841065913582e-08,1.9879429976090434e-15
AB,matched,76,100,7.999999964830095,0.499999998940149,-0.659,8.0,0.5,-0.659,-3.516990521035268e-08,-1.059850984752586e-09,0.0,8.000000042864931,0.5000000010971076,-0.659,True,1.1745321542777438e-09,7.230984664234499,9.754354494044718e-09,1.2323657797239331e-15
AB,matched,77,100,5.999999971030061,0.4999999986922068,0.232,6.0,0.5,0.232,-2.896993933632075e-08,-1.3077932070615361e-09,0.0,5.999999994517496,0.49999999943324686,0.232,True,2.023334782289604e-10,8.404686868093362,3.914572521566674e-09,1.3443622882589185e-15
AB,matched,78,100,7.999999871191698,0.4999999962725637,-0.494,8.0,0.5,-0.494,-1.2880830180250769e-07,-3.727436304057363e-09,0.0,7.999999940717053,0.4999999981408827,-0.494,True,8.876957044678582e-10,7.430627512543513,8.690669359720315e-09,1.6666165227469053e-15
AB,matched,79,100,5.999999958444762,0.49999999812764667,-0.413,6.0,0.5,-0.413,-4.155523836146813e-08,-1.872353327936338e-09,0.0,6.0000000127989646,0.5000000000938912,-0.413,True,9.780151306266992e-10,7.362051094287904,9.059033800063805e-09,7.942581625154814e-16
AB,matched,80,100,6.999999913053527,0.499999996628198,-0.586,7.0,0.5,-0.586,-8.694647313234327e-08,-3.371802004270563e-09,0.0,6.999999981807221,0.49999999880409574,-0.586,True,1.1957418592280563e-09,7.218183323216224,9.821956353152315e-09,1.3156561951431742e-15
AB,matched,81,100,6.000000068922735,0.5000000013548288,0.235,6.0,0.5,0.235,6.892273507475011e-08,1.354828804700503e-09,0.0,6.000000092304667,0.5000000020920644,0.235,True,2.008385798656812e-10,8.409299003314622,3.896988597744275e-09,1.3127820479546287e-15
AB,matched,82,100,6.000000060406589,0.5000000026619557,0.561,6.0,0.5,0.561,6.040658906414365e-08,2.661955655902659e-09,0.0,5.999999889773701,0.49999999760820313,0.561,True,7.100169573484947e-11,8.937995672145892,2.843881442424398e-08,2.1375439444819603e-15
AB,matched,83,100,7.999999850633583,0.49999999637095216,-0.662,8.0,0.5,-0.662,-1.4936641701268627e-07,-3.629047840014721e-09,0.0,7.999999928806727,0.49999999853287924,-0.662,True,1.180240845786088e-09,7.227396580349908,9.771643137230857e-09,1.5668125188035799e-15
AB,matched,84,100,5.99999993276937,0.4999999971664723,-0.148,6.0,0.5,-0.148,-6.723062995206419e-08,-2.83352769026024e-09,0.0,5.999999973744238,0.4999999985645022,-0.148,True,5.312787544771062e-10,7.78973869425822,6.829144687063683e-09,1.301886189626777e-15
AB,matched,85,100,5.999999965730451,0.4999999993857392,-0.044,6.0,0.5,-0.044,-3.426954897634005e-08,-6.142608088843815e-10,0.0,6.000000001637814,0.5000000005841173,-0.044,True,4.136207860230114e-10,7.95796602048749,5.984560549190296e-09,1.6189139257813452e-15
AB,matched,86,100,5.999999924352827,0.4999999971141941,-0.182,6.0,0.5,-0.182,-7.564717297015022e-08,-2.885805927554941e-09,0.0,5.999999966957287,0.4999999985784575,-0.182,True,5.748306507071517e-10,7.73481656587474,7.100743439779614e-09,9.523652305766301e-16
AB,matched,87,100,5.999999964723658,0.49999999824590086,-0.182,6.0,0.5,-0.182,-3.5276341847634285e-08,-1.7540991437137166e-09,0.0,6.000000007345287,0.4999999997108553,-0.182,True,5.75030481761586e-10,7.735103644021737,7.103604806787441e-09,1.1168424153390494e-15
AB,matched,88,100,5.999999949332229,0.4999999987347964,-0.334,6.0,0.5,-0.334,-5.066777131190747e-08,-1.2652036085469831e-09,0.0,5.999999999597156,0.5000000005210734,-0.334,True,8.166900255205278e-10,7.489505520297373,8.377487889147711e-09,1.0784379678274092e-15
AB,matched,89,100,5.999999948410358,0.4999999979383231,-0.345,6.0,0.5,-0.345,-5.15896418917805e-08,-2.0616768847681044e-09,0.0,5.9999999992586535,0.499999999749785,-0.345,True,8.37769975138047e-10,7.471936879520919,8.47471589305851e-09,1.0138920400631097e-15
AB,matched,90,100,5.999999963413153,0.49999999909520615,0.403,6.0,0.5,0.403,-3.658684732954498e-08,-9.047938509532116e-10,0.0,5.999999961627893,0.4999999990407279,0.403,True,1.2192398004094756e-10,8.681863653460663,2.975433251275828e-10,1.4698604332754709e-15
AB,matched,91,100,7.999999903807342,0.4999999975691864,-0.568,8.0,0.5,-0.568,-9.619265828320067e-08,-2.430813605958093e-09,0.0,7.9999999771454835,0.4999999995648178,-0.568,True,1.0067862747085634e-09,7.341232274511354,9.167267748898666e-09,1.3271249453251654e-15
AB,matched,92,100,6.99999989362256,0.49999999768515047,-0.589,7.0,0.5,-0.589,-1.063774401899309e-07,-2.3148495342795172e-09,0.0,6.99999996258372,0.49999999986885973,-0.589,True,1.2037274542018684e-09,7.213757236274341,9.851594386618801e-09,1.280006510412617e-15
AB,matched,93,100,5.999999950744245,0.49999999799223505,0.233,6.0,0.5,0.233,-4.925575503023083e-08,-2.007764954292668e-09,0.0,5.999999974182588,0.4999999987315278,0.233,True,2.017240652018407e-10,8.405978495979669,3.906390487166532e-09,1.4418949202900974e-15
AB,matched,94,100,6.000000044784262,0.5000000009516808,0.565,6.0,0.5,0.565,4.4784261632457856e-08,9.516808452403325e-10,0.0,5.999999870451537,0.4999999957922019,0.565,True,6.999806111481058e-11,8.94438530152927,2.905545382587672e-08,1.7920554634525695e-15
AB,matched,95,100,7.9999999506615955,0.49999999815320006,-0.669,8.0,0.5,-0.669,-4.9338404473076025e-08,-1.8467999352012043e-09,0.0,8.00000002927549,0.5000000003299974,-0.669,True,1.1955306660052191e-09,7.218974882632975,9.826736832707434e-09,1.6863279603436885e-15
AB,matched,96,100,5.99999999343983,0.49999999969012326,-0.133,6.0,0.5,-0.133,-6.5601701848549965e-09,-3.098767353826304e-10,0.0,6.000000033681042,0.5000000010587112,-0.133,True,5.127646601537305e-10,7.814018560957326,6.706868652401236e-09,1.183860919300476e-15
AB,matched,97,100,5.999999931640975,0.4999999979218548,-0.175,6.0,0.5,-0.175,-6.835902510715641e-08,-2.078145211470428e-09,0.0,5.999999973946074,0.4999999993736509,-0.175,True,5.661319437252145e-10,7.746070827050126,7.050849860535639e-09,1.4654778735143498e-15
AB,matched,98,100,5.999999927919376,0.49999999767690234,-0.083,6.0,0.5,-0.083,-7.208062413610605e-08,-2.3230976586852137e-09,0.0,5.999999965676421,0.49999999894740216,-0.083,True,4.5438845023104787e-10,7.894679011458573,6.292840951021938e-09,1.4286209234993836e-15
AB,matched,99,100,5.999999928726037,0.49999999686205143,0.013,6.0,0.5,0.013,-7.1273962731766e-08,-3.1379485676552576e-09,0.0,5.9999999619352575,0.49999999795731753,0.013,True,3.5930210585982525e-10,8.0502609064871,5.534870078883895e-09,1.292522307242386e-15
AB,matched,100,100,6.999999905050124,0.49999999748710483,-0.31,7.0,0.5,-0.31,-9.494987640579211e-08,-2.5128951697261925e-09,0.0,6.999999959680162,0.4999999991260698,-0.31,True,6.987485109769988e-10,7.59969142314625,7.804291226507739e-09,1.1180587489235004e-15
AB,matched,101,100,5.999999989935482,0.499999999567078,0.195,6.0,0.5,0.195,-1.0064518107810727e-08,-4.3292197604571925e-10,0.0,6.000000014989064,0.5000000003633553,0.195,True,2.2400009769766602e-10,8.344746963866157,4.1755970428779685e-09,1.486179311251564e-15
AB,matched,102,100,5.99999994935617,0.49999999842215065,-0.23,6.0,0.5,-0.23,-5.0643829574426036e-08,-1.577849351175331e-09,0.0,5.999999994402158,0.49999999998663147,-0.23,True,6.436301057718072e-10,7.657316434883997,7.507664571111092e-09,9.909596814157725e-16
AB,matched,103,100,5.999999962890431,0.499999998521968,-0.268,6.0,0.5,-0.268,-3.7109568751247934e-08,-1.4780319745888448e-09,0.0,6.000000009822956,0.5000000001654987,-0.268,True,7.022812286811288e-10,7.596114489070909,7.822087409420783e-09,1.055975833846753e-15
AB,matched,104,100,5.999999996506962,0.5000000015988599,-0.213,6.0,0.5,-0.213,-3.4930378589592692e-09,1.5988599333383036e-09,0.0,6.000000040673983,0.5000000031271125,-0.213,True,6.182687884358964e-10,7.684880064934368,7.3611701420167874e-09,1.0386717137091672e-15
AB,matched,105,100,5.99999990809842,0.4999999959274586,-0.19,6.0,0.5,-0.19,-9.190157967964296e-08,-4.072541415212072e-09,0.0,5.999999951112621,0.4999999974084411,-0.19,True,5.858815698728384e-10,7.721939795532048,7.169033573391686e-09,1.2359815780828534e-15
AB,matched,106,100,6.999999983104482,0.499999999044618,-0.585,7.0,0.5,-0.585,-1.6895517873649624e-08,-9.553819957375254e-10,0.0,7.000000051864923,0.5000000012203494,-0.585,True,1.1945569447006903e-09,7.2193747399063115,9.822920055312653e-09,1.3275108103420615e-15
AB,matched,107,100,5.999999899857378,0.49999999675681855,0.244,6.0,0.5,0.244,-1.0014262219470993e-07,-3.2431814456224117e-09,0.0,5.999999922820988,0.49999999747957435,0.244,True,1.9547160359392424e-10,8.424041800977937,3.82726847733716e-09,2.049467741616392e-15
AB,matched,108,100,5.999999940300848,0.4999999985426052,0.561,6.0,0.5,0.561,-5.969915228831724e-08,-1.457394815940205e-09,0.0,5.999999769984525,0.4999999934981919,0.561,True,7.106915693996894e-11,8.937786198462012,2.8386054086241848e-08,2.092966693260126e-15
AB,matched,109,100,7.9999998842483135,0.4999999961383234,-0.664,8.0,0.5,-0.664,-1.1575168645805434e-07,-3.861676589611562e-09,0.0,7.999999962571284,0.4999999983051688,-0.664,True,1.1850144908294216e-09,7.22486495482289,9.790371337256678e-09,1.5258038889921923e-15
AB,matched,110,100,5.999999938165472,0.4999999975173725,-0.238,6.0,0.5,-0.238,-6.183452772035025e-08,-2.4826274924727443e-09,0.0,5.999999983567236,0.49999999909695725,-0.238,True,6.549829731754645e-10,7.6444606258812335,7.566960708397794e-09,1.3931245671356687e-15
AB,matched,111,100,5.9999999357766525,0.499999997075052,0.673,6.0,0.5,0.673,-6.422334752897996e-08,-2.9249480060222766e-09,0.0,6.000000146966466,0.5000000032021974,0.673,True,4.532737275529428e-11,9.119687391285373,3.519830133665541e-08,1.7411799357391787e-15
AB,matched,112,100,7.999999908534953,0.4999999980908775,-0.659,8.0,0.5,-0.659,-9.146504709178771e-08,-1.9091225267331424e-09,0.0,7.999999986600899,0.5000000002487079,-0.659,True,1.1750240473021852e-09,7.230994031726736,9.758243229819697e-09,1.5265677698163913e-15
AB,matched,113,100,6.999999908427888,0.49999999730797945,-0.872,7.0,0.5,-0.872,-9.157211167121204e-08,-2.6920205509206596e-09,0.0,6.999999992026164,0.5000000001134081,-0.872,True,2.082503536200032e-09,6.823489346284531,1.1942610850369062e-08,8.861331400063188e-16
AB,matched,114,100,6.999999924474987,0.49999999813856877,-0.584,7.0,0.5,-0.584,-7.552501291030467e-08,-1.8614312313758319e-09,0.0,6.999999993126866,0.5000000003104191,-0.584,True,1.1911840561699839e-09,7.220869701492651,9.807411273688753e-09,2.1823713244903968e-15
AB,matched,115,100,5.999999934171126,0.49999999699888575,0.234,6.0,0.5,0.234,-6.582887390749192e-08,-3.001114246004022e-09,0.0,5.999999957561333,0.49999999773654424,0.234,True,2.0108940873603546e-10,8.407987877705587,3.898367878325627e-09,1.4447738958863825e-15
AB,matched,116,100,5.999999899424581,0.4999999971977968,0.562,6.0,0.5,0.562,-1.0057541910413192e-07,-2.8022031917096513e-09,0.0,5.999999727981301,0.4999999921212811,0.562,True,7.077908530503132e-11,8.939311826649156,2.857388048181474e-08,1.8970622892031433e-15
AB,matched,117,100,7.999999894925503,0.49999999648030696,-0.666,8.0,0.5,-0.666,-1.0507449665908553e-07,-3.519693037024041e-09,0.0,7.999999973364116,0.49999999865112227,-0.666,True,1.1892436049294127e-09,7.222384037243778,9.804826649921803e-09,2.0312110337694905e-15
AB,matched,118,100,5.9999999617930895,0.4999999993438348,-0.212,6.0,0.5,-0.212,-3.820691052425218e-08,-6.561651777481359e-10,0.0,6.000000005946625,0.500000000871265,-0.212,True,6.173826916761657e-10,7.686370637763831,7.3589226491336285e-09,1.2350401231059454e-15
AB,matched,119,100,6.000000000898714,0.5000000000495612,-0.191,6.0,0.5,-0.191,8.987139921146081e-10,4.956124399768669e-11,0.0,6.000000043977111,0.5000000015330928,-0.191,True,5.874246901733787e-10,7.720507678676481,7.17973275565834e-09,1.1041528691833575e-15
