dataset,case,scope,atoms,rows,search_counter_scope,profile_evaluations,accepted_updates,search_reference_solves,endpoint_reference_solves,audit_reference_solves,post_search_trust_reference_solves,refreshed_assessment_reference_solves,precision_reference_pairs_requested,boundary_reference_pairs_requested,boundary_seconds,refreshed_assessment_seconds,search_seconds,search_reference_seconds_nested,endpoint_audit_seconds,audit_seconds,precision_seconds_nested,process_peak_rss_bytes
weak-1e-2,wider-float32,assembled,12,7451,sum-of-components,10,9,10,13,1,0,0,0,0,0,6.25e-07,0,0,0.038439333,0.007642333,0,47710208
weak-1e-2,wider-float32,1,12,7451,this-search,10,9,10,13,1,1,0,0,0,0,1.625e-06,0.099323708,0.039246752,0.035734125,0.008864584,0,48267264
weak-1e-2,mixed-float32,monolithic,12,7451,this-search,9,8,9,13,1,0,0,0,0,0,8.75e-07,0.080790291,0.03454725,0.036276625,0.009111416,0,50003968
weak-1e-2,mixed-float32,assembled,12,7451,sum-of-components,9,8,9,13,1,0,0,0,0,0,5e-07,0,0,0.038788333,0.007474916,0,47710208
weak-1e-2,mixed-float32,1,12,7451,this-search,9,8,9,13,1,1,0,0,0,0,9.16e-07,0.08034975,0.034485291,0.035679458,0.009012917,0,50003968
weak-1e-4,first-stage-double,monolithic,12,7451,this-search,9,8,9,13,103,0,0,1,0,0,1.708e-06,0.088282792,0.035971457,0.037321791,13.967390125,13.438620417,167329792
weak-1e-4,first-stage-double,assembled,12,7451,sum-of-components,9,8,9,13,103,0,0,1,0,0,1.167e-06,0,0,0.039843916,0.645968834,0.117991125,173047808
weak-1e-4,first-stage-double,1,12,7451,this-search,9,8,9,13,103,1,0,1,0,0,4.459e-06,0.088653167,0.036205958999999996,0.036546291,0.638189375,0.116658291,173178880
weak-1e-4,narrower-double,monolithic,12,7451,this-search,9,8,9,13,103,0,0,1,0,0,1.208e-06,0.083146708,0.03543212600000001,0.037633375,13.954506709,13.425829375,179634176
weak-1e-4,narrower-double,assembled,12,7451,sum-of-components,9,8,9,13,103,0,0,1,0,0,8.33e-07,0,0,0.039451542,0.635009416,0.117871834,180125696
weak-1e-4,narrower-double,1,12,7451,this-search,9,8,9,13,103,1,0,1,0,0,3.75e-06,0.083420958,0.035344917000000003,0.036693125,0.64048275,0.117217208,180142080
weak-1e-4,wider-double,monolithic,12,7451,this-search,11,9,11,13,103,0,0,1,0,0,1.083e-06,0.112823709,0.044188166,0.037031,13.932184542,13.403431916,180715520
weak-1e-4,wider-double,assembled,12,7451,sum-of-components,11,9,11,13,103,0,0,1,0,0,1.25e-06,0,0,0.038380209,0.64635425,0.118170208,180715520
weak-1e-4,wider-double,1,12,7451,this-search,11,9,11,13,103,1,0,1,0,0,1.208e-06,0.110538542,0.043212918,0.035934417,0.66740075,0.121650541,187351040
weak-1e-4,mixed-double,monolithic,12,7451,this-search,11,9,11,13,103,0,0,1,0,0,1.125e-06,0.102083208,0.042920957,0.036143541,13.936369583,13.413747416,187416576
weak-1e-4,mixed-double,assembled,12,7451,sum-of-components,11,9,11,13,103,0,0,1,0,0,1.083e-06,0,0,0.03994475,0.640189,0.116410333,187416576
weak-1e-4,mixed-double,1,12,7451,this-search,11,9,11,13,103,1,0,1,0,0,1.209e-06,0.100532833,0.042166457000000004,0.036587291,0.636776292,0.116796834,187432960
weak-1e-4,first-stage-float32,monolithic,12,7451,this-search,8,6,9,13,103,0,0,1,0,0,1e-06,0.082192459,0.035213752,0.037081708,13.946233209,13.42280075,187432960
weak-1e-4,first-stage-float32,assembled,12,7451,sum-of-components,8,6,9,13,103,0,0,1,0,0,1.25e-06,0,0,0.038729958,0.633091416,0.116243,187432960
weak-1e-4,first-stage-float32,1,12,7451,this-search,8,6,9,13,103,1,0,1,0,0,1.291e-06,0.083285042,0.035964958,0.036580666,0.636322125,0.116469375,187432960
weak-1e-4,narrower-float32,monolithic,12,7451,this-search,10,7,11,13,103,0,0,1,0,0,1.25e-06,0.091627,0.04198529100000001,0.036218125,13.917296,13.387407834,187432960
weak-1e-4,narrower-float32,assembled,12,7451,sum-of-components,10,7,11,13,103,0,0,1,0,0,1.208e-06,0,0,0.038653667,0.636758167,0.117051125,187432960
weak-1e-4,narrower-float32,1,12,7451,this-search,10,7,11,13,103,1,0,1,0,0,1.375e-06,0.092152084,0.042291249999999996,0.036221333,0.6440845,0.116331209,187432960
weak-1e-4,wider-float32,monolithic,12,7451,this-search,11,9,11,13,103,0,0,1,0,0,1.125e-06,0.109976167,0.043248709,0.036651167,13.995744833,13.471797416,187432960
weak-1e-4,wider-float32,assembled,12,7451,sum-of-components,11,9,11,13,103,0,0,1,0,0,7.92e-07,0,0,0.038470417,0.6435125,0.118067834,187432960
weak-1e-4,wider-float32,1,12,7451,this-search,11,9,11,13,103,1,0,1,0,0,1.333e-06,0.110453375,0.043018496,0.036089834,0.644815333,0.118648708,187432960
weak-1e-4,mixed-float32,monolithic,12,7451,this-search,11,8,12,13,103,0,0,1,0,0,1.125e-06,0.1030745,0.0466065,0.036642709,13.875336166,13.331156292,187432960
weak-1e-4,mixed-float32,assembled,12,7451,sum-of-components,11,8,12,13,103,0,0,1,0,0,1.083e-06,0,0,0.039326666,0.636108125,0.115952916,187432960
weak-1e-4,mixed-float32,1,12,7451,this-search,11,8,12,13,103,1,0,1,0,0,1.375e-06,0.104261791,0.04708604300000001,0.035920708,0.638406708,0.116453667,187432960
zero-signal,first-stage-double,monolithic,12,7451,this-search,6,5,6,13,103,0,0,0,0,0,1.125e-06,0.05614375,0.023500917,0.036450625,0.558380334,0,46710784
zero-signal,first-stage-double,assembled,12,7451,sum-of-components,6,5,6,13,103,0,0,0,0,0,3.125e-06,0,0,0.038646458,0.548183958,0,42844160
zero-signal,first-stage-double,1,12,7451,this-search,6,5,6,13,103,1,0,0,0,0,1.209e-06,0.056267584,0.023708874,0.03618125,0.549478709,0,46792704
zero-signal,narrower-double,monolithic,12,7451,this-search,7,5,7,13,103,0,0,0,0,0,9.17e-07,0.063891084,0.026957415,0.036855375,0.558842875,0,46858240
zero-signal,narrower-double,assembled,12,7451,sum-of-components,7,5,7,13,103,0,0,0,0,0,9.17e-07,0,0,0.038749666,0.581421166,0,49594368
zero-signal,narrower-double,1,12,7451,this-search,7,5,7,13,103,1,0,0,0,0,1.458e-06,0.063953042,0.026978918000000005,0.036396542,0.558542875,0,51331072
zero-signal,wider-double,monolithic,12,7451,this-search,8,7,8,13,103,0,0,0,0,0,1.166e-06,0.07830675,0.031095042000000003,0.036531875,0.54778925,0,51462144
zero-signal,wider-double,assembled,12,7451,sum-of-components,8,7,8,13,103,0,0,0,0,0,7.91e-07,0,0,0.038591,0.545751041,0,52183040
zero-signal,wider-double,1,12,7451,this-search,8,7,8,13,103,1,0,0,0,0,2.208e-06,0.078086667,0.030942540999999997,0.036162167,0.545683125,0,52183040
zero-signal,mixed-double,monolithic,12,7451,this-search,7,5,7,13,103,0,0,0,0,0,9.59e-07,0.067227792,0.027088332,0.03771875,0.550820958,0,52527104
zero-signal,mixed-double,assembled,12,7451,sum-of-components,7,5,7,13,103,0,0,0,0,0,8.34e-07,0,0,0.039831792,0.549183084,0,52592640
zero-signal,mixed-double,1,12,7451,this-search,7,5,7,13,103,1,0,0,0,0,1.125e-06,0.066700542,0.026758749000000002,0.037106625,0.551082917,0,52625408
zero-signal,first-stage-float32,monolithic,12,7451,this-search,20,9,21,13,103,0,0,0,0,0,1.083e-06,0.162419625,0.080751544,0.036566792,0.537562292,0,52805632
zero-signal,first-stage-float32,assembled,12,7451,sum-of-components,20,9,21,13,103,0,0,0,0,0,7.92e-07,0,0,0.038791291,0.535408459,0,52822016
zero-signal,first-stage-float32,1,12,7451,this-search,20,9,21,13,103,1,0,0,0,0,1.208e-06,0.161930333,0.080654334,0.036316417,0.537814458,0,53084160
zero-signal,narrower-float32,monolithic,12,7451,this-search,25,13,27,13,103,0,0,0,0,0,9.16e-07,0.20771325,0.102654961,0.036857583,0.536837917,0,53313536
zero-signal,narrower-float32,assembled,12,7451,sum-of-components,25,13,27,13,103,0,0,0,0,0,8.33e-07,0,0,0.0386475,0.536528875,0,53313536
zero-signal,narrower-float32,1,12,7451,this-search,25,13,27,13,103,1,0,0,0,0,1.292e-06,0.208199208,0.103740667,0.03615525,0.538641125,0,53346304
zero-signal,wider-float32,monolithic,12,7451,this-search,29,17,29,13,103,0,0,0,0,0,1e-06,0.24189625,0.11126158300000001,0.036773291,0.538249583,0,54919168
zero-signal,wider-float32,assembled,12,7451,sum-of-components,29,17,29,13,103,0,0,0,0,0,1.042e-06,0,0,0.038728417,0.536099917,0,54919168
zero-signal,wider-float32,1,12,7451,this-search,29,17,29,13,103,1,0,0,0,0,1.375e-06,0.242580791,0.111325956,0.036188417,0.537539917,0,54984704
zero-signal,mixed-float32,monolithic,12,7451,this-search,31,19,32,13,103,0,0,0,0,0,1e-06,0.261915041,0.12291162499999998,0.03646875,0.539251209,0,55181312
zero-signal,mixed-float32,assembled,12,7451,sum-of-components,31,19,32,13,103,0,0,0,0,0,1.083e-06,0,0,0.038797916,0.535358042,0,55181312
zero-signal,mixed-float32,1,12,7451,this-search,31,19,32,13,103,1,0,0,0,0,1.291e-06,0.261212542,0.12253420899999999,0.03607375,0.534088167,0,55197696
