state_id,alpha,qualified,reason,stationarity,variance,objective,branch_sensitive,primary_iterations,reference_iterations,rank,condition,minimum_singular,effective_n,effective_fraction,maximum_row_share,top_one_percent_share,grid_rmse,matched_sample_rmse,seconds
baseline-best-28,0,True,qualified,1.886515486964393e-11,1.632787701757339e-07,-6.394964892029796,False,1,0,336,8.237918726284901,0.2763868158361953,3768656.0,1.0,2.6534658509558844e-07,0.010000116752497443,0.0004040776783933434,0.0011555522911304902,172.451420042
baseline-best-28,0.1,False,budget-exhausted,0.0003566944687727371,8.776526124070214e-09,-10.209726008541281,False,100,0,336,7.62823863156954,0.3009687756704823,3458998.2616701503,0.917833376585751,3.004094370691428e-07,0.011321512712656443,0.0015384438189166296,0.005140300514961824,663.07352825
baseline-best-28,0.5,False,budget-exhausted,0.0015552872238328384,1.8128087290791306e-11,-150.56298864166124,False,100,0,336,4.306420467182477,0.44836739370580303,1777761.2967522535,0.4717228892083155,6.053988628423071e-07,0.022814914106625037,0.0009535752454773352,0.0032245661338560806,660.966251708
baseline-best-28,1,False,budget-exhausted,0.001849689413062714,8.083655910110147e-11,-7640.143570016691,False,100,0,336,6.348522908865251,0.30781793422768666,1784854.8790656389,0.4736051470512668,6.035306689448788e-07,0.022744574166585756,0.0006521125696917285,0.002283880160070105,654.409675958
