state_id,serial_id,prediction,metric,n,bias,rmse,p99,max
baseline-best-28,134,analytic,total,200,-0.0017576499529730553,0.059144011733299195,0.212099661503544,0.31637237638005955
baseline-best-28,134,matched,estimation,200,0.0028540216429039835,0.00328069480922317,0.005384714292085757,0.005472227130137952
baseline-best-28,134,matched,operator,200,0.0,0.0,0.0,0.0
baseline-best-28,134,matched,total,200,0.0028540216429039835,0.00328069480922317,0.005384714292085757,0.005472227130137952
baseline-best-28,135,analytic,estimation,200,-0.0010241510195835315,0.0015191846423363875,0.0034527564429891466,0.0035920928252198836
baseline-best-28,135,analytic,operator,200,0.00669991816188427,0.05966435193718143,0.1862864939316266,0.2033473658552472
baseline-best-28,135,analytic,total,200,0.005675767142300738,0.05973170965117316,0.18773875276649415,0.20340099798155045
baseline-best-28,135,matched,estimation,200,-0.0010683630947390856,0.0015410595345143753,0.003435195794177462,0.003511579436579537
baseline-best-28,135,matched,operator,200,0.0,0.0,0.0,0.0
baseline-best-28,135,matched,total,200,-0.0010683630947390856,0.0015410595345143753,0.003435195794177462,0.003511579436579537
baseline-best-28,136,analytic,estimation,200,-0.0008004248332649955,0.0015684635289942895,0.0035156102408768763,0.0035344590913779506
baseline-best-28,136,analytic,operator,200,0.0005199481961812606,0.035786068405662404,0.14112488805184337,0.17087847343911888
baseline-best-28,136,analytic,total,200,-0.000280476637083735,0.036009376156071686,0.14162479550644935,0.170557959584219
baseline-best-28,136,matched,estimation,200,-0.0008162904217042372,0.0015623561773393574,0.0035157251624669053,0.003534419803357919
baseline-best-28,136,matched,operator,200,0.0,0.0,0.0,0.0
baseline-best-28,136,matched,total,200,-0.0008162904217042372,0.0015623561773393574,0.0035157251624669053,0.003534419803357919
baseline-best-28,137,analytic,estimation,200,0.0009742247060520601,0.0015280789212189306,0.0030412315087138264,0.0030572981328922944
baseline-best-28,137,analytic,operator,200,0.0032658497994174146,0.029931901072040953,0.13811725471146813,0.15158916497006708
baseline-best-28,137,analytic,total,200,0.004240074505469474,0.03012771187878657,0.13995848015053486,0.15318153187640954
baseline-best-28,137,matched,estimation,200,0.0009695942948040672,0.0015205657050883336,0.00311696057912092,0.0031241396902148555
baseline-best-28,137,matched,operator,200,0.0,0.0,0.0,0.0
baseline-best-28,137,matched,total,200,0.0009695942948040672,0.0015205657050883336,0.00311696057912092,0.0031241396902148555
baseline-best-28,138,analytic,estimation,200,0.0002499182499812215,0.0010571124012840579,0.0023705833208997884,0.002682183959357709
baseline-best-28,138,analytic,operator,200,0.004270352112437683,0.06367730524483496,0.22144933992186244,0.24602680284705106
baseline-best-28,138,analytic,total,200,0.004520270362418905,0.06395383578816292,0.22334458615448083,0.2456225626933042
baseline-best-28,138,matched,estimation,200,0.00022889199948481333,0.0010188895442713028,0.0023455154953415103,0.0024135156888307474
baseline-best-28,138,matched,operator,200,0.0,0.0,0.0,0.0
baseline-best-28,138,matched,total,200,0.00022889199948481333,0.0010188895442713028,0.0023455154953415103,0.0024135156888307474
baseline-best-28,139,analytic,estimation,200,-0.00017012639134703238,0.00045797521191678073,0.0013032355947149021,0.0014717269874946481
baseline-best-28,139,analytic,operator,200,0.004318272582946029,0.029845458557437882,0.13517038111916754,0.20112240703900677
baseline-best-28,139,analytic,total,200,0.004148146191598996,0.029826729777333253,0.13445925974775452,0.20073298366991502
baseline-best-28,139,matched,estimation,200,-0.000169848824948525,0.0004473200135876059,0.0013022028580778056,0.001425817650241079
baseline-best-28,139,matched,operator,200,0.0,0.0,0.0,0.0
baseline-best-28,139,matched,total,200,-0.000169848824948525,0.0004473200135876059,0.0013022028580778056,0.001425817650241079
baseline-best-28,140,analytic,estimation,200,-0.0009529321100732451,0.0012648901971286579,0.003293716222504184,0.0035055891401477024
baseline-best-28,140,analytic,operator,200,0.0029448942605945698,0.03012029843336163,0.11635858958158071,0.18232245433341676
baseline-best-28,140,analytic,total,200,0.001991962150521325,0.03002620391892202,0.1175967417298385,0.18124239780363116
baseline-best-28,140,matched,estimation,200,-0.0009626943282185884,0.0012819049352753146,0.00331023136357822,0.0034998974003956906
baseline-best-28,140,matched,operator,200,0.0,0.0,0.0,0.0
baseline-best-28,140,matched,total,200,-0.0009626943282185884,0.0012819049352753146,0.00331023136357822,0.0034998974003956906
baseline-best-28,141,analytic,estimation,200,0.0005975661624024637,0.0015036856354869233,0.0028130661757928,0.003020911094029244
baseline-best-28,141,analytic,operator,200,0.0010301372097081534,0.04585145037616596,0.15729088044402684,0.18643554689820896
baseline-best-28,141,analytic,total,200,0.001627703372110617,0.046076580813333656,0.15855822136010544,0.18859010966467593
baseline-best-28,141,matched,estimation,200,0.000584060609253774,0.0014841391673656294,0.0028303944972750683,0.003177791919990791
baseline-best-28,141,matched,operator,200,0.0,0.0,0.0,0.0
baseline-best-28,141,matched,total,200,0.000584060609253774,0.0014841391673656294,0.0028303944972750683,0.003177791919990791
baseline-best-28,142,analytic,estimation,200,0.0017244428356250566,0.0022636056937766803,0.005399949657992231,0.005422582953462096
baseline-best-28,142,analytic,operator,200,-0.0027893648064049796,0.048657199686133815,0.17772372843522466,0.2289426883528496
