effective_n,effective_fraction,maximum_row_share,top_one_percent_share,underflow_count,owner,alpha,rows,variance,scale_equation,denominator,denominator_margin,log_prefactor,scaled_prefactor,linear_weight_share,seed,serial_id
38921.586415345024,0.5944495825176789,2.7259196717352617e-05,0.017854458036195293,12406,88,0.2,65475,2.2855284410970505e-10,-0.0036378598601497863,26723.162759773266,0.40814299747649124,8.204325235163635,1.5953238430033998e-07,1.9760065723620556e-07,checkpoint,89
33840.44609068013,0.516932147297448,3.251150465161429e-05,0.021294070836331343,14675,89,0.7,65464,7.098969168498827e-10,-0.0007332216465735654,10084.214590155318,0.15404213904062258,12.11311846056697,7.950898048824346e-06,8.257178896369402e-06,checkpoint,90
46736.23063178734,0.7141298897056664,2.2896732634858175e-05,0.014996846819017282,8704,90,0.2,65445,2.1062249057671634e-10,-0.002236835557847297,33717.21404429296,0.5151992366764911,8.294653598499538,1.7461355959792907e-07,2.5748802450812293e-07,checkpoint,91
35600.0671933613,0.5438944479078635,3.0822323440018974e-05,0.02018837600392689,8261,91,0.6,65454,4.416805816427801e-09,-0.000862648627663387,13039.293523412032,0.19921308893898054,8.714777433587834,2.6578803664489417e-07,2.911539175361769e-07,checkpoint,92
36049.767697855685,0.5507733441989776,2.970437242180111e-05,0.01945626342953173,7784,92,0.30000000000000004,65453,4.6560227121611244e-09,-0.0025135377619414844,20417.520925483368,0.3119417127631028,5.83650100405967,1.4945686157763843e-08,1.698822716023733e-08,checkpoint,93
65462.0,1.0,1.527603800678256e-05,0.010005804894442577,0,93,0.0,65462,1.0203517092524183e-05,-6.435499633525724e-15,65462.0,1.0,-4.720410995885349,3.887829679434238e-13,8.593084513119916e-13,checkpoint,94
38261.168882499835,0.5849794954973525,2.961888070639596e-05,0.019399655406947117,8300,94,1.0,65406,2.1957661561955263e-09,-0.00038075811709503693,10637.73507325896,0.16264157834539583,13.466977599424027,3.078858558063661e-05,3.509729757768087e-05,checkpoint,95
38100.893005806465,0.5825468320868213,2.9219012925917677e-05,0.019138195967253375,8700,95,0.7,65404,2.362695571723687e-09,-0.0005156589902845933,13569.111727427256,0.207466083533534,10.490743216472753,1.5697394345136947e-06,1.8139053032524653e-06,checkpoint,96
45256.666315311704,0.6917969751190282,2.4266944747754553e-05,0.015894816870585193,2492,96,0.4,65419,7.556419009838408e-09,-0.0021640028183317482,25411.420073481804,0.3884409739293142,6.19740695071244,2.1441507656514144e-08,2.983271647205407e-08,checkpoint,97
52920.963247518725,0.8087685797524028,2.007654301253729e-05,0.013150127953324937,939,97,0.2,65434,4.9542140568819066e-09,-0.004013106858956069,39853.90596650183,0.6090702993321794,4.821102618424134,5.414195611624213e-09,9.105369858321778e-09,checkpoint,98
48536.58433486083,0.7417866538522563,2.2752242892185333e-05,0.014902699759320808,736,98,0.4,65432,1.1735151558233916e-08,-0.003116669203968789,28151.67275834637,0.4302431953531356,5.6689786407209715,1.2640429196213924e-08,1.875815790685398e-08,checkpoint,99
55101.59165353866,0.8417597258407983,1.9254031329945754e-05,0.012611384662071947,257,99,0.2,65460,4.351184641005124e-09,-0.00392782912851434,41977.753440151224,0.6412733492232084,4.963474790115862,6.2425983186635804e-09,1.0947029776971325e-08,checkpoint,100
65471.0,1.0,1.5273938079455025e-05,0.010004429442043042,0,100,0.0,65471,5.666429712756276e-07,-7.217306012689009e-16,65471.0,1.0,-1.8297901430526693,6.999836829746434e-12,1.547353256843416e-11,checkpoint,101
34844.76765855643,0.5323225222059402,3.15362913538505e-05,0.020655316190889183,5503,101,0.8999999999999999,65458,4.8894280262663e-10,-3.082930745319573e-05,9215.076931149744,0.14077846758455412,14.687905854247058,0.00010438356900815446,0.0001117568378156044,checkpoint,102
65438.0,1.0,1.528164063693878e-05,0.010009474617194902,0,102,0.0,65438,2.8260589205221406e-07,2.5654841869043034e-16,65438.0,1.0,-1.1336098703939932,1.4042200420242697e-11,3.102542698971583e-11,checkpoint,103
35524.56211424097,0.5428238205831089,3.119737178688864e-05,0.020433223038697806,5910,103,0.8999999999999999,65444,2.2067380014626031e-10,-0.0001600689003019135,9564.371147630693,0.14614588270323778,15.841681640023229,0.0003309105389792481,0.00035813368591099717,checkpoint,104
37983.773820154354,0.5797810211581396,2.8989937824798586e-05,0.019015717616428764,5742,104,0.5,65514,1.2684569508462247e-10,5.2851376306173314e-05,16664.07497267412,0.25435899155408187,12.217074932252627,8.82193607959849e-06,1.0274701302413344e-05,checkpoint,105
42850.36527283255,0.6547738531673754,2.4634163669784656e-05,0.01613533237338682,2337,105,0.2,65443,7.946889130666104e-09,-0.0023645812340412436,30637.195481297513,0.4681508409042604,4.301168875099388,3.219063819241139e-09,4.41208983726759e-09,checkpoint,106
36975.08586134348,0.5649191141805213,3.0516787141903392e-05,0.019987803774780738,9212,106,1.0,65452,2.7605066575562996e-09,-0.0003193816554193374,9628.072812071952,0.1471012774563337,13.122949743132503,2.1826310963291867e-05,2.4148719804125524e-05,checkpoint,107
