dataset,variant,case,check,value,threshold,comparison,source,status
heterogeneous-168,legacy,first-stage-double,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,legacy,first-stage-double,primary_projected_kkt,1.5681900222830336e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,legacy,first-stage-double,primary_b_gradient_inf,2.52525794820369e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,legacy,first-stage-double,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,legacy,first-stage-double,reference_projected_kkt,2.5246731788497456e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,legacy,first-stage-double,reference_b_gradient_inf,1.9544618916245129e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,legacy,first-stage-double,coefficient_agreement,1.5606563660444857e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,legacy,first-stage-double,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,legacy,first-stage-double,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,legacy,first-stage-double,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,legacy,first-stage-double,legacy_local_correction,1.0631046132350479e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,legacy,narrower-double,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,legacy,narrower-double,primary_projected_kkt,1.4710455076283324e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,legacy,narrower-double,primary_b_gradient_inf,2.4402267560596773e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,legacy,narrower-double,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,legacy,narrower-double,reference_projected_kkt,1.7763568394002505e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,legacy,narrower-double,reference_b_gradient_inf,1.7910775629177682e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,legacy,narrower-double,coefficient_agreement,2.144316470418838e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,legacy,narrower-double,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,legacy,narrower-double,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,legacy,narrower-double,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,legacy,narrower-double,legacy_local_correction,1.4869234629390805e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,legacy,wider-double,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,legacy,wider-double,primary_projected_kkt,1.5681900222830336e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,legacy,wider-double,primary_b_gradient_inf,2.52525794820369e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,legacy,wider-double,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,legacy,wider-double,reference_projected_kkt,2.5246731788497456e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,legacy,wider-double,reference_b_gradient_inf,1.9544618916245129e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,legacy,wider-double,coefficient_agreement,1.5606563660444857e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,legacy,wider-double,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,legacy,wider-double,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,legacy,wider-double,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,legacy,wider-double,legacy_local_correction,1.0631046132350479e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,legacy,mixed-double,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,legacy,mixed-double,primary_projected_kkt,1.8041124150158794e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,legacy,mixed-double,primary_b_gradient_inf,4.4389781449594073e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,legacy,mixed-double,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,legacy,mixed-double,reference_projected_kkt,1.949829186997931e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,legacy,mixed-double,reference_b_gradient_inf,2.512790251803794e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,legacy,mixed-double,coefficient_agreement,2.918300521871792e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,legacy,mixed-double,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,legacy,mixed-double,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,legacy,mixed-double,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,legacy,mixed-double,legacy_local_correction,2.4763693500945595e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,legacy,first-stage-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,legacy,first-stage-float32,primary_projected_kkt,1.9012569296705806e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,legacy,first-stage-float32,primary_b_gradient_inf,3.0117404148902356e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,legacy,first-stage-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,legacy,first-stage-float32,reference_projected_kkt,1.6514567491299204e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,legacy,first-stage-float32,reference_b_gradient_inf,2.0500766994677179e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,legacy,first-stage-float32,coefficient_agreement,1.9413042693049114e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,legacy,first-stage-float32,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,legacy,first-stage-float32,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,legacy,first-stage-float32,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,legacy,first-stage-float32,legacy_local_correction,2.169223700482347e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,legacy,narrower-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,legacy,narrower-float32,primary_projected_kkt,1.915134717478395e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,legacy,narrower-float32,primary_b_gradient_inf,2.8463343271762037e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,legacy,narrower-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,legacy,narrower-float32,reference_projected_kkt,1.6132928326584306e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,legacy,narrower-float32,reference_b_gradient_inf,3.0504578459566773e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,legacy,narrower-float32,coefficient_agreement,1.9428902889027946e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,legacy,narrower-float32,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,legacy,narrower-float32,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,legacy,narrower-float32,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,legacy,narrower-float32,legacy_local_correction,2.0440268441334533e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,legacy,wider-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,legacy,wider-float32,primary_projected_kkt,1.609823385706477e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,legacy,wider-float32,primary_b_gradient_inf,3.736291194523873e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,legacy,wider-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,legacy,wider-float32,reference_projected_kkt,1.6514567491299204e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,legacy,wider-float32,reference_b_gradient_inf,2.33626083650972e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,legacy,wider-float32,coefficient_agreement,2.1570047325044574e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,legacy,wider-float32,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,legacy,wider-float32,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,legacy,wider-float32,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,legacy,wider-float32,legacy_local_correction,2.347092481945805e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,legacy,mixed-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,legacy,mixed-float32,primary_projected_kkt,1.887379141862766e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,legacy,mixed-float32,primary_b_gradient_inf,3.468373851509973e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,legacy,mixed-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,legacy,mixed-float32,reference_projected_kkt,1.2906342661267445e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,legacy,mixed-float32,reference_b_gradient_inf,2.123603356525232e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,legacy,mixed-float32,coefficient_agreement,3.030908861854304e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,legacy,mixed-float32,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,legacy,mixed-float32,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,legacy,mixed-float32,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,legacy,mixed-float32,legacy_local_correction,2.2671069355203705e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,guarded,first-stage-double,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,guarded,first-stage-double,primary_projected_kkt,1.5681900222830336e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,guarded,first-stage-double,primary_b_gradient_inf,2.52525794820369e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,guarded,first-stage-double,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,guarded,first-stage-double,reference_projected_kkt,2.5246731788497456e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,guarded,first-stage-double,reference_b_gradient_inf,1.9544618916245129e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,guarded,first-stage-double,coefficient_agreement,1.5606563660444857e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,guarded,first-stage-double,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,guarded,first-stage-double,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,guarded,first-stage-double,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,guarded,first-stage-double,legacy_local_correction,1.0631046132350479e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,guarded,narrower-double,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,guarded,narrower-double,primary_projected_kkt,1.4710455076283324e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,guarded,narrower-double,primary_b_gradient_inf,2.4402267560596773e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,guarded,narrower-double,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,guarded,narrower-double,reference_projected_kkt,1.7763568394002505e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,guarded,narrower-double,reference_b_gradient_inf,1.7910775629177682e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,guarded,narrower-double,coefficient_agreement,2.144316470418838e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,guarded,narrower-double,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,guarded,narrower-double,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,guarded,narrower-double,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,guarded,narrower-double,legacy_local_correction,1.4869234629390805e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,guarded,wider-double,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,guarded,wider-double,primary_projected_kkt,1.5681900222830336e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,guarded,wider-double,primary_b_gradient_inf,2.52525794820369e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,guarded,wider-double,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,guarded,wider-double,reference_projected_kkt,2.5246731788497456e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,guarded,wider-double,reference_b_gradient_inf,1.9544618916245129e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,guarded,wider-double,coefficient_agreement,1.5606563660444857e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,guarded,wider-double,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,guarded,wider-double,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,guarded,wider-double,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,guarded,wider-double,legacy_local_correction,1.0631046132350479e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,guarded,mixed-double,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,guarded,mixed-double,primary_projected_kkt,1.8041124150158794e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,guarded,mixed-double,primary_b_gradient_inf,4.4389781449594073e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,guarded,mixed-double,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,guarded,mixed-double,reference_projected_kkt,1.949829186997931e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,guarded,mixed-double,reference_b_gradient_inf,2.512790251803794e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,guarded,mixed-double,coefficient_agreement,2.918300521871792e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,guarded,mixed-double,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,guarded,mixed-double,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,guarded,mixed-double,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,guarded,mixed-double,legacy_local_correction,2.4763693500945595e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,guarded,first-stage-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,guarded,first-stage-float32,primary_projected_kkt,1.9012569296705806e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,guarded,first-stage-float32,primary_b_gradient_inf,3.0117404148902356e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,guarded,first-stage-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,guarded,first-stage-float32,reference_projected_kkt,1.6514567491299204e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,guarded,first-stage-float32,reference_b_gradient_inf,2.0500766994677179e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,guarded,first-stage-float32,coefficient_agreement,1.9413042693049114e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,guarded,first-stage-float32,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,guarded,first-stage-float32,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,guarded,first-stage-float32,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,guarded,first-stage-float32,legacy_local_correction,2.169223700482347e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,guarded,narrower-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,guarded,narrower-float32,primary_projected_kkt,1.915134717478395e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,guarded,narrower-float32,primary_b_gradient_inf,2.8463343271762037e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,guarded,narrower-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,guarded,narrower-float32,reference_projected_kkt,1.6132928326584306e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,guarded,narrower-float32,reference_b_gradient_inf,3.0504578459566773e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,guarded,narrower-float32,coefficient_agreement,1.9428902889027946e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,guarded,narrower-float32,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,guarded,narrower-float32,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,guarded,narrower-float32,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,guarded,narrower-float32,legacy_local_correction,2.0440268441334533e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,guarded,wider-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,guarded,wider-float32,primary_projected_kkt,1.609823385706477e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,guarded,wider-float32,primary_b_gradient_inf,3.736291194523873e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,guarded,wider-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,guarded,wider-float32,reference_projected_kkt,1.6514567491299204e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,guarded,wider-float32,reference_b_gradient_inf,2.33626083650972e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,guarded,wider-float32,coefficient_agreement,2.1570047325044574e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,guarded,wider-float32,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,guarded,wider-float32,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,guarded,wider-float32,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,guarded,wider-float32,legacy_local_correction,2.347092481945805e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,guarded,mixed-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,guarded,mixed-float32,primary_projected_kkt,1.887379141862766e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,guarded,mixed-float32,primary_b_gradient_inf,3.468373851509973e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,guarded,mixed-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,guarded,mixed-float32,reference_projected_kkt,1.2906342661267445e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,guarded,mixed-float32,reference_b_gradient_inf,2.123603356525232e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,guarded,mixed-float32,coefficient_agreement,3.030908861854304e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,guarded,mixed-float32,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,guarded,mixed-float32,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,guarded,mixed-float32,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,guarded,mixed-float32,legacy_local_correction,2.2671069355203705e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,guarded-log,first-stage-double,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,guarded-log,first-stage-double,primary_projected_kkt,1.5681900222830336e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,guarded-log,first-stage-double,primary_b_gradient_inf,2.52525794820369e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,guarded-log,first-stage-double,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,guarded-log,first-stage-double,reference_projected_kkt,2.5246731788497456e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,guarded-log,first-stage-double,reference_b_gradient_inf,1.9544618916245129e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,guarded-log,first-stage-double,coefficient_agreement,1.5606563660444857e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,guarded-log,first-stage-double,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,guarded-log,first-stage-double,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,guarded-log,first-stage-double,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,guarded-log,first-stage-double,legacy_local_correction,1.0631046132350479e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,guarded-log,narrower-double,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,guarded-log,narrower-double,primary_projected_kkt,1.5404344466674047e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,guarded-log,narrower-double,primary_b_gradient_inf,2.5834284999470157e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,guarded-log,narrower-double,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,guarded-log,narrower-double,reference_projected_kkt,1.495982157595499e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,guarded-log,narrower-double,reference_b_gradient_inf,1.713936296349418e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,guarded-log,narrower-double,coefficient_agreement,1.712915523707382e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,guarded-log,narrower-double,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,guarded-log,narrower-double,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,guarded-log,narrower-double,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,guarded-log,narrower-double,legacy_local_correction,8.508110924506656e-17,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,guarded-log,wider-double,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,guarded-log,wider-double,primary_projected_kkt,1.609823385706477e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,guarded-log,wider-double,primary_b_gradient_inf,2.5132652210862926e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,guarded-log,wider-double,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,guarded-log,wider-double,reference_projected_kkt,2.5951463200613034e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,guarded-log,wider-double,reference_b_gradient_inf,2.2692867232069814e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,guarded-log,wider-double,coefficient_agreement,2.537652627714609e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,guarded-log,wider-double,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,guarded-log,wider-double,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,guarded-log,wider-double,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,guarded-log,wider-double,legacy_local_correction,1.270693833205422e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,guarded-log,mixed-double,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,guarded-log,mixed-double,primary_projected_kkt,1.5265566588595902e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,guarded-log,mixed-double,primary_b_gradient_inf,2.565472766670359e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,guarded-log,mixed-double,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,guarded-log,mixed-double,reference_projected_kkt,1.925543058334256e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,guarded-log,mixed-double,reference_b_gradient_inf,1.9270204469313132e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,guarded-log,mixed-double,coefficient_agreement,1.953992523340268e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,guarded-log,mixed-double,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,guarded-log,mixed-double,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,guarded-log,mixed-double,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,guarded-log,mixed-double,legacy_local_correction,5.951746326571641e-17,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,guarded-log,first-stage-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,guarded-log,first-stage-float32,primary_projected_kkt,1.9012569296705806e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,guarded-log,first-stage-float32,primary_b_gradient_inf,3.0117404148902356e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,guarded-log,first-stage-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,guarded-log,first-stage-float32,reference_projected_kkt,1.6514567491299204e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,guarded-log,first-stage-float32,reference_b_gradient_inf,2.0500766994677179e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,guarded-log,first-stage-float32,coefficient_agreement,1.9413042693049114e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,guarded-log,first-stage-float32,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,guarded-log,first-stage-float32,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,guarded-log,first-stage-float32,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,guarded-log,first-stage-float32,legacy_local_correction,2.169223700482347e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,guarded-log,narrower-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,guarded-log,narrower-float32,primary_projected_kkt,1.7069679003611782e-15,1e-10,<=,fit.primary.projected_kkt,pass
