dataset,variant,case,check,value,threshold,comparison,source,status
weak-1e-4,guarded,narrower-double,primary_feasible,True,True,==,fit.primary.feasible,pass
weak-1e-4,guarded,narrower-double,primary_projected_kkt,3.3306690738754696e-16,1e-10,<=,fit.primary.projected_kkt,pass
weak-1e-4,guarded,narrower-double,primary_b_gradient_inf,1.6655693641596595e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
weak-1e-4,guarded,narrower-double,reference_feasible,True,True,==,fit.reference.feasible,pass
weak-1e-4,guarded,narrower-double,reference_projected_kkt,1.0269562977782698e-15,1e-10,<=,fit.reference.projected_kkt,pass
weak-1e-4,guarded,narrower-double,reference_b_gradient_inf,2.336413901961884e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
weak-1e-4,guarded,narrower-double,coefficient_agreement,2.719270491247069e-14,1e-10,<=,fit.scaled_reference_difference,pass
weak-1e-4,guarded,narrower-double,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
weak-1e-4,guarded,narrower-double,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
weak-1e-4,guarded,narrower-double,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
weak-1e-4,guarded,narrower-double,legacy_local_correction,3.7163781246085066e-13,1e-10,<=,fit.local_correction_inf,pass
weak-1e-4,guarded,narrower-double,precision_local_correction,3.8460193694839574e-13,1e-10,<=,audit.precision.local_correction_inf,pass
weak-1e-4,guarded,narrower-double,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
weak-1e-4,guarded,narrower-double,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
weak-1e-4,guarded,narrower-double,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
weak-1e-4,guarded,narrower-double,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
weak-1e-4,guarded,narrower-double,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
weak-1e-4,guarded,narrower-double,precision_projected_kkt,2.871440796e-119,1e-10,<=,audit.precision.projected_kkt,pass
weak-1e-4,guarded,narrower-double,precision_b_gradient_inf,1.4002187204241345e-17,1e-12,<=,audit.precision.b_gradient,pass
weak-1e-4,guarded,narrower-double,direction_0_estimated_relative_error,1.7379233304578848e-10,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
weak-1e-4,guarded,narrower-double,direction_0_first_relative_error,1.6092973050657904e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
weak-1e-4,guarded,narrower-double,direction_0_second_relative_error,4.517184541032364e-11,1e-06,<=,audit.ladders.0.second_relative_error,pass
weak-1e-4,guarded,narrower-double,direction_1_estimated_relative_error,1.5754921159444935e-10,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
weak-1e-4,guarded,narrower-double,direction_1_first_relative_error,2.022028186708801e-11,1e-06,<=,audit.ladders.1.first_relative_error,pass
weak-1e-4,guarded,narrower-double,direction_1_second_relative_error,4.707232397599537e-11,1e-06,<=,audit.ladders.1.second_relative_error,pass
weak-1e-4,guarded,narrower-double,direction_2_estimated_relative_error,1.2681301386637066e-07,1e-07,<=,audit.ladders.2.estimated_relative_error,fail
weak-1e-4,guarded,narrower-double,direction_2_first_relative_error,2.2669652935331244e-08,1e-06,<=,audit.ladders.2.first_relative_error,pass
weak-1e-4,guarded,narrower-double,direction_2_second_relative_error,3.103468616018627e-08,1e-06,<=,audit.ladders.2.second_relative_error,pass
weak-1e-4,guarded,wider-double,primary_feasible,True,True,==,fit.primary.feasible,pass
weak-1e-4,guarded,wider-double,primary_projected_kkt,1.942890293094024e-16,1e-10,<=,fit.primary.projected_kkt,pass
weak-1e-4,guarded,wider-double,primary_b_gradient_inf,8.629210057988486e-17,1e-12,<=,fit.primary.b_gradient_inf,pass
weak-1e-4,guarded,wider-double,reference_feasible,True,True,==,fit.reference.feasible,pass
weak-1e-4,guarded,wider-double,reference_projected_kkt,1.3877787807814457e-15,1e-10,<=,fit.reference.projected_kkt,pass
weak-1e-4,guarded,wider-double,reference_b_gradient_inf,2.639635094024596e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
weak-1e-4,guarded,wider-double,coefficient_agreement,4.440892098500607e-15,1e-10,<=,fit.scaled_reference_difference,pass
weak-1e-4,guarded,wider-double,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
weak-1e-4,guarded,wider-double,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
weak-1e-4,guarded,wider-double,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
weak-1e-4,guarded,wider-double,legacy_local_correction,1.9625717193096787e-13,1e-10,<=,fit.local_correction_inf,pass
weak-1e-4,guarded,wider-double,precision_local_correction,1.803248317510958e-13,1e-10,<=,audit.precision.local_correction_inf,pass
weak-1e-4,guarded,wider-double,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
weak-1e-4,guarded,wider-double,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
weak-1e-4,guarded,wider-double,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
weak-1e-4,guarded,wider-double,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
weak-1e-4,guarded,wider-double,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
weak-1e-4,guarded,wider-double,precision_projected_kkt,2.874248883e-119,1e-10,<=,audit.precision.projected_kkt,pass
weak-1e-4,guarded,wider-double,precision_b_gradient_inf,9.922757877279352e-18,1e-12,<=,audit.precision.b_gradient,pass
weak-1e-4,guarded,wider-double,direction_0_estimated_relative_error,1.5388337002685042e-10,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
weak-1e-4,guarded,wider-double,direction_0_first_relative_error,1.954854687836671e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
weak-1e-4,guarded,wider-double,direction_0_second_relative_error,3.633512035895567e-11,1e-06,<=,audit.ladders.0.second_relative_error,pass
weak-1e-4,guarded,wider-double,direction_1_estimated_relative_error,1.7546034233232939e-10,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
weak-1e-4,guarded,wider-double,direction_1_first_relative_error,2.1779639100415487e-11,1e-06,<=,audit.ladders.1.first_relative_error,pass
weak-1e-4,guarded,wider-double,direction_1_second_relative_error,5.1086838538380194e-11,1e-06,<=,audit.ladders.1.second_relative_error,pass
weak-1e-4,guarded,wider-double,direction_2_estimated_relative_error,1.3946332188256935e-07,1e-07,<=,audit.ladders.2.estimated_relative_error,fail
weak-1e-4,guarded,wider-double,direction_2_first_relative_error,2.7522388004965973e-08,1e-06,<=,audit.ladders.2.first_relative_error,pass
weak-1e-4,guarded,wider-double,direction_2_second_relative_error,3.4514028900459454e-08,1e-06,<=,audit.ladders.2.second_relative_error,pass
weak-1e-4,guarded,mixed-double,primary_feasible,True,True,==,fit.primary.feasible,pass
weak-1e-4,guarded,mixed-double,primary_projected_kkt,1.6653345369377348e-16,1e-10,<=,fit.primary.projected_kkt,pass
weak-1e-4,guarded,mixed-double,primary_b_gradient_inf,8.069624708984044e-17,1e-12,<=,fit.primary.b_gradient_inf,pass
weak-1e-4,guarded,mixed-double,reference_feasible,True,True,==,fit.reference.feasible,pass
weak-1e-4,guarded,mixed-double,reference_projected_kkt,1.5265566588595902e-15,1e-10,<=,fit.reference.projected_kkt,pass
weak-1e-4,guarded,mixed-double,reference_b_gradient_inf,3.183791664741256e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
weak-1e-4,guarded,mixed-double,coefficient_agreement,5.475838595715309e-15,1e-10,<=,fit.scaled_reference_difference,pass
weak-1e-4,guarded,mixed-double,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
weak-1e-4,guarded,mixed-double,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
weak-1e-4,guarded,mixed-double,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
weak-1e-4,guarded,mixed-double,legacy_local_correction,1.3104490542915685e-13,1e-10,<=,fit.local_correction_inf,pass
weak-1e-4,guarded,mixed-double,precision_local_correction,2.026363832121737e-13,1e-10,<=,audit.precision.local_correction_inf,pass
weak-1e-4,guarded,mixed-double,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
weak-1e-4,guarded,mixed-double,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
weak-1e-4,guarded,mixed-double,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
weak-1e-4,guarded,mixed-double,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
weak-1e-4,guarded,mixed-double,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
weak-1e-4,guarded,mixed-double,precision_projected_kkt,2.912468446e-119,1e-10,<=,audit.precision.projected_kkt,pass
weak-1e-4,guarded,mixed-double,precision_b_gradient_inf,1.2446088572771737e-17,1e-12,<=,audit.precision.b_gradient,pass
weak-1e-4,guarded,mixed-double,direction_0_estimated_relative_error,1.5274062516719073e-10,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
weak-1e-4,guarded,mixed-double,direction_0_first_relative_error,2.647507519113822e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
weak-1e-4,guarded,mixed-double,direction_0_second_relative_error,4.011941473670778e-11,1e-06,<=,audit.ladders.0.second_relative_error,pass
weak-1e-4,guarded,mixed-double,direction_1_estimated_relative_error,1.9939600995949735e-10,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
weak-1e-4,guarded,mixed-double,direction_1_first_relative_error,3.725441827106457e-11,1e-06,<=,audit.ladders.1.first_relative_error,pass
weak-1e-4,guarded,mixed-double,direction_1_second_relative_error,5.4275823071197844e-11,1e-06,<=,audit.ladders.1.second_relative_error,pass
weak-1e-4,guarded,mixed-double,direction_2_estimated_relative_error,1.3621831180520678e-07,1e-07,<=,audit.ladders.2.estimated_relative_error,fail
weak-1e-4,guarded,mixed-double,direction_2_first_relative_error,2.6160116524416757e-08,1e-06,<=,audit.ladders.2.first_relative_error,pass
weak-1e-4,guarded,mixed-double,direction_2_second_relative_error,3.246541309174464e-08,1e-06,<=,audit.ladders.2.second_relative_error,pass
weak-1e-4,guarded,first-stage-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
weak-1e-4,guarded,first-stage-float32,primary_projected_kkt,3.3306690738754696e-16,1e-10,<=,fit.primary.projected_kkt,pass
weak-1e-4,guarded,first-stage-float32,primary_b_gradient_inf,1.7443694339948702e-15,1e-12,<=,fit.primary.b_gradient_inf,pass
weak-1e-4,guarded,first-stage-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
weak-1e-4,guarded,first-stage-float32,reference_projected_kkt,1.8735013540549517e-15,1e-10,<=,fit.reference.projected_kkt,pass
weak-1e-4,guarded,first-stage-float32,reference_b_gradient_inf,1.8690430089781825e-15,1e-12,<=,fit.reference.b_gradient_inf,pass
weak-1e-4,guarded,first-stage-float32,coefficient_agreement,2.1347776297243832e-14,1e-10,<=,fit.scaled_reference_difference,pass
weak-1e-4,guarded,first-stage-float32,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
weak-1e-4,guarded,first-stage-float32,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
weak-1e-4,guarded,first-stage-float32,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
weak-1e-4,guarded,first-stage-float32,legacy_local_correction,2.719811133977267e-09,1e-10,<=,fit.local_correction_inf,fail
weak-1e-4,guarded,first-stage-float32,precision_local_correction,2.719702023053884e-09,1e-10,<=,audit.precision.local_correction_inf,fail
weak-1e-4,guarded,first-stage-float32,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
weak-1e-4,guarded,first-stage-float32,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
weak-1e-4,guarded,first-stage-float32,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
weak-1e-4,guarded,first-stage-float32,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
weak-1e-4,guarded,first-stage-float32,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
weak-1e-4,guarded,first-stage-float32,precision_projected_kkt,2.895974236e-119,1e-10,<=,audit.precision.projected_kkt,pass
weak-1e-4,guarded,first-stage-float32,precision_b_gradient_inf,1.7483891207939916e-15,1e-12,<=,audit.precision.b_gradient,pass
weak-1e-4,guarded,first-stage-float32,direction_0_estimated_relative_error,1.472202359532632e-10,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
weak-1e-4,guarded,first-stage-float32,direction_0_first_relative_error,1.904079255778782e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
weak-1e-4,guarded,first-stage-float32,direction_0_second_relative_error,3.868098316410546e-11,1e-06,<=,audit.ladders.0.second_relative_error,pass
weak-1e-4,guarded,first-stage-float32,direction_1_estimated_relative_error,1.6027113823818346e-10,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
weak-1e-4,guarded,first-stage-float32,direction_1_first_relative_error,2.3275541688839153e-11,1e-06,<=,audit.ladders.1.first_relative_error,pass
weak-1e-4,guarded,first-stage-float32,direction_1_second_relative_error,4.782328618678378e-11,1e-06,<=,audit.ladders.1.second_relative_error,pass
weak-1e-4,guarded,first-stage-float32,direction_2_estimated_relative_error,1.2972219527857272e-07,1e-07,<=,audit.ladders.2.estimated_relative_error,fail
weak-1e-4,guarded,first-stage-float32,direction_2_first_relative_error,1.9899956088389945e-08,1e-06,<=,audit.ladders.2.first_relative_error,pass
weak-1e-4,guarded,first-stage-float32,direction_2_second_relative_error,2.577417714688849e-08,1e-06,<=,audit.ladders.2.second_relative_error,pass
weak-1e-4,guarded,narrower-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
weak-1e-4,guarded,narrower-float32,primary_projected_kkt,1.3877787807814457e-16,1e-10,<=,fit.primary.projected_kkt,pass
weak-1e-4,guarded,narrower-float32,primary_b_gradient_inf,2.3530264252463496e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
weak-1e-4,guarded,narrower-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
weak-1e-4,guarded,narrower-float32,reference_projected_kkt,1.1796119636642288e-15,1e-10,<=,fit.reference.projected_kkt,pass
weak-1e-4,guarded,narrower-float32,reference_b_gradient_inf,3.619748312420608e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
weak-1e-4,guarded,narrower-float32,coefficient_agreement,4.948422607250905e-15,1e-10,<=,fit.scaled_reference_difference,pass
weak-1e-4,guarded,narrower-float32,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
weak-1e-4,guarded,narrower-float32,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
weak-1e-4,guarded,narrower-float32,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
weak-1e-4,guarded,narrower-float32,legacy_local_correction,3.6256063609925445e-10,1e-10,<=,fit.local_correction_inf,fail
weak-1e-4,guarded,narrower-float32,precision_local_correction,3.626588631303501e-10,1e-10,<=,audit.precision.local_correction_inf,fail
weak-1e-4,guarded,narrower-float32,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
weak-1e-4,guarded,narrower-float32,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
weak-1e-4,guarded,narrower-float32,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
weak-1e-4,guarded,narrower-float32,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
weak-1e-4,guarded,narrower-float32,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
weak-1e-4,guarded,narrower-float32,precision_projected_kkt,2.888586066e-119,1e-10,<=,audit.precision.projected_kkt,pass
weak-1e-4,guarded,narrower-float32,precision_b_gradient_inf,2.614324294360408e-16,1e-12,<=,audit.precision.b_gradient,pass
weak-1e-4,guarded,narrower-float32,direction_0_estimated_relative_error,1.5618994099950854e-10,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
weak-1e-4,guarded,narrower-float32,direction_0_first_relative_error,1.98805149772702e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
weak-1e-4,guarded,narrower-float32,direction_0_second_relative_error,4.2935172753412905e-11,1e-06,<=,audit.ladders.0.second_relative_error,pass
weak-1e-4,guarded,narrower-float32,direction_1_estimated_relative_error,1.5464256888018992e-10,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
weak-1e-4,guarded,narrower-float32,direction_1_first_relative_error,1.6575641069769958e-11,1e-06,<=,audit.ladders.1.first_relative_error,pass
weak-1e-4,guarded,narrower-float32,direction_1_second_relative_error,4.388789684364326e-11,1e-06,<=,audit.ladders.1.second_relative_error,pass
weak-1e-4,guarded,narrower-float32,direction_2_estimated_relative_error,1.142531902056153e-07,1e-07,<=,audit.ladders.2.estimated_relative_error,fail
weak-1e-4,guarded,narrower-float32,direction_2_first_relative_error,2.0259540395197578e-08,1e-06,<=,audit.ladders.2.first_relative_error,pass
weak-1e-4,guarded,narrower-float32,direction_2_second_relative_error,2.682812189068534e-08,1e-06,<=,audit.ladders.2.second_relative_error,pass
weak-1e-4,guarded,wider-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
weak-1e-4,guarded,wider-float32,primary_projected_kkt,1.1102230246251565e-16,1e-10,<=,fit.primary.projected_kkt,pass
weak-1e-4,guarded,wider-float32,primary_b_gradient_inf,5.722334171231681e-17,1e-12,<=,fit.primary.b_gradient_inf,pass
weak-1e-4,guarded,wider-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
weak-1e-4,guarded,wider-float32,reference_projected_kkt,7.771561172376096e-16,1e-10,<=,fit.reference.projected_kkt,pass
weak-1e-4,guarded,wider-float32,reference_b_gradient_inf,4.927727524435207e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
weak-1e-4,guarded,wider-float32,coefficient_agreement,2.4606166388098337e-14,1e-10,<=,fit.scaled_reference_difference,pass
weak-1e-4,guarded,wider-float32,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
weak-1e-4,guarded,wider-float32,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
weak-1e-4,guarded,wider-float32,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
weak-1e-4,guarded,wider-float32,legacy_local_correction,2.4833905317194105e-12,1e-10,<=,fit.local_correction_inf,pass
weak-1e-4,guarded,wider-float32,precision_local_correction,2.1383289866569184e-12,1e-10,<=,audit.precision.local_correction_inf,pass
weak-1e-4,guarded,wider-float32,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
weak-1e-4,guarded,wider-float32,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
weak-1e-4,guarded,wider-float32,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
weak-1e-4,guarded,wider-float32,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
weak-1e-4,guarded,wider-float32,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
weak-1e-4,guarded,wider-float32,precision_projected_kkt,2.897188405e-119,1e-10,<=,audit.precision.projected_kkt,pass
weak-1e-4,guarded,wider-float32,precision_b_gradient_inf,9.504209259619755e-18,1e-12,<=,audit.precision.b_gradient,pass
weak-1e-4,guarded,wider-float32,direction_0_estimated_relative_error,1.7397467816669253e-10,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
weak-1e-4,guarded,wider-float32,direction_0_first_relative_error,2.2585833650193053e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
weak-1e-4,guarded,wider-float32,direction_0_second_relative_error,4.4360900807177445e-11,1e-06,<=,audit.ladders.0.second_relative_error,pass
weak-1e-4,guarded,wider-float32,direction_1_estimated_relative_error,1.848416815598698e-10,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
weak-1e-4,guarded,wider-float32,direction_1_first_relative_error,2.424538323232247e-11,1e-06,<=,audit.ladders.1.first_relative_error,pass
weak-1e-4,guarded,wider-float32,direction_1_second_relative_error,5.930742193270361e-11,1e-06,<=,audit.ladders.1.second_relative_error,pass
weak-1e-4,guarded,wider-float32,direction_2_estimated_relative_error,1.5039790363901723e-07,1e-07,<=,audit.ladders.2.estimated_relative_error,fail
weak-1e-4,guarded,wider-float32,direction_2_first_relative_error,2.6204242999944244e-08,1e-06,<=,audit.ladders.2.first_relative_error,pass
weak-1e-4,guarded,wider-float32,direction_2_second_relative_error,4.3292333120476995e-08,1e-06,<=,audit.ladders.2.second_relative_error,pass
weak-1e-4,guarded,mixed-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
weak-1e-4,guarded,mixed-float32,primary_projected_kkt,1.3877787807814457e-16,1e-10,<=,fit.primary.projected_kkt,pass
weak-1e-4,guarded,mixed-float32,primary_b_gradient_inf,9.684813835484889e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
weak-1e-4,guarded,mixed-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
weak-1e-4,guarded,mixed-float32,reference_projected_kkt,7.91033905045424e-16,1e-10,<=,fit.reference.projected_kkt,pass
weak-1e-4,guarded,mixed-float32,reference_b_gradient_inf,8.213075557360993e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
weak-1e-4,guarded,mixed-float32,coefficient_agreement,9.451282600587655e-15,1e-10,<=,fit.scaled_reference_difference,pass
weak-1e-4,guarded,mixed-float32,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
weak-1e-4,guarded,mixed-float32,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
weak-1e-4,guarded,mixed-float32,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
weak-1e-4,guarded,mixed-float32,legacy_local_correction,6.149140577632592e-10,1e-10,<=,fit.local_correction_inf,fail
weak-1e-4,guarded,mixed-float32,precision_local_correction,6.148098186121648e-10,1e-10,<=,audit.precision.local_correction_inf,fail
weak-1e-4,guarded,mixed-float32,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
weak-1e-4,guarded,mixed-float32,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
weak-1e-4,guarded,mixed-float32,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
weak-1e-4,guarded,mixed-float32,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
weak-1e-4,guarded,mixed-float32,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
weak-1e-4,guarded,mixed-float32,precision_projected_kkt,2.858972097e-119,1e-10,<=,audit.precision.projected_kkt,pass
weak-1e-4,guarded,mixed-float32,precision_b_gradient_inf,1.0082372471157998e-15,1e-12,<=,audit.precision.b_gradient,pass
weak-1e-4,guarded,mixed-float32,direction_0_estimated_relative_error,1.786711633106754e-10,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
weak-1e-4,guarded,mixed-float32,direction_0_first_relative_error,2.022891197492071e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
weak-1e-4,guarded,mixed-float32,direction_0_second_relative_error,4.7545014758190684e-11,1e-06,<=,audit.ladders.0.second_relative_error,pass
weak-1e-4,guarded,mixed-float32,direction_1_estimated_relative_error,2.020206555135137e-10,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
weak-1e-4,guarded,mixed-float32,direction_1_first_relative_error,2.0217643513554097e-11,1e-06,<=,audit.ladders.1.first_relative_error,pass
weak-1e-4,guarded,mixed-float32,direction_1_second_relative_error,4.9517513880734405e-11,1e-06,<=,audit.ladders.1.second_relative_error,pass
weak-1e-4,guarded,mixed-float32,direction_2_estimated_relative_error,1.363336365382518e-07,1e-07,<=,audit.ladders.2.estimated_relative_error,fail
weak-1e-4,guarded,mixed-float32,direction_2_first_relative_error,2.5144469526267275e-08,1e-06,<=,audit.ladders.2.first_relative_error,pass
weak-1e-4,guarded,mixed-float32,direction_2_second_relative_error,3.7721068525664855e-08,1e-06,<=,audit.ladders.2.second_relative_error,pass
weak-1e-4,guarded-log,first-stage-double,primary_feasible,True,True,==,fit.primary.feasible,pass
weak-1e-4,guarded-log,first-stage-double,primary_projected_kkt,2.220446049250313e-16,1e-10,<=,fit.primary.projected_kkt,pass
weak-1e-4,guarded-log,first-stage-double,primary_b_gradient_inf,1.0625806686502198e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
weak-1e-4,guarded-log,first-stage-double,reference_feasible,True,True,==,fit.reference.feasible,pass
weak-1e-4,guarded-log,first-stage-double,reference_projected_kkt,1.0269562977782698e-15,1e-10,<=,fit.reference.projected_kkt,pass
weak-1e-4,guarded-log,first-stage-double,reference_b_gradient_inf,2.395326889125134e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
weak-1e-4,guarded-log,first-stage-double,coefficient_agreement,9.193618421843519e-15,1e-10,<=,fit.scaled_reference_difference,pass
weak-1e-4,guarded-log,first-stage-double,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
weak-1e-4,guarded-log,first-stage-double,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
weak-1e-4,guarded-log,first-stage-double,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
weak-1e-4,guarded-log,first-stage-double,legacy_local_correction,2.1226036071566648e-13,1e-10,<=,fit.local_correction_inf,pass
weak-1e-4,guarded-log,first-stage-double,precision_local_correction,4.906282357998657e-13,1e-10,<=,audit.precision.local_correction_inf,pass
weak-1e-4,guarded-log,first-stage-double,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
weak-1e-4,guarded-log,first-stage-double,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
weak-1e-4,guarded-log,first-stage-double,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
weak-1e-4,guarded-log,first-stage-double,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
weak-1e-4,guarded-log,first-stage-double,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
weak-1e-4,guarded-log,first-stage-double,precision_projected_kkt,2.895936661e-119,1e-10,<=,audit.precision.projected_kkt,pass
weak-1e-4,guarded-log,first-stage-double,precision_b_gradient_inf,1.6654421416393327e-17,1e-12,<=,audit.precision.b_gradient,pass
weak-1e-4,guarded-log,first-stage-double,direction_0_estimated_relative_error,1.7259800033520516e-10,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
weak-1e-4,guarded-log,first-stage-double,direction_0_first_relative_error,2.1575468778733677e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
weak-1e-4,guarded-log,first-stage-double,direction_0_second_relative_error,4.360252322969915e-11,1e-06,<=,audit.ladders.0.second_relative_error,pass
weak-1e-4,guarded-log,first-stage-double,direction_1_estimated_relative_error,1.6491436178354997e-10,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
weak-1e-4,guarded-log,first-stage-double,direction_1_first_relative_error,1.5189194125639928e-11,1e-06,<=,audit.ladders.1.first_relative_error,pass
weak-1e-4,guarded-log,first-stage-double,direction_1_second_relative_error,5.839119012234934e-11,1e-06,<=,audit.ladders.1.second_relative_error,pass
weak-1e-4,guarded-log,first-stage-double,direction_2_estimated_relative_error,1.4207226858817176e-07,1e-07,<=,audit.ladders.2.estimated_relative_error,fail
weak-1e-4,guarded-log,first-stage-double,direction_2_first_relative_error,2.9517024809723647e-08,1e-06,<=,audit.ladders.2.first_relative_error,pass
