state_id,alpha,serial_id,qualified,A,truth_A,input_A,error_A,B,truth_B,input_B,error_B,C,truth_C,input_C,error_C
baseline-best-28,0,97,True,5.990697922417908,6.0,5.99165521658943,-0.009302077582091783,0.4996539651824951,0.5,0.4996539651824951,-0.0003460348175048922,-0.17524911365959933,-0.175,-0.17549618293845598,-0.0002491136595993426
baseline-best-28,0,98,True,5.997913887200941,6.0,5.99566876548026,-0.0020861127990592365,0.49993104306096775,0.5,0.49993104306096775,-6.895693903224975e-05,-0.08263940976050373,-0.083,-0.08235093272068116,0.0003605902394962779
baseline-best-28,0,99,True,6.0033949177137345,6.0,5.998824258739782,0.0033949177137344577,0.5001479479541905,0.5,0.5001479479541905,0.000147947954190486,0.013835904759162791,0.013,0.013160366410934824,0.0008359047591627918
baseline-best-28,0,100,True,6.998720237231636,7.0,6.998600958376667,-0.0012797627683642787,0.49998875001798854,0.5,0.49998875001798854,-1.12499820114631e-05,-0.3098113191320144,-0.31,-0.3097756730420133,0.00018868086798562445
baseline-best-28,0,101,True,5.993094748170389,6.0,5.9939094928642485,-0.006905251829611103,0.49977789521852073,0.5,0.49977789521852073,-0.00022210478147927093,0.19472918900473263,0.195,0.19545849552938843,-0.00027081099526737873
baseline-best-28,0,102,True,6.002339889049964,6.0,6.006959010842791,0.0023398890499644054,0.5000921940967682,0.5,0.5000921940967682,9.219409676819446e-05,-0.23054107206018876,-0.23,-0.2292140955772654,-0.0005410720601887464
baseline-best-28,0,103,True,5.998596305097055,6.0,6.0029582849401955,-0.0014036949029447854,0.4999279091468931,0.5,0.4999279091468931,-7.209085310688756e-05,-0.26772941867503186,-0.268,-0.2699583497141641,0.00027058132496815546
baseline-best-28,0,104,True,6.008333499018382,6.0,6.008732931587156,0.008333499018381652,0.5002720218764631,0.5,0.5002720218764631,0.00027202187646313547,-0.21346109059696092,-0.213,-0.2155867758405309,-0.00046109059696092247
baseline-best-28,0,105,True,6.000095709862799,6.0,5.994818875267254,9.570986279872074e-05,0.4999902353609677,0.5,0.4999902353609677,-9.764639032294742e-06,-0.1900327951895197,-0.19,-0.18726104671646895,-3.279518951970761e-05
baseline-best-28,0,106,True,6.998594935829465,7.0,6.996902709740327,-0.0014050641705347644,0.4999562448949685,0.5,0.4999562448949685,-4.3755105031517694e-05,-0.5853721427700544,-0.585,-0.5868814582740567,-0.0003721427700544844
baseline-best-28,0,107,True,5.99577758204129,6.0,6.001151570068467,-0.004222417958709812,0.4998261350518066,0.5,0.4998261350518066,-0.00017386494819338072,0.24441335618481314,0.244,0.24477929715895055,0.0004133561848131406
baseline-best-28,0,108,True,5.983433233577193,6.0,5.9877796027558725,-0.016566766422807078,0.49948891060536216,0.5,0.49948891060536216,-0.0005110893946378425,0.5609850573172288,0.561,0.5621034347210113,-1.4942682771246218e-05
baseline-best-28,0,109,True,8.01601964821845,8.0,8.026006173649842,0.01601964821844959,0.5004527419164941,0.5,0.5004527419164941,0.0004527419164941371,-0.6641864483979779,-0.664,-0.6659740163186895,-0.0001864483979778786
baseline-best-28,0,110,True,6.004428617157386,6.0,6.0032856034098705,0.004428617157386405,0.5001470224785174,0.5,0.5001470224785174,0.00014702247851738903,-0.2377597313637148,-0.238,-0.23670733946864633,0.00024026863628517914
baseline-best-28,0,111,True,5.998421219997216,6.0,5.995182590720808,-0.0015787800027844412,0.4999338972735488,0.5,0.4999338972735488,-6.610272645118931e-05,0.672069254921365,0.673,0.6724271662821245,-0.000930745078634998
