serial_id,weakest,second,third
1,-0.4799256342709019,-0.11766211442506189,0.69089303060880825
2,0.13450479088931155,0.013614388561428459,-0.079941487373174205
3,-0.039747418376764335,-0.0079574019278089211,0.046724580879616312
4,0.47992561397165512,-0.69089295689601293,-0.11766210187143997
5,-0.13450478584954143,0.079941487003777789,0.013614388498517033
6,0.039747417115880604,-0.046724577492862303,-0.0079574013510291426
7,0.47992563427090645,0.69089301325388186,0.11766221633041134
8,-0.13450479088931033,-0.079941486197988534,-0.013614395461931493
9,0.039747418376764349,0.04672457997026299,0.0079574072673864755
10,-0.4799256139716388,0.11766220377679988,-0.69089293954108499
11,0.13450478584954029,-0.013614395399021265,0.079941485828592965
12,-0.039747417115879632,0.0079574066906074135,-0.04672457658350887
