serial_id,weakest,second,third
1,0.47992563427090984,-0.11766211454294481,0.69089303058875751
2,-0.13450479088931208,0.013614388575068198,-0.079941487370850495
3,0.039747418376764786,-0.007957401935781221,0.046724580878259502
4,-0.47992561397164984,-0.69089295687593355,-0.11766210198929566
5,0.13450478584954126,0.079941487001455452,0.013614388512155434
6,-0.039747417115880312,-0.046724577491504549,-0.0079574013590000339
7,-0.47992563427090612,0.69089301323380681,0.11766221644833412
8,0.13450479088931067,-0.079941486195664949,-0.01361439547557463
9,-0.039747418376764376,0.046724579968905153,0.0079574072753611207
10,0.47992561397163552,0.11766220389469594,-0.69089293952098063
11,-0.13450478584953995,-0.013614395412662886,0.079941485826270378
12,0.039747417115879431,0.0079574066985806241,-0.046724576582149999
