dataset,case,scope,atoms,rows,search_counter_scope,profile_evaluations,accepted_updates,search_reference_solves,endpoint_reference_solves,audit_reference_solves,post_search_trust_reference_solves,refreshed_assessment_reference_solves,precision_reference_pairs_requested,boundary_reference_pairs_requested,boundary_seconds,refreshed_assessment_seconds,search_seconds,search_reference_seconds_nested,endpoint_audit_seconds,audit_seconds,precision_seconds_nested,process_peak_rss_bytes
weak-1e-4,narrower-float32,monolithic,12,7451,this-search,10,7,11,13,103,0,0,1,0,0,3.5e-06,0.188974167,0.087987583,0.060649958,23.517307708,22.411351792,166641664
weak-1e-4,narrower-float32,assembled,12,7451,sum-of-components,10,7,11,13,103,0,0,1,0,0,3.541e-06,0,0,0.067522125,1.380054667,0.237887167,169820160
weak-1e-4,narrower-float32,1,12,7451,this-search,10,7,11,13,103,1,0,1,0,0,4.042e-06,0.180712917,0.07382670599999999,0.068798333,1.2084635,0.192792708,171360256
weak-1e-4,wider-float32,monolithic,12,7451,this-search,11,9,11,13,103,0,0,1,0,0,3.291e-06,0.233191541,0.08339579,0.075559084,23.267009834,22.176478833,164560896
weak-1e-4,wider-float32,assembled,12,7451,sum-of-components,11,9,11,13,103,0,0,1,0,0,1.791e-06,0,0,0.073865458,1.341081416,0.205724917,168722432
weak-1e-4,wider-float32,1,12,7451,this-search,11,9,11,13,103,1,0,1,0,0,4.875e-06,0.20830475,0.08335983399999998,0.075630292,1.309373208,0.213459083,171081728
weak-1e-4,mixed-float32,monolithic,12,7451,this-search,11,8,12,13,103,0,0,1,0,0,2.833e-06,0.213372834,0.10404000199999999,0.067952292,23.482819917,22.370398833,165298176
weak-1e-4,mixed-float32,assembled,12,7451,sum-of-components,11,8,12,13,103,0,0,1,0,0,3.667e-06,0,0,0.076678417,1.320879584,0.219997959,170622976
weak-1e-4,mixed-float32,1,12,7451,this-search,11,8,12,13,103,1,0,1,0,0,3.916e-06,0.176403625,0.08005283199999999,0.075634917,1.326298334,0.224793375,171016192
zero-signal,first-stage-double,monolithic,12,7451,this-search,6,5,6,13,103,0,0,0,0,0,5.792e-06,0.10745975,0.043493333999999995,0.062317708,1.1463265,0,56115200
zero-signal,first-stage-double,assembled,12,7451,sum-of-components,6,5,6,13,103,0,0,0,0,0,3.041e-06,0,0,0.084185458,1.1335515,0,55214080
zero-signal,first-stage-double,1,12,7451,this-search,6,5,6,13,103,1,0,0,0,0,8e-06,0.091097167,0.036494708,0.072181291,1.101810416,0,56852480
zero-signal,narrower-double,monolithic,12,7451,this-search,7,5,7,13,103,0,0,0,0,0,3.75e-06,0.125489041,0.049919209,0.0742185,1.123275208,0,56279040
zero-signal,narrower-double,assembled,12,7451,sum-of-components,7,5,7,13,103,0,0,0,0,0,2.917e-06,0,0,0.070894333,1.122816292,0,56688640
zero-signal,narrower-double,1,12,7451,this-search,7,5,7,13,103,1,0,0,0,0,3e-06,0.114047458,0.049626959,0.06874875,1.141203459,0,57163776
zero-signal,wider-double,monolithic,12,7451,this-search,8,7,8,13,103,0,0,0,0,0,4.958e-06,0.150988125,0.059856001000000006,0.095197584,1.059500625,0,56770560
zero-signal,wider-double,assembled,12,7451,sum-of-components,8,7,8,13,103,0,0,0,0,0,2.459e-06,0,0,0.089596875,1.110539834,0,56033280
zero-signal,wider-double,1,12,7451,this-search,8,7,8,13,103,1,0,0,0,0,1.0375e-05,0.139030666,0.058250667,0.072964667,1.123592,0,56770560
zero-signal,mixed-double,monolithic,12,7451,this-search,7,5,7,13,103,0,0,0,0,0,2.875e-06,0.120252209,0.048201206999999996,0.068887708,1.089412667,0,60473344
zero-signal,mixed-double,assembled,12,7451,sum-of-components,7,5,7,13,103,0,0,0,0,0,2.792e-06,0,0,0.076900375,1.110628625,0,55492608
zero-signal,mixed-double,1,12,7451,this-search,7,5,7,13,103,1,0,0,0,0,3e-06,0.128239584,0.054113376,0.073493083,1.106262209,0,60473344
zero-signal,first-stage-float32,monolithic,12,7451,this-search,20,9,21,13,103,0,0,0,0,0,2.75e-06,0.319640042,0.153140872,0.076733167,1.031973125,0,60538880
zero-signal,first-stage-float32,assembled,12,7451,sum-of-components,20,9,21,13,103,0,0,0,0,0,2.958e-06,0,0,0.076571958,1.035632167,0,57376768
zero-signal,first-stage-float32,1,12,7451,this-search,20,9,21,13,103,1,0,0,0,0,3.709e-06,0.325278458,0.17624220799999996,0.084121125,1.056291584,0,60686336
zero-signal,narrower-float32,monolithic,12,7451,this-search,25,13,27,13,103,0,0,0,0,0,3.416e-06,0.399041209,0.196775458,0.083095208,1.082241,0,61063168
zero-signal,narrower-float32,assembled,12,7451,sum-of-components,25,13,27,13,103,0,0,0,0,0,2.75e-06,0,0,0.079015625,1.079573166,0,56688640
